age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30,Private,127306,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,57,United-States,<=50K
58,Local-gov,180138,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,37310,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,72333,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,50,India,>50K
46,Private,32303,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Federal-gov,387981,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,36,United-States,>50K
32,Private,103730,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,>50K
51,State-gov,195122,7th-8th,4,Divorced,Other-service,Unmarried,White,Male,0,0,15,United-States,<=50K
54,Private,291755,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
36,Private,216415,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,>50K
71,Private,192836,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2377,26,United-States,<=50K
28,Private,112702,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
33,,111199,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,30,United-States,<=50K
38,Private,103886,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
27,Private,330540,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,,>50K
33,Private,408207,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States,<=50K
17,Private,216227,11th,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
22,Private,193244,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,104509,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
47,Local-gov,129140,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,2258,35,United-States,<=50K
24,Private,378417,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,220582,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
39,Self-emp-not-inc,32922,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
27,Local-gov,289944,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,409433,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
59,Private,128300,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,<=50K
25,Private,153187,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
43,Private,173130,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Male,15020,3004,60,United-States,>50K
36,Private,306333,5th-6th,3,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,35,Mexico,<=50K
30,?,209895,Some-college,10,Separated,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
57,Self-emp-inc,189762,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Private,225890,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
37,Private,147258,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-inc,213310,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,?,>50K
30,Private,219155,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,923517,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
57,Private,42298,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States,<=50K
19,Local-gov,263342,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,10,United-States,<=50K
64,Private,61677,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,83510,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,308205,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Mexico,<=50K
60,Private,520021,Some-college,10,Divorced,Craft-repair,Other-relative,White,Male,0,0,48,Poland,<=50K
26,Private,216881,Assoc-acdm,12,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
32,Self-emp-inc,184526,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
41,Private,110385,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
57,Private,111232,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
35,Private,277344,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,1590,40,United-States,<=50K
19,Private,111968,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
33,?,127800,Some-college,10,Never-married,?,Unmarried,Black,Female,0,0,30,United-States,<=50K
24,Local-gov,242210,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,210525,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,112115,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
33,Private,296453,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,>50K
75,Private,44114,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,0,0,55,United-States,>50K
61,?,34832,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,60,Canada,>50K
45,State-gov,117844,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,94041,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
38,,177305,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,236716,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
34,Local-gov,88846,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
43,Self-emp-inc,160943,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,<=50K
66,Private,107740,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
42,Self-emp-inc,32533,Doctorate,16,Never-married,Prof-specialty,Unmarried,Black,Male,27828,0,40,United-States,>50K
49,Private,101414,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
46,Private,353094,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,138940,11th,7,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Private,217528,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K
42,State-gov,144067,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
75,,316588,Some-college,10,Married-spouse-absent,,Not-in-family,White,Female,0,0,16,United-States,<=50K
58,Private,395306,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,307642,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,70880,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Portugal,<=50K
36,Federal-gov,261344,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
38,Private,396738,Assoc-acdm,12,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Private,156516,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
67,Local-gov,171421,1st-4th,2,Married-civ-spouse,Other-service,Husband,Black,Male,2290,0,16,United-States,<=50K
73,Self-emp-not-inc,110731,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,182601,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,6,United-States,<=50K
61,Private,271271,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
49,Local-gov,332765,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
41,Private,208344,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
37,Local-gov,113326,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
40,Private,226010,HS-grad,9,Separated,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
45,Private,82084,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
71,Self-emp-inc,240445,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
41,Self-emp-inc,240660,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
45,Self-emp-not-inc,97883,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
39,Private,217541,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Self-emp-not-inc,201560,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,England,<=50K
23,Private,189756,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,420203,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
57,Self-emp-inc,298903,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,Cuba,<=50K
53,Private,42924,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,188436,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
19,Private,77505,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,235272,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,390342,5th-6th,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,<=50K
17,Private,95209,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
20,Private,100704,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
39,Federal-gov,146347,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K
47,Local-gov,190982,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,>50K
45,Private,144489,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,10,United-States,<=50K
57,Private,127856,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,>50K
30,Private,97306,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
27,Private,189680,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
35,Private,502802,Some-college,10,Divorced,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
39,Self-emp-not-inc,109146,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
64,Federal-gov,205784,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,3137,0,40,United-States,<=50K
29,Private,29987,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,Self-emp-not-inc,183325,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
50,Private,314151,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
55,Private,312027,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,150324,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
67,State-gov,241295,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
36,Local-gov,182771,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
72,,242425,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,<=50K
36,Local-gov,202583,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
49,State-gov,37353,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
19,Private,118559,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
22,Private,90862,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,50,Canada,<=50K
33,State-gov,180656,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1887,70,Taiwan,>50K
17,Private,320821,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
31,Private,147921,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
41,Self-emp-not-inc,198000,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,55,United-States,>50K
34,Private,137222,Prof-school,15,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,38,Vietnam,<=50K
35,State-gov,154305,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
36,Private,217014,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,52,United-States,>50K
24,Private,60320,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,,119608,Some-college,10,Never-married,,Own-child,White,Male,0,1602,40,United-States,<=50K
33,Private,157446,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,2824,50,United-States,>50K
61,Private,162376,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
72,Private,103590,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Local-gov,212847,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
34,Local-gov,84414,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
69,Private,216289,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,19,United-States,<=50K
27,Private,51585,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,16,United-States,<=50K
62,Private,291764,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
52,Federal-gov,235735,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,48,United-States,>50K
29,Private,211900,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
34,Private,232036,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,213324,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
37,Private,179671,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,42,United-States,<=50K
55,Local-gov,191882,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,283887,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
31,Private,160124,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Iran,>50K
40,Private,316032,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,>50K
51,Private,195821,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,55,United-States,<=50K
58,Private,195447,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,?,>50K
55,Private,170601,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,14084,0,40,Italy,>50K
25,Private,222841,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,80,United-States,>50K
36,Private,184659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,40,United-States,>50K
44,Local-gov,109212,Bachelors,13,Divorced,Protective-serv,Unmarried,White,Female,0,1751,28,United-States,<=50K
47,Private,279059,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,47,United-States,>50K
32,Private,349454,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,43710,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
50,Private,123011,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
51,Local-gov,125796,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
43,Private,196220,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
34,Private,44530,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,>50K
40,Private,197344,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,88476,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,594,0,20,United-States,<=50K
54,Private,314871,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
32,Private,159324,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,291442,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,,<=50K
44,Private,160443,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
27,Private,233811,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,182373,Bachelors,13,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
59,,147879,Bachelors,13,Married-civ-spouse,,Husband,Black,Male,4386,0,40,United-States,>50K
36,Private,140824,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Portugal,<=50K
51,Private,364840,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
75,,97280,9th,5,Separated,,Not-in-family,Black,Male,0,0,16,United-States,<=50K
34,Private,243167,Some-college,10,Separated,Machine-op-inspct,Unmarried,Black,Male,0,0,42,United-States,<=50K
42,Self-emp-not-inc,43703,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
53,Private,239723,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Private,194752,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,487984,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,4650,0,48,United-States,<=50K
31,Private,83813,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
53,Self-emp-not-inc,177487,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
34,Private,46460,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<=50K
30,Self-emp-not-inc,163526,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Portugal,<=50K
41,Local-gov,182470,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,177826,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,44,United-States,<=50K
34,Self-emp-not-inc,119016,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
44,Private,149949,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,,<=50K
32,Private,73928,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,?,186272,9th,5,Divorced,?,Own-child,White,Female,0,0,35,United-States,<=50K
34,Local-gov,309205,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
37,Private,52323,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,148294,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,40,United-States,>50K
27,Private,187746,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
42,Private,408229,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,35,United-States,<=50K
23,Private,310027,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,Mexico,<=50K
35,Private,275120,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,190290,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
44,State-gov,227962,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,3974,45,United-States,<=50K
33,Private,237428,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States,>50K
51,Private,260938,Bachelors,13,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
40,Private,339586,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,52,United-States,<=50K
54,Private,68299,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,<=50K
47,Self-emp-inc,230904,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
33,Private,295535,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,372722,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,30,United-States,<=50K
35,Private,167482,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
39,Private,53111,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Local-gov,52262,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,117028,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
24,Private,50121,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
18,Private,343240,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
53,Private,69012,Some-college,10,Divorced,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
30,Private,139054,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
36,Private,203482,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,1602,40,United-States,<=50K
30,Private,420060,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Portugal,<=50K
59,?,113945,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,38,United-States,<=50K
41,Private,190044,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,2339,40,United-States,<=50K
39,Private,210926,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
29,Private,196227,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,203406,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,148903,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1590,40,United-States,<=50K
25,Private,217799,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,?,<=50K
19,Private,67278,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
57,Private,146644,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Private,175602,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,United-States,<=50K
56,Private,319456,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Yugoslavia,<=50K
54,Private,49793,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,83604,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,<=50K
38,Local-gov,216414,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,Private,137022,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,<=50K
29,Local-gov,222444,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
33,Private,157473,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
18,,189147,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,173352,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
44,Private,182618,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,<=50K
53,Private,215990,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
53,Local-gov,167405,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
22,Private,210542,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,<=50K
41,Private,115433,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Female,0,0,15,United-States,<=50K
57,Private,130803,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,37232,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K
26,Private,277625,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
55,Private,183896,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
45,Private,361204,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,166084,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
25,Private,160786,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
56,Self-emp-inc,200613,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,35,United-States,>50K
53,Federal-gov,344013,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K
32,Private,43604,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
