Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
287,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
288,d,c,2180.0,10.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
289,d,a,2380.0,3.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
290,a,a,1200.0,7.0,2011.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
291,d,c,1090.0,7.0,2010.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
292,d,c,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
293,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
294,a,a,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
295,a,c,70.0,11.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
296,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
297,a,a,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
298,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
299,d,a,2110.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
300,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
301,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
302,a,a,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
303,d,c,1860.0,5.0,2015.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
304,c,c,2510.0,8.0,2009.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
305,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
306,a,c,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
307,d,c,8250.0,10.0,2004.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
308,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
309,a,a,300.0,7.0,2000.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
310,a,a,1060.0,5.0,2009.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
311,c,c,10450.0,6.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
312,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
313,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
314,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
315,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
316,d,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
317,a,a,1200.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
318,a,a,220.0,2.0,2002.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
319,a,a,2260.0,11.0,2008.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
320,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
321,a,c,410.0,4.0,2001.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
322,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
323,a,a,150.0,2.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
324,a,a,150.0,9.0,2008.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
325,d,a,3910.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
326,d,c,1090.0,7.0,2010.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
327,d,a,2380.0,3.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
328,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
329,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
330,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
331,d,c,970.0,7.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
332,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
333,a,a,350.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
334,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
335,a,a,340.0,10.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
336,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
337,a,a,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
338,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
339,a,a,1640.0,2.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
340,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
341,a,a,340.0,6.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
342,c,a,230.0,10.0,2001.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
343,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
344,a,a,17500.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
345,d,a,2130.0,12.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
346,a,a,180.0,3.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
347,c,a,1980.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
348,a,c,350.0,12.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
349,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
350,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
351,a,a,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
352,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
353,a,a,420.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
354,a,c,270.0,3.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
355,a,c,70.0,6.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
356,d,c,7660.0,10.0,2000.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
357,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
358,a,a,1060.0,5.0,2008.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
359,c,a,420.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
360,a,a,330.0,9.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
361,a,c,2270.0,11.0,2005.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
362,a,a,1200.0,10.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
363,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
364,d,c,5870.0,4.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
365,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
366,d,a,11640.0,4.0,2005.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
367,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
368,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
369,a,a,350.0,7.0,2012.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
370,a,a,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
371,d,c,2190.0,12.0,2003.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
372,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
373,a,c,410.0,6.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec"
374,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
375,a,a,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
376,a,a,1100.0,6.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
377,a,a,350.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
378,c,a,230.0,6.0,2007.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
379,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
380,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
381,a,a,150.0,9.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
382,d,a,2110.0,3.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
383,a,c,2270.0,11.0,2009.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
384,c,a,3150.0,5.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
385,c,a,4030.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
386,a,a,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
387,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
388,a,a,290.0,9.0,2008.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
389,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
390,d,c,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
391,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
392,c,a,260.0,6.0,2012.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
393,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
394,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
395,a,a,620.0,10.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
396,d,a,17280.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
397,a,a,1640.0,2.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
398,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
399,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
400,d,c,6970.0,9.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
401,d,a,2380.0,3.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
402,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
403,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
404,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
405,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
406,a,a,1200.0,2.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
407,d,a,5070.0,11.0,2007.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
408,a,c,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
409,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
410,d,a,8650.0,7.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
411,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
412,a,a,520.0,3.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
413,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
414,c,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
415,a,a,1070.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
416,d,a,2380.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
417,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
418,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
419,a,a,2090.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
420,a,a,180.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
421,a,a,150.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
422,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
423,a,a,2060.0,10.0,2008.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
424,d,c,970.0,3.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
425,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
426,c,a,440.0,4.0,2004.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
427,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
428,a,a,390.0,6.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
429,a,a,560.0,10.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
430,a,c,250.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
431,a,a,540.0,6.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
432,d,a,3370.0,10.0,2014.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
433,d,c,8250.0,10.0,1999.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
434,a,a,1100.0,6.0,2009.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
435,d,a,3370.0,7.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
436,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
437,a,a,1060.0,5.0,2009.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
438,c,a,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
439,a,a,100.0,1.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
440,d,c,330.0,3.0,2008.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
441,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
442,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
443,a,a,650.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
444,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
445,a,a,1070.0,5.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
446,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
447,c,a,450.0,4.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
448,c,a,2240.0,3.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
449,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
450,c,a,290.0,9.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
451,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
452,a,a,540.0,11.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
453,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
454,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
455,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
456,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
457,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
458,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
459,a,a,250.0,6.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
460,d,c,1090.0,8.0,2007.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
461,c,a,4030.0,2.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
462,a,c,410.0,5.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
463,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
464,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
465,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
466,a,a,190.0,6.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
467,d,a,3900.0,4.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
468,a,a,120.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
469,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov"
470,d,a,3370.0,10.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
471,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
472,d,c,4520.0,2.0,2014.0,1,18.0,2013.0,"Jan,Apr,Jul,Oct"
473,d,a,2380.0,3.0,2010.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
474,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
475,d,a,2130.0,12.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
476,a,c,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
477,d,c,12480.0,3.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
478,d,c,2190.0,12.0,2003.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
479,a,a,650.0,3.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
480,a,a,620.0,9.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
481,a,a,2060.0,10.0,2008.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
482,a,a,180.0,3.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
483,c,c,3290.0,1.0,2007.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
484,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
485,c,c,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
486,a,a,330.0,11.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
487,d,c,9360.0,7.0,2013.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
488,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
489,a,a,350.0,12.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
490,a,c,460.0,3.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
491,d,a,17280.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
492,a,a,180.0,6.0,2007.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
493,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
494,d,c,2870.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
495,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
496,a,a,150.0,12.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
497,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
498,a,a,17500.0,9.0,2001.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
499,a,a,340.0,7.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
500,a,a,150.0,9.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
501,c,a,550.0,10.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
502,a,a,290.0,9.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
503,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
504,a,c,360.0,3.0,2014.0,1,18.0,2013.0,"Feb,May,Aug,Nov"
505,a,a,290.0,10.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
506,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
507,a,a,650.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
508,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
509,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
510,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
511,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
512,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
513,a,a,350.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
514,d,c,1860.0,5.0,2014.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
515,c,a,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
516,a,a,2060.0,10.0,2008.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
517,a,c,2270.0,11.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
518,d,a,510.0,7.0,2014.0,1,44.0,2012.0,"Jan,Apr,Jul,Oct"
519,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
520,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
521,a,a,180.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
522,a,a,720.0,3.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
523,a,c,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
524,a,a,180.0,7.0,1999.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
525,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
526,c,a,50.0,11.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
527,a,a,150.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
528,d,a,11300.0,3.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
529,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
530,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
531,a,a,420.0,6.0,2012.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
532,d,a,850.0,2.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
533,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
534,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
535,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
536,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
537,a,a,1100.0,6.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
538,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
539,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
540,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
541,a,a,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
542,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
543,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
544,c,c,490.0,1.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
545,c,a,1980.0,6.0,2009.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
546,a,a,17500.0,6.0,2003.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
547,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
548,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
549,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
550,a,a,1640.0,2.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
551,a,a,340.0,4.0,2003.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
552,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
553,a,a,250.0,6.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
554,a,a,180.0,3.0,2008.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
555,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
556,a,c,490.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
557,a,c,70.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
558,a,a,290.0,10.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
559,d,c,18010.0,9.0,2014.0,1,18.0,2013.0,"Feb,May,Aug,Nov"
560,a,a,330.0,11.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
561,a,a,50.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
562,d,c,5650.0,9.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
563,a,a,17500.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
564,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
565,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov"
566,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
567,c,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
568,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
569,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
570,a,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
571,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
572,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
573,d,c,330.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
574,a,a,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
575,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
