Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
287,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
288,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
289,c,a,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
290,a,c,80.0,6.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
291,a,c,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
292,d,a,2380.0,3.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
293,a,c,410.0,4.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
294,d,a,850.0,6.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
295,d,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
296,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
297,a,a,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
298,a,a,1100.0,6.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
299,c,a,2240.0,9.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
300,a,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
301,a,c,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
302,a,a,390.0,2.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
303,a,a,1200.0,12.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
304,a,a,180.0,3.0,2008.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct"
305,a,a,1200.0,9.0,2008.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
306,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
307,c,c,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
308,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
309,b,b,590.0,5.0,2001.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
310,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
311,a,a,190.0,11.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov"
312,a,a,70.0,11.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
313,d,c,2770.0,3.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
314,d,c,3290.0,12.0,2014.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
315,d,c,2770.0,3.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
316,a,a,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
317,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
318,a,a,1640.0,2.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
319,a,a,1200.0,9.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
320,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
321,c,a,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
322,a,a,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
323,d,c,330.0,3.0,2008.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
324,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
325,a,a,2060.0,10.0,2008.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
326,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
327,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
328,a,a,300.0,7.0,2000.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
329,d,a,2380.0,3.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
330,d,c,2190.0,12.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
331,a,a,120.0,8.0,2009.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
332,c,c,1200.0,6.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
333,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
334,c,a,2460.0,1.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
335,a,a,390.0,2.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
336,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
337,a,a,190.0,7.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
338,a,a,580.0,1.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
339,a,a,1100.0,6.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
340,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
341,a,a,190.0,7.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
342,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
343,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
344,a,a,40.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
345,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
346,a,a,350.0,12.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
347,a,a,250.0,6.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
348,a,a,70.0,6.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
349,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
350,d,c,7170.0,4.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
351,c,a,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
352,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
353,a,a,190.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
354,a,c,250.0,9.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
355,d,c,7660.0,9.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
356,a,c,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
357,a,a,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
358,c,a,2240.0,9.0,2009.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
359,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
360,a,a,540.0,10.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
361,a,a,350.0,12.0,2012.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
362,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
363,d,c,1090.0,4.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
364,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
365,d,a,2380.0,3.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
366,a,a,520.0,3.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
367,a,a,2890.0,10.0,2003.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
368,d,c,2770.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
369,a,a,910.0,12.0,1995.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
370,a,a,250.0,6.0,2005.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
371,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
372,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
373,a,a,250.0,6.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
374,a,c,5380.0,7.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
375,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
376,a,c,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
377,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
378,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
379,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
380,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
381,d,a,2380.0,3.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
382,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
383,c,a,550.0,10.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
384,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
385,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
386,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
387,a,c,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
388,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
389,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
390,a,c,270.0,2.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
391,a,a,290.0,9.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
392,a,c,40540.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
393,a,a,540.0,6.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
394,a,a,150.0,9.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
395,a,a,150.0,9.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
396,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
397,b,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
398,a,a,350.0,12.0,2012.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
399,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
400,d,c,8250.0,10.0,1999.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
401,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
402,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
403,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
404,c,a,170.0,7.0,2009.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
405,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
406,c,a,260.0,10.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
407,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
408,c,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
409,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
410,a,a,720.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
411,a,a,1100.0,6.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
412,a,c,250.0,6.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
413,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
414,c,a,240.0,1.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
415,c,a,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
416,a,a,70.0,11.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
417,a,a,220.0,2.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
418,a,a,2890.0,10.0,2004.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
419,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
420,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
421,d,c,18010.0,9.0,2014.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
422,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
423,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
424,d,c,17110.0,3.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
425,a,a,110.0,11.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
426,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
427,a,a,650.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
428,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
429,c,a,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
430,c,c,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
431,a,a,120.0,4.0,2009.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
432,d,c,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
433,a,a,2060.0,10.0,2008.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
434,a,a,350.0,12.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
435,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
436,d,a,850.0,7.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
437,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
438,a,a,720.0,10.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
439,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
440,d,c,2770.0,3.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
441,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
442,a,c,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
443,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
444,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
445,d,a,3140.0,7.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
446,c,c,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
447,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
448,c,a,1980.0,4.0,2009.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
449,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
450,a,c,350.0,3.0,2008.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
451,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
452,a,a,190.0,7.0,2011.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
453,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
454,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
455,a,a,250.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
456,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
457,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
458,d,c,1090.0,7.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
459,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
460,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
461,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
462,a,a,2060.0,10.0,2008.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
463,c,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
464,a,a,3750.0,5.0,2001.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
465,a,a,50.0,11.0,2008.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct"
466,a,a,40.0,8.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
467,a,a,4140.0,9.0,2012.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
468,d,a,5070.0,3.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
469,a,a,340.0,10.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
470,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
471,a,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
472,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
473,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
474,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
475,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
476,a,c,100.0,6.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
477,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
478,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
479,d,c,3290.0,12.0,2014.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
480,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
481,a,c,80.0,6.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
482,a,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
483,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
484,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
485,d,c,6620.0,3.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
486,a,a,40.0,3.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
487,a,c,270.0,2.0,2013.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
488,d,c,9910.0,12.0,2010.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
489,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
490,a,a,2640.0,4.0,2011.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
491,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
492,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
493,a,a,460.0,3.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
494,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
495,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
496,a,a,17500.0,2.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
497,d,c,2770.0,3.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
498,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
499,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
500,c,c,490.0,12.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
501,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
502,c,a,700.0,4.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
503,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
504,a,a,70.0,6.0,2008.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
505,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
506,d,c,15170.0,3.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
507,a,a,150.0,9.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
508,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
509,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
510,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
511,d,c,6970.0,9.0,2008.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
512,a,c,1650.0,9.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
513,a,a,520.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
514,a,a,1070.0,9.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
515,a,a,17500.0,1.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
516,c,a,200.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
517,c,a,1700.0,9.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
518,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
519,a,a,70.0,6.0,1990.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
520,a,a,150.0,9.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
521,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
522,b,a,150.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
523,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
524,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
525,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
526,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
527,a,a,150.0,9.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
528,d,a,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
529,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
530,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
531,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
532,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
533,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
534,a,c,350.0,4.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
535,a,a,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
536,a,a,250.0,10.0,2001.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
537,a,a,1100.0,6.0,2009.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
538,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
539,a,a,1200.0,10.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
540,a,a,2090.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
541,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
542,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
543,d,c,6970.0,9.0,2011.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
544,d,c,2640.0,9.0,2011.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
545,c,a,2240.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
546,a,a,330.0,11.0,2008.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
547,a,a,1100.0,6.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
548,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
549,a,c,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
550,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
551,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
552,a,a,100.0,10.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
553,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
554,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
555,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
556,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
557,a,a,1640.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
558,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
559,a,a,40.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
560,c,a,500.0,12.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
561,a,a,1060.0,5.0,2009.0,1,27.0,2012.0,"Feb,May,Aug,Nov"
562,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
563,d,a,8650.0,7.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
564,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
565,a,a,290.0,10.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
566,a,a,150.0,11.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
567,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
568,a,a,1200.0,10.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
569,a,a,350.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
570,a,a,290.0,9.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
571,c,c,1540.0,9.0,2008.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
572,d,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
573,d,a,510.0,7.0,2008.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
574,a,a,180.0,11.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
575,a,c,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
