DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Id
6,2015-07-11,2426.0,367.0,1.0,0,0,0,
5,2015-07-10,5781.0,486.0,1.0,0,0,0,
4,2015-07-09,4842.0,487.0,1.0,0,0,0,
3,2015-07-08,5118.0,426.0,1.0,0,0,0,
2,2015-07-07,3542.0,394.0,1.0,0,0,0,
1,2015-07-06,5208.0,540.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,2492.0,276.0,1.0,0,0,0,
5,2015-07-03,5501.0,540.0,1.0,1,0,0,
4,2015-07-02,4940.0,445.0,1.0,1,0,0,
3,2015-07-01,6873.0,503.0,1.0,1,0,0,
2,2015-06-30,7056.0,696.0,1.0,1,0,0,
1,2015-06-29,7300.0,646.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,3282.0,383.0,1.0,0,0,0,
5,2015-06-26,4842.0,529.0,1.0,0,0,0,
4,2015-06-25,4443.0,437.0,1.0,0,0,0,
3,2015-06-24,3485.0,381.0,1.0,0,0,0,
2,2015-06-23,4522.0,468.0,1.0,0,0,0,
1,2015-06-22,3828.0,453.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,3135.0,372.0,1.0,0,0,0,
5,2015-06-19,5888.0,491.0,1.0,1,0,0,
4,2015-06-18,5763.0,560.0,1.0,1,0,0,
3,2015-06-17,7291.0,531.0,1.0,1,0,0,
2,2015-06-16,6179.0,571.0,1.0,1,0,0,
1,2015-06-15,6537.0,592.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,2376.0,357.0,1.0,0,0,0,
5,2015-06-12,4981.0,469.0,1.0,0,0,0,
4,2015-06-11,3935.0,445.0,1.0,0,0,0,
3,2015-06-10,3833.0,491.0,1.0,0,0,0,
2,2015-06-09,4345.0,446.0,1.0,0,0,0,
1,2015-06-08,4718.0,571.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,2083.0,298.0,1.0,0,0,0,
5,2015-06-05,5556.0,545.0,1.0,1,0,0,
4,2015-06-04,5994.0,587.0,1.0,1,0,0,
3,2015-06-03,6526.0,574.0,1.0,1,0,0,
2,2015-06-02,6462.0,576.0,1.0,1,0,0,
1,2015-06-01,8646.0,708.0,1.0,1,0,0,
5,2015-07-31,13470.0,960.0,1.0,1,0,1,
4,2015-07-30,11803.0,909.0,1.0,1,0,1,
3,2015-07-29,15367.0,907.0,1.0,1,0,1,
2,2015-07-28,12093.0,893.0,1.0,1,0,1,
1,2015-07-27,14472.0,943.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,5012.0,486.0,1.0,0,0,0,
5,2015-07-24,7766.0,710.0,1.0,0,0,1,
4,2015-07-23,9681.0,762.0,1.0,0,0,1,
3,2015-07-22,8287.0,689.0,1.0,0,0,1,
2,2015-07-21,7794.0,735.0,1.0,0,0,1,
1,2015-07-20,13059.0,950.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,7427.0,614.0,1.0,0,0,0,
5,2015-07-17,10894.0,946.0,1.0,1,0,1,
4,2015-07-16,7118.0,766.0,1.0,1,0,1,
3,2015-07-15,11706.0,797.0,1.0,1,0,1,
2,2015-07-14,8420.0,681.0,1.0,1,0,1,
1,2015-07-13,12755.0,898.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,7792.0,631.0,1.0,0,0,0,
5,2015-07-10,9114.0,857.0,1.0,0,0,1,
4,2015-07-09,8483.0,759.0,1.0,0,0,1,
3,2015-07-08,11003.0,791.0,1.0,0,0,1,
2,2015-07-07,6910.0,667.0,1.0,0,0,1,
1,2015-07-06,7511.0,759.0,1.0,0,0,1,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,7770.0,592.0,1.0,0,0,0,
5,2015-07-03,9473.0,827.0,1.0,1,0,1,
4,2015-07-02,12162.0,850.0,1.0,1,0,1,
3,2015-07-01,12238.0,844.0,1.0,1,0,1,
2,2015-06-30,9473.0,876.0,1.0,1,0,1,
1,2015-06-29,11657.0,943.0,1.0,1,0,1,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,6115.0,566.0,1.0,0,0,0,
5,2015-06-26,8799.0,721.0,1.0,0,0,0,
4,2015-06-25,8110.0,710.0,1.0,0,0,0,
3,2015-06-24,7901.0,689.0,1.0,0,0,0,
2,2015-06-23,9714.0,781.0,1.0,0,0,0,
1,2015-06-22,9152.0,765.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,9677.0,716.0,1.0,0,0,0,
5,2015-06-19,9220.0,734.0,1.0,1,0,0,
4,2015-06-18,10826.0,818.0,1.0,1,0,0,
3,2015-06-17,9706.0,893.0,1.0,1,0,0,
2,2015-06-16,9537.0,850.0,1.0,1,0,0,
1,2015-06-15,14867.0,973.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,8031.0,635.0,1.0,0,0,0,
5,2015-06-12,9276.0,785.0,1.0,0,0,0,
4,2015-06-11,6677.0,718.0,1.0,0,0,0,
3,2015-06-10,8343.0,707.0,1.0,0,0,0,
2,2015-06-09,7548.0,775.0,1.0,0,0,0,
1,2015-06-08,10770.0,861.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,8288.0,716.0,1.0,0,0,0,
5,2015-06-05,9241.0,815.0,1.0,1,0,0,
4,2015-06-04,0.0,0.0,0.0,1,a,0,
3,2015-06-03,12211.0,909.0,1.0,1,0,0,
2,2015-06-02,8288.0,791.0,1.0,1,0,0,
1,2015-06-01,14160.0,1031.0,1.0,1,0,0,
4,2015-09-17,,,1.0,1,0,0,487.0
3,2015-09-16,,,1.0,1,0,0,1413.0
2,2015-09-15,,,1.0,1,0,0,2543.0
1,2015-09-14,,,1.0,1,0,0,2739.0
7,2015-09-13,,,0.0,0,0,0,4258.0
6,2015-09-12,,,1.0,0,0,0,4618.0
5,2015-09-11,,,1.0,0,0,0,5138.0
4,2015-09-10,,,1.0,0,0,0,6629.0
3,2015-09-09,,,1.0,0,0,0,7603.0
2,2015-09-08,,,1.0,0,0,0,7917.0
1,2015-09-07,,,1.0,0,0,0,9121.0
7,2015-09-06,,,0.0,0,0,0,10139.0
6,2015-09-05,,,1.0,0,0,0,10715.0
5,2015-09-04,,,1.0,1,0,0,11540.0
4,2015-09-03,,,1.0,1,0,0,12592.0
3,2015-09-02,,,1.0,1,0,0,13378.0
2,2015-09-01,,,1.0,1,0,0,14549.0
1,2015-08-31,,,1.0,1,0,0,15314.0
7,2015-08-30,,,0.0,0,0,0,16185.0
6,2015-08-29,,,1.0,0,0,0,16972.0
5,2015-08-28,,,1.0,0,0,0,17362.0
4,2015-08-27,,,1.0,0,0,0,18145.0
3,2015-08-26,,,1.0,0,0,0,18961.0
2,2015-08-25,,,1.0,0,0,0,20253.0
1,2015-08-24,,,1.0,0,0,0,20562.0
7,2015-08-23,,,0.0,0,0,0,21541.0
6,2015-08-22,,,1.0,0,0,0,22350.0
5,2015-08-21,,,1.0,1,0,0,23405.0
4,2015-08-20,,,1.0,1,0,0,24328.0
3,2015-08-19,,,1.0,1,0,0,25129.0
2,2015-08-18,,,1.0,1,0,0,26288.0
1,2015-08-17,,,1.0,1,0,0,27224.0
7,2015-08-16,,,0.0,0,0,0,28130.0
6,2015-08-15,,,1.0,0,0,0,28593.0
5,2015-08-14,,,1.0,0,0,0,29453.0
4,2015-08-13,,,1.0,0,0,0,30784.0
3,2015-08-12,,,1.0,0,0,0,31459.0
2,2015-08-11,,,1.0,0,0,1,32115.0
1,2015-08-10,,,1.0,0,0,1,32815.0
7,2015-08-09,,,0.0,0,0,0,34054.0
6,2015-08-08,,,1.0,0,0,0,35080.0
5,2015-08-07,,,1.0,1,0,1,35309.0
4,2015-08-06,,,1.0,1,0,1,36512.0
3,2015-08-05,,,1.0,1,0,1,37124.0
2,2015-08-04,,,1.0,1,0,1,38318.0
1,2015-08-03,,,1.0,1,0,1,38804.0
7,2015-08-02,,,0.0,0,0,0,39609.0
6,2015-08-01,,,1.0,0,0,0,41026.0
5,2015-07-31,7541.0,662.0,1.0,1,0,1,
4,2015-07-30,6122.0,524.0,1.0,1,0,1,
3,2015-07-29,5708.0,529.0,1.0,1,0,1,
2,2015-07-28,7593.0,543.0,1.0,1,0,1,
1,2015-07-27,7856.0,614.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,2627.0,315.0,1.0,0,0,0,
5,2015-07-24,4548.0,454.0,1.0,0,0,1,
4,2015-07-23,5643.0,525.0,1.0,0,0,1,
3,2015-07-22,4865.0,469.0,1.0,0,0,1,
2,2015-07-21,5670.0,494.0,1.0,0,0,1,
1,2015-07-20,4639.0,496.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,3628.0,375.0,1.0,0,0,0,
5,2015-07-17,5511.0,492.0,1.0,1,0,1,
4,2015-07-16,5764.0,548.0,1.0,1,0,1,
3,2015-07-15,5105.0,502.0,1.0,1,0,1,
2,2015-07-14,6667.0,609.0,1.0,1,0,1,
1,2015-07-13,8380.0,668.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,2753.0,378.0,1.0,0,0,0,
5,2015-07-10,4649.0,426.0,1.0,0,0,1,
4,2015-07-09,5725.0,523.0,1.0,0,0,1,
3,2015-07-08,5465.0,515.0,1.0,0,0,1,
2,2015-07-07,5645.0,528.0,1.0,0,0,1,
1,2015-07-06,5324.0,502.0,1.0,0,0,1,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,3004.0,371.0,1.0,0,0,0,
5,2015-07-03,7713.0,565.0,1.0,1,0,1,
4,2015-07-02,5511.0,503.0,1.0,1,0,1,
3,2015-07-01,7136.0,588.0,1.0,1,0,1,
2,2015-06-30,8420.0,721.0,1.0,1,0,1,
1,2015-06-29,7397.0,663.0,1.0,1,0,1,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,4590.0,394.0,1.0,0,0,0,
5,2015-06-26,3545.0,465.0,1.0,0,0,0,
4,2015-06-25,4443.0,464.0,1.0,0,0,0,
3,2015-06-24,3811.0,445.0,1.0,0,0,0,
2,2015-06-23,4549.0,468.0,1.0,0,0,0,
1,2015-06-22,4165.0,419.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,2649.0,365.0,1.0,0,0,0,
5,2015-06-19,6905.0,543.0,1.0,1,0,0,
4,2015-06-18,5365.0,510.0,1.0,1,0,0,
3,2015-06-17,6581.0,573.0,1.0,1,0,0,
2,2015-06-16,5532.0,563.0,1.0,1,0,0,
1,2015-06-15,6677.0,630.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,2089.0,357.0,1.0,0,0,0,
5,2015-06-12,5966.0,485.0,1.0,0,0,0,
4,2015-06-11,4614.0,480.0,1.0,0,0,0,
3,2015-06-10,5286.0,480.0,1.0,0,0,0,
2,2015-06-09,6613.0,566.0,1.0,0,0,0,
1,2015-06-08,4773.0,549.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,2290.0,244.0,1.0,0,0,0,
5,2015-06-05,5005.0,540.0,1.0,1,0,0,
4,2015-06-04,0.0,0.0,0.0,1,a,0,
3,2015-06-03,5960.0,537.0,1.0,1,0,0,
2,2015-06-02,6280.0,561.0,1.0,1,0,0,
1,2015-06-01,7522.0,716.0,1.0,1,0,0,
4,2015-09-17,,,1.0,1,0,0,583.0
3,2015-09-16,,,1.0,1,0,0,1574.0
2,2015-09-15,,,1.0,1,0,0,2489.0
1,2015-09-14,,,1.0,1,0,0,3403.0
7,2015-09-13,,,0.0,0,0,0,3506.0
6,2015-09-12,,,1.0,0,0,0,4363.0
5,2015-09-11,,,1.0,0,0,0,5861.0
4,2015-09-10,,,1.0,0,0,0,6282.0
3,2015-09-09,,,1.0,0,0,0,7197.0
2,2015-09-08,,,1.0,0,0,0,7948.0
1,2015-09-07,,,1.0,0,0,0,9202.0
7,2015-09-06,,,0.0,0,0,0,10229.0
6,2015-09-05,,,1.0,0,0,0,10391.0
5,2015-09-04,,,1.0,1,0,0,11739.0
4,2015-09-03,,,1.0,1,0,0,12107.0
3,2015-09-02,,,1.0,1,0,0,13523.0
2,2015-09-01,,,1.0,1,0,0,14507.0
1,2015-08-31,,,1.0,1,0,0,15035.0
7,2015-08-30,,,0.0,0,0,0,15491.0
6,2015-08-29,,,1.0,0,0,0,16623.0
5,2015-08-28,,,1.0,0,0,0,17703.0
4,2015-08-27,,,1.0,0,0,0,18724.0
3,2015-08-26,,,1.0,0,0,0,19244.0
2,2015-08-25,,,1.0,0,0,0,20300.0
1,2015-08-24,,,1.0,0,0,0,20948.0
7,2015-08-23,,,0.0,0,0,0,21893.0
6,2015-08-22,,,1.0,0,0,0,23064.0
5,2015-08-21,,,1.0,1,0,0,23913.0
4,2015-08-20,,,1.0,1,0,0,24677.0
3,2015-08-19,,,1.0,1,0,0,24849.0
2,2015-08-18,,,1.0,1,0,0,25685.0
1,2015-08-17,,,1.0,1,0,0,27267.0
7,2015-08-16,,,0.0,0,0,0,28080.0
6,2015-08-15,,,1.0,0,0,0,28883.0
5,2015-08-14,,,1.0,0,0,0,29404.0
4,2015-08-13,,,1.0,0,0,0,30114.0
3,2015-08-12,,,1.0,0,0,0,31203.0
2,2015-08-11,,,1.0,0,0,1,32322.0
1,2015-08-10,,,1.0,0,0,1,33161.0
7,2015-08-09,,,0.0,0,0,0,33392.0
6,2015-08-08,,,1.0,0,0,0,35048.0
5,2015-08-07,,,1.0,1,0,1,35617.0
4,2015-08-06,,,1.0,1,0,1,36560.0
3,2015-08-05,,,1.0,1,0,1,37109.0
2,2015-08-04,,,1.0,1,0,1,37924.0
1,2015-08-03,,,1.0,1,0,1,39155.0
7,2015-08-02,,,0.0,0,0,0,39619.0
6,2015-08-01,,,1.0,0,0,0,41056.0
5,2015-07-31,7915.0,850.0,1.0,1,0,1,
4,2015-07-30,5722.0,684.0,1.0,1,0,1,
3,2015-07-29,6319.0,738.0,1.0,1,0,1,
2,2015-07-28,6323.0,858.0,1.0,1,0,1,
1,2015-07-27,5723.0,724.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,3034.0,410.0,1.0,0,0,0,
5,2015-07-24,5477.0,698.0,1.0,0,0,1,
4,2015-07-23,5645.0,680.0,1.0,0,0,1,
3,2015-07-22,5423.0,651.0,1.0,0,0,1,
2,2015-07-21,4016.0,678.0,1.0,0,0,1,
1,2015-07-20,5587.0,812.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,3789.0,455.0,1.0,0,0,0,
5,2015-07-17,6606.0,753.0,1.0,1,0,1,
4,2015-07-16,7996.0,844.0,1.0,1,0,1,
3,2015-07-15,6569.0,812.0,1.0,1,0,1,
2,2015-07-14,6630.0,928.0,1.0,1,0,1,
1,2015-07-13,7073.0,855.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,5433.0,467.0,1.0,0,0,0,
5,2015-07-10,5451.0,710.0,1.0,0,0,0,
4,2015-07-09,6087.0,810.0,1.0,0,0,0,
3,2015-07-08,6013.0,775.0,1.0,0,0,0,
2,2015-07-07,5640.0,738.0,1.0,0,0,0,
1,2015-07-06,6431.0,819.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,4602.0,455.0,1.0,0,0,0,
5,2015-07-03,6681.0,790.0,1.0,1,0,0,
4,2015-07-02,6660.0,745.0,1.0,1,0,0,
3,2015-07-01,6247.0,754.0,1.0,1,0,0,
2,2015-06-30,7233.0,877.0,1.0,1,0,0,
1,2015-06-29,7557.0,1015.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,4736.0,485.0,1.0,0,0,0,
5,2015-06-26,4746.0,615.0,1.0,0,0,0,
4,2015-06-25,5056.0,710.0,1.0,0,0,0,
3,2015-06-24,4244.0,699.0,1.0,0,0,0,
2,2015-06-23,4549.0,612.0,1.0,0,0,0,
1,2015-06-22,4771.0,770.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,4649.0,448.0,1.0,0,0,0,
5,2015-06-19,6379.0,786.0,1.0,1,0,0,
4,2015-06-18,6469.0,830.0,1.0,1,0,0,
3,2015-06-17,5829.0,745.0,1.0,1,0,0,
2,2015-06-16,6231.0,870.0,1.0,1,0,0,
1,2015-06-15,10015.0,979.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,3646.0,448.0,1.0,0,0,0,
5,2015-06-12,4850.0,757.0,1.0,0,0,0,
4,2015-06-11,4934.0,793.0,1.0,0,0,0,
3,2015-06-10,4129.0,764.0,1.0,0,0,0,
2,2015-06-09,6224.0,710.0,1.0,0,0,0,
1,2015-06-08,6215.0,818.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,3984.0,519.0,1.0,0,0,0,
5,2015-06-05,6107.0,777.0,1.0,1,0,0,
4,2015-06-04,5862.0,859.0,1.0,1,a,0,
3,2015-06-03,5668.0,787.0,1.0,1,0,0,
2,2015-06-02,10071.0,844.0,1.0,1,0,0,
1,2015-06-01,10624.0,962.0,1.0,1,0,0,
5,2015-07-31,10483.0,869.0,1.0,1,0,1,
4,2015-07-30,8886.0,796.0,1.0,1,0,1,
3,2015-07-29,7179.0,651.0,1.0,1,0,1,
2,2015-07-28,7222.0,698.0,1.0,1,0,1,
1,2015-07-27,8293.0,769.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,2677.0,317.0,1.0,0,0,0,
5,2015-07-24,5303.0,608.0,1.0,0,0,1,
4,2015-07-23,6323.0,641.0,1.0,0,0,1,
3,2015-07-22,5108.0,535.0,1.0,0,0,1,
2,2015-07-21,6193.0,573.0,1.0,0,0,1,
1,2015-07-20,5587.0,527.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,3828.0,363.0,1.0,0,0,0,
5,2015-07-17,8262.0,820.0,1.0,1,0,1,
4,2015-07-16,6985.0,625.0,1.0,1,0,1,
3,2015-07-15,8464.0,725.0,1.0,1,0,1,
2,2015-07-14,7699.0,643.0,1.0,1,0,1,
1,2015-07-13,12923.0,850.0,1.0,1,0,1,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,2875.0,303.0,1.0,0,0,0,
5,2015-07-10,5619.0,587.0,1.0,0,0,0,
4,2015-07-09,6016.0,614.0,1.0,0,0,0,
3,2015-07-08,6396.0,615.0,1.0,0,0,0,
2,2015-07-07,5982.0,592.0,1.0,0,0,0,
1,2015-07-06,6748.0,748.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,2290.0,228.0,1.0,0,0,0,
5,2015-07-03,6985.0,689.0,1.0,1,0,0,
4,2015-07-02,7291.0,701.0,1.0,1,0,0,
3,2015-07-01,8287.0,694.0,1.0,1,0,0,
2,2015-06-30,13045.0,790.0,1.0,1,0,0,
1,2015-06-29,8164.0,788.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,3167.0,394.0,1.0,0,0,0,
5,2015-06-26,4649.0,523.0,1.0,0,0,0,
4,2015-06-25,5556.0,634.0,1.0,0,0,0,
3,2015-06-24,6326.0,666.0,1.0,0,0,0,
2,2015-06-23,5666.0,524.0,1.0,0,0,0,
1,2015-06-22,6091.0,630.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,2468.0,281.0,1.0,0,0,0,
5,2015-06-19,8074.0,715.0,1.0,1,0,0,
4,2015-06-18,7162.0,812.0,1.0,1,0,0,
3,2015-06-17,6798.0,694.0,1.0,1,0,0,
2,2015-06-16,5422.0,660.0,1.0,1,0,0,
1,2015-06-15,7808.0,712.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,2950.0,394.0,1.0,0,0,0,
5,2015-06-12,5742.0,662.0,1.0,0,0,0,
4,2015-06-11,5321.0,635.0,1.0,0,0,0,
3,2015-06-10,6390.0,635.0,1.0,0,0,0,
2,2015-06-09,5605.0,618.0,1.0,0,0,0,
1,2015-06-08,5842.0,678.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,3339.0,367.0,1.0,0,0,0,
5,2015-06-05,5184.0,630.0,1.0,1,0,0,
4,2015-06-04,7759.0,764.0,1.0,1,0,0,
3,2015-06-03,5723.0,592.0,1.0,1,0,0,
2,2015-06-02,6906.0,789.0,1.0,1,0,0,
1,2015-06-01,9001.0,818.0,1.0,1,0,0,
5,2015-07-31,8828.0,834.0,1.0,1,0,1,
4,2015-07-30,7626.0,769.0,1.0,1,0,1,
3,2015-07-29,7100.0,716.0,1.0,1,0,1,
2,2015-07-28,7034.0,741.0,1.0,1,0,1,
1,2015-07-27,11214.0,930.0,1.0,1,0,1,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,5122.0,592.0,1.0,0,0,0,
5,2015-07-24,5856.0,668.0,1.0,0,0,1,
4,2015-07-23,6107.0,619.0,1.0,0,0,1,
3,2015-07-22,6107.0,625.0,1.0,0,0,1,
2,2015-07-21,7756.0,645.0,1.0,0,0,1,
1,2015-07-20,5873.0,641.0,1.0,0,0,1,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,5629.0,592.0,1.0,0,0,0,
5,2015-07-17,7557.0,641.0,1.0,1,0,1,
4,2015-07-16,6738.0,684.0,1.0,1,0,1,
3,2015-07-15,9101.0,759.0,1.0,1,0,0,
2,2015-07-14,8403.0,766.0,1.0,1,0,0,
1,2015-07-13,12831.0,987.0,1.0,1,0,0,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,5096.0,602.0,1.0,0,0,0,
5,2015-07-10,5852.0,641.0,1.0,0,0,0,
4,2015-07-09,5862.0,602.0,1.0,0,0,0,
3,2015-07-08,6025.0,641.0,1.0,0,0,0,
2,2015-07-07,5982.0,580.0,1.0,0,0,0,
1,2015-07-06,5922.0,610.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,6318.0,577.0,1.0,0,0,0,
5,2015-07-03,7557.0,701.0,1.0,1,0,0,
4,2015-07-02,6949.0,620.0,1.0,1,0,0,
3,2015-07-01,6798.0,560.0,1.0,1,0,0,
2,2015-06-30,8629.0,796.0,1.0,1,0,0,
1,2015-06-29,7355.0,735.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,4865.0,570.0,1.0,0,0,0,
5,2015-06-26,6964.0,625.0,1.0,0,0,0,
4,2015-06-25,6254.0,657.0,1.0,0,0,0,
3,2015-06-24,5267.0,527.0,1.0,0,0,0,
2,2015-06-23,5842.0,610.0,1.0,0,0,0,
1,2015-06-22,5841.0,576.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,5804.0,642.0,1.0,0,0,0,
5,2015-06-19,6326.0,642.0,1.0,1,0,0,
4,2015-06-18,6215.0,678.0,1.0,1,0,0,
3,2015-06-17,6798.0,625.0,1.0,1,0,0,
2,2015-06-16,6612.0,678.0,1.0,1,0,0,
1,2015-06-15,8464.0,710.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,4897.0,496.0,1.0,0,0,0,
5,2015-06-12,6044.0,625.0,1.0,0,0,0,
4,2015-06-11,5982.0,623.0,1.0,0,0,0,
3,2015-06-10,6078.0,603.0,1.0,0,0,0,
2,2015-06-09,5605.0,629.0,1.0,0,0,0,
1,2015-06-08,5856.0,662.0,1.0,0,0,0,
7,2015-06-07,0.0,0.0,0.0,0,0,0,
6,2015-06-06,4199.0,523.0,1.0,0,0,0,
5,2015-06-05,6381.0,571.0,1.0,1,0,0,
4,2015-06-04,9914.0,861.0,1.0,1,0,0,
3,2015-06-03,7502.0,725.0,1.0,1,0,0,
2,2015-06-02,9092.0,772.0,1.0,1,0,0,
1,2015-06-01,9082.0,775.0,1.0,1,0,0,
5,2015-07-31,6410.0,684.0,1.0,1,0,0,
4,2015-07-30,6606.0,571.0,1.0,1,0,0,
3,2015-07-29,6078.0,657.0,1.0,1,0,0,
2,2015-07-28,5199.0,567.0,1.0,1,0,0,
1,2015-07-27,5888.0,633.0,1.0,1,0,0,
7,2015-07-26,0.0,0.0,0.0,0,0,0,
6,2015-07-25,4922.0,436.0,1.0,0,0,0,
5,2015-07-24,4138.0,494.0,1.0,0,0,0,
4,2015-07-23,4749.0,531.0,1.0,0,0,0,
3,2015-07-22,4952.0,517.0,1.0,0,0,0,
2,2015-07-21,3984.0,543.0,1.0,0,0,0,
1,2015-07-20,4906.0,523.0,1.0,0,0,0,
7,2015-07-19,0.0,0.0,0.0,0,0,0,
6,2015-07-18,4106.0,382.0,1.0,0,0,0,
5,2015-07-17,5604.0,570.0,1.0,1,0,0,
4,2015-07-16,5449.0,526.0,1.0,1,0,0,
3,2015-07-15,5604.0,570.0,1.0,1,0,0,
2,2015-07-14,5529.0,530.0,1.0,1,0,0,
1,2015-07-13,6016.0,614.0,1.0,1,0,0,
7,2015-07-12,0.0,0.0,0.0,0,0,0,
6,2015-07-11,3353.0,428.0,1.0,0,0,0,
5,2015-07-10,4504.0,562.0,1.0,0,0,0,
4,2015-07-09,5423.0,630.0,1.0,0,0,0,
3,2015-07-08,3792.0,543.0,1.0,0,0,0,
2,2015-07-07,4625.0,592.0,1.0,0,0,0,
1,2015-07-06,5035.0,503.0,1.0,0,0,0,
7,2015-07-05,0.0,0.0,0.0,0,0,0,
6,2015-07-04,5131.0,421.0,1.0,0,0,0,
5,2015-07-03,5882.0,609.0,1.0,1,0,0,
4,2015-07-02,5454.0,556.0,1.0,1,0,0,
3,2015-07-01,5604.0,572.0,1.0,1,0,0,
2,2015-06-30,5404.0,630.0,1.0,1,0,0,
1,2015-06-29,7051.0,663.0,1.0,1,0,0,
7,2015-06-28,0.0,0.0,0.0,0,0,0,
6,2015-06-27,7086.0,421.0,1.0,0,0,0,
5,2015-06-26,3967.0,539.0,1.0,0,0,0,
4,2015-06-25,3811.0,449.0,1.0,0,0,0,
3,2015-06-24,4499.0,498.0,1.0,0,0,0,
2,2015-06-23,4584.0,484.0,1.0,0,0,0,
1,2015-06-22,4067.0,501.0,1.0,0,0,0,
7,2015-06-21,0.0,0.0,0.0,0,0,0,
6,2015-06-20,3081.0,381.0,1.0,0,0,0,
5,2015-06-19,5197.0,491.0,1.0,1,0,0,
4,2015-06-18,4924.0,468.0,1.0,1,0,0,
3,2015-06-17,5211.0,545.0,1.0,1,0,0,
2,2015-06-16,5422.0,532.0,1.0,1,0,0,
1,2015-06-15,6044.0,631.0,1.0,1,0,0,
7,2015-06-14,0.0,0.0,0.0,0,0,0,
6,2015-06-13,3873.0,448.0,1.0,0,0,0,
5,2015-06-12,5645.0,575.0,1.0,0,0,0,
4,2015-06-11,3804.0,445.0,1.0,0,0,0,
