,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
348,664.0,1.0,2015-07-27,6996.0,0.0,1.0,1.0,0,0.0
349,635.0,4.0,2015-06-03,1099.0,496.0,1.0,0.0,0,0.0
350,649.0,6.0,2015-06-16,4661.0,4374.0,1.0,1.0,0,0.0
351,1032.0,1.0,2015-07-06,6772.0,635.0,1.0,1.0,0,1.0
352,784.0,5.0,2015-06-25,9457.0,835.0,1.0,0.0,0,1.0
353,587.0,2.0,2015-07-16,8062.0,598.0,1.0,0.0,0,0.0
354,1043.0,5.0,2015-07-30,0.0,633.0,0.0,1.0,0,0.0
355,793.0,4.0,2015-06-05,7659.0,719.0,1.0,0.0,0,0.0
356,968.0,1.0,2015-06-27,0.0,734.0,1.0,0.0,0,0.0
357,592.0,7.0,2015-06-23,7385.0,748.0,1.0,0.0,0,0.0
358,682.0,3.0,2015-06-13,6035.0,929.0,0.0,0.0,0,1.0
359,735.0,7.0,2015-06-06,7983.0,531.0,1.0,1.0,0,1.0
360,659.0,5.0,2015-06-09,5861.0,815.0,1.0,0.0,0,0.0
361,721.0,7.0,2015-07-17,6071.0,456.0,1.0,0.0,0,0.0
362,769.0,7.0,2015-06-03,5686.0,0.0,1.0,1.0,0,1.0
363,535.0,2.0,2015-06-25,0.0,657.0,1.0,0.0,0,1.0
364,562.0,5.0,2015-07-13,6100.0,865.0,0.0,1.0,0,0.0
365,723.0,4.0,2015-07-26,712.0,584.0,1.0,0.0,0,0.0
366,667.0,6.0,2015-07-08,9189.0,1055.0,1.0,0.0,0,0.0
367,864.0,6.0,2015-07-15,0.0,827.0,1.0,1.0,0,0.0
368,856.0,3.0,2015-06-18,0.0,528.0,0.0,1.0,0,1.0
369,1039.0,5.0,2015-06-07,1099.0,801.0,1.0,0.0,0,1.0
370,1078.0,1.0,2015-06-06,4687.0,58.0,1.0,0.0,0,0.0
371,863.0,2.0,2015-06-30,6095.0,827.0,1.0,0.0,0,0.0
372,906.0,7.0,2015-07-15,4457.0,1187.0,1.0,0.0,0,0.0
373,566.0,6.0,2015-06-27,0.0,714.0,1.0,1.0,0,1.0
374,634.0,1.0,2015-07-19,496.0,454.0,1.0,1.0,0,0.0
375,946.0,3.0,2015-07-16,0.0,688.0,0.0,0.0,0,0.0
376,1035.0,4.0,2015-06-12,0.0,542.0,0.0,0.0,0,0.0
377,787.0,5.0,2015-07-29,5633.0,901.0,1.0,0.0,0,0.0
378,609.0,1.0,2015-06-19,6098.0,562.0,1.0,1.0,0,0.0
379,664.0,2.0,2015-07-11,5131.0,614.0,1.0,1.0,0,1.0
380,1021.0,5.0,2015-06-27,3853.0,718.0,1.0,1.0,0,0.0
381,695.0,7.0,2015-07-02,6071.0,918.0,1.0,0.0,0,0.0
382,639.0,2.0,2015-07-22,0.0,574.0,1.0,0.0,0,0.0
383,566.0,3.0,2015-07-12,4672.0,4452.0,1.0,1.0,0,1.0
384,684.0,2.0,2015-06-20,0.0,0.0,1.0,0.0,0,0.0
385,712.0,1.0,2015-06-22,0.0,805.0,1.0,0.0,0,0.0
386,917.0,1.0,2015-06-07,5309.0,585.0,1.0,0.0,0,0.0
387,957.0,7.0,2015-06-22,0.0,881.0,1.0,0.0,0,0.0
388,889.0,1.0,2015-07-02,0.0,1153.0,1.0,0.0,0,0.0
389,726.0,5.0,2015-07-04,9644.0,535.0,1.0,0.0,0,1.0
390,985.0,2.0,2015-06-10,0.0,586.0,1.0,1.0,0,1.0
391,609.0,5.0,2015-07-28,6495.0,586.0,1.0,0.0,0,0.0
392,988.0,5.0,2015-06-13,0.0,0.0,0.0,0.0,0,0.0
393,1030.0,5.0,2015-07-13,4405.0,0.0,1.0,0.0,0,1.0
394,727.0,2.0,2015-06-22,7096.0,758.0,1.0,0.0,0,0.0
395,909.0,7.0,2015-07-18,7076.0,959.0,1.0,0.0,0,1.0
396,788.0,4.0,2015-06-08,9053.0,897.0,1.0,1.0,0,0.0
397,527.0,1.0,2015-06-28,0.0,0.0,1.0,0.0,0,0.0
398,533.0,4.0,2015-06-17,40861.0,1214.0,1.0,0.0,0,0.0
399,563.0,2.0,2015-07-16,0.0,0.0,1.0,0.0,0,0.0
400,964.0,5.0,2015-06-17,4962.0,849.0,1.0,0.0,0,0.0
401,1086.0,1.0,2015-07-25,7093.0,854.0,1.0,1.0,0,0.0
402,695.0,4.0,2015-06-21,6064.0,977.0,1.0,1.0,0,0.0
403,1065.0,1.0,2015-06-04,0.0,1320.0,1.0,1.0,0,1.0
404,662.0,7.0,2015-07-04,0.0,561.0,1.0,0.0,0,0.0
405,562.0,5.0,2015-07-20,0.0,579.0,1.0,0.0,0,0.0
406,643.0,7.0,2015-06-18,7983.0,712.0,1.0,0.0,0,0.0
407,714.0,7.0,2015-07-21,5981.0,1059.0,1.0,1.0,0,1.0
408,743.0,7.0,2015-07-22,5366.0,0.0,1.0,0.0,0,0.0
409,1071.0,3.0,2015-07-26,4861.0,431.0,1.0,0.0,0,0.0
410,692.0,3.0,2015-06-20,7961.0,0.0,1.0,0.0,0,0.0
411,832.0,2.0,2015-07-02,6538.0,439.0,1.0,1.0,0,1.0
412,588.0,5.0,2015-07-27,5076.0,0.0,1.0,0.0,0,0.0
413,721.0,2.0,2015-06-14,0.0,0.0,1.0,0.0,0,0.0
414,962.0,2.0,2015-07-05,0.0,0.0,1.0,1.0,0,0.0
415,810.0,6.0,2015-06-10,7193.0,798.0,1.0,0.0,0,0.0
416,762.0,3.0,2015-06-13,6996.0,434.0,1.0,1.0,0,0.0
417,685.0,7.0,2015-06-27,6996.0,456.0,1.0,0.0,0,0.0
418,703.0,6.0,2015-07-06,5248.0,498.0,1.0,0.0,0,0.0
419,569.0,3.0,2015-06-26,0.0,0.0,1.0,1.0,0,0.0
420,582.0,3.0,2015-07-12,5963.0,576.0,1.0,1.0,0,0.0
421,765.0,6.0,2015-06-20,9058.0,0.0,1.0,0.0,0,1.0
422,534.0,1.0,2015-07-23,0.0,866.0,1.0,0.0,0,0.0
423,1083.0,2.0,2015-07-01,586.0,0.0,1.0,1.0,0,0.0
424,696.0,4.0,2015-06-18,0.0,639.0,1.0,1.0,0,0.0
425,1089.0,3.0,2015-06-18,8740.0,558.0,1.0,0.0,0,1.0
426,715.0,3.0,2015-06-09,5691.0,4653.0,1.0,1.0,0,0.0
427,993.0,3.0,2015-06-02,0.0,0.0,1.0,1.0,0,1.0
428,662.0,4.0,2015-07-06,0.0,668.0,0.0,0.0,0,1.0
429,683.0,7.0,2015-06-28,0.0,0.0,1.0,1.0,0,0.0
430,826.0,4.0,2015-06-01,1471.0,0.0,1.0,0.0,0,0.0
431,1078.0,6.0,2015-07-19,0.0,0.0,1.0,1.0,0,1.0
432,473.0,1.0,2015-07-05,0.0,0.0,1.0,0.0,0,0.0
433,885.0,7.0,2015-07-29,0.0,905.0,1.0,0.0,0,0.0
434,934.0,3.0,2015-06-21,1007.0,669.0,1.0,0.0,0,0.0
435,849.0,5.0,2015-07-09,6202.0,454.0,1.0,0.0,0,1.0
436,929.0,2.0,2015-07-09,10186.0,469.0,1.0,0.0,0,0.0
437,1057.0,5.0,2015-07-23,0.0,0.0,1.0,1.0,0,0.0
438,605.0,6.0,2015-07-10,5861.0,1129.0,1.0,0.0,0,0.0
439,583.0,7.0,2015-07-28,8894.0,0.0,1.0,0.0,0,0.0
440,786.0,1.0,2015-06-02,7862.0,577.0,1.0,0.0,0,0.0
441,604.0,3.0,2015-07-23,4252.0,467.0,1.0,0.0,0,0.0
442,887.0,7.0,2015-06-23,3388.0,769.0,1.0,1.0,0,0.0
443,968.0,4.0,2015-07-30,0.0,462.0,1.0,0.0,0,0.0
444,738.0,4.0,2015-07-19,6071.0,521.0,1.0,0.0,0,0.0
445,798.0,2.0,2015-06-08,6097.0,713.0,1.0,0.0,0,0.0
446,748.0,1.0,2015-06-07,0.0,798.0,1.0,0.0,0,0.0
447,534.0,7.0,2015-07-11,1232.0,0.0,1.0,1.0,0,0.0
448,675.0,6.0,2015-07-24,6398.0,469.0,1.0,0.0,0,0.0
449,815.0,4.0,2015-06-14,6342.0,0.0,0.0,0.0,0,0.0
450,795.0,6.0,2015-07-16,10554.0,0.0,1.0,1.0,0,1.0
451,705.0,4.0,2015-07-10,5060.0,824.0,1.0,0.0,0,0.0
452,798.0,6.0,2015-06-13,7086.0,0.0,1.0,0.0,0,0.0
453,682.0,6.0,2015-07-16,0.0,917.0,1.0,0.0,0,0.0
454,661.0,5.0,2015-06-21,0.0,1105.0,0.0,1.0,0,0.0
455,759.0,6.0,2015-07-05,7120.0,576.0,1.0,0.0,0,0.0
456,984.0,6.0,2015-07-24,7804.0,969.0,1.0,0.0,0,0.0
457,962.0,4.0,2015-07-15,8991.0,891.0,1.0,1.0,0,0.0
458,988.0,3.0,2015-06-16,0.0,0.0,1.0,1.0,0,0.0
459,728.0,1.0,2015-07-25,0.0,1045.0,0.0,1.0,0,0.0
460,892.0,4.0,2015-07-30,4123.0,546.0,1.0,0.0,0,0.0
461,968.0,4.0,2015-06-27,6202.0,596.0,1.0,0.0,0,0.0
462,657.0,4.0,2015-06-10,6056.0,798.0,1.0,0.0,0,0.0
463,857.0,2.0,2015-07-17,0.0,0.0,1.0,0.0,0,0.0
464,687.0,7.0,2015-06-25,459.0,748.0,1.0,1.0,0,0.0
465,766.0,5.0,2015-06-16,718.0,447.0,1.0,0.0,0,0.0
466,612.0,4.0,2015-06-22,7076.0,521.0,1.0,1.0,0,0.0
467,646.0,1.0,2015-06-23,0.0,694.0,1.0,0.0,0,0.0
468,957.0,1.0,2015-07-01,3798.0,855.0,1.0,1.0,0,0.0
469,668.0,2.0,2015-06-17,3775.0,4.0,1.0,0.0,0,1.0
470,939.0,1.0,2015-06-05,7580.0,1464.0,1.0,0.0,0,0.0
471,447.0,1.0,2015-06-30,886.0,662.0,1.0,0.0,0,0.0
472,651.0,2.0,2015-06-07,7186.0,523.0,1.0,1.0,0,0.0
473,785.0,2.0,2015-07-16,0.0,561.0,1.0,0.0,0,1.0
474,637.0,2.0,2015-06-13,6105.0,526.0,1.0,1.0,0,0.0
475,564.0,3.0,2015-06-29,5905.0,689.0,1.0,0.0,0,0.0
476,882.0,5.0,2015-07-14,0.0,0.0,1.0,0.0,0,0.0
477,1096.0,4.0,2015-07-20,0.0,0.0,1.0,1.0,0,0.0
478,637.0,1.0,2015-07-03,8096.0,579.0,0.0,0.0,0,0.0
479,484.0,3.0,2015-06-20,6791.0,441.0,1.0,1.0,0,0.0
480,624.0,5.0,2015-07-18,4066.0,2264.0,1.0,0.0,0,0.0
481,836.0,5.0,2015-07-18,6058.0,0.0,1.0,0.0,0,0.0
482,826.0,2.0,2015-06-19,0.0,628.0,1.0,0.0,0,1.0
483,482.0,4.0,2015-07-18,4453.0,626.0,1.0,0.0,0,0.0
484,1016.0,4.0,2015-07-02,7011.0,865.0,1.0,1.0,0,0.0
485,983.0,1.0,2015-07-21,3797.0,646.0,1.0,0.0,0,0.0
486,886.0,2.0,2015-07-14,0.0,590.0,1.0,0.0,0,0.0
487,545.0,3.0,2015-07-11,5733.0,607.0,1.0,0.0,0,0.0
488,730.0,1.0,2015-06-06,12091.0,3393.0,1.0,0.0,0,0.0
489,871.0,1.0,2015-06-03,705.0,0.0,1.0,0.0,0,0.0
490,532.0,2.0,2015-06-22,5777.0,910.0,1.0,1.0,a,1.0
491,709.0,4.0,2015-07-23,7863.0,826.0,0.0,0.0,0,0.0
492,568.0,1.0,2015-06-24,4862.0,1188.0,1.0,0.0,0,0.0
493,546.0,3.0,2015-07-07,5497.0,617.0,1.0,1.0,0,0.0
494,958.0,3.0,2015-06-14,6398.0,847.0,1.0,1.0,0,0.0
495,712.0,1.0,2015-06-08,6667.0,830.0,1.0,0.0,0,0.0
496,632.0,5.0,2015-07-18,5662.0,748.0,1.0,0.0,0,1.0
497,638.0,3.0,2015-06-06,8062.0,778.0,1.0,1.0,0,0.0
498,585.0,4.0,2015-06-24,715.0,754.0,0.0,0.0,0,0.0
499,645.0,5.0,2015-07-25,5892.0,790.0,1.0,0.0,0,0.0
500,546.0,5.0,2015-06-19,7242.0,753.0,1.0,0.0,0,0.0
501,732.0,4.0,2015-07-04,2262.0,649.0,1.0,0.0,0,0.0
502,941.0,2.0,2015-07-14,0.0,711.0,1.0,1.0,0,0.0
503,966.0,2.0,2015-06-30,0.0,0.0,1.0,0.0,0,0.0
504,869.0,4.0,2015-06-23,5483.0,0.0,1.0,0.0,0,1.0
505,535.0,4.0,2015-07-20,12062.0,1099.0,1.0,0.0,0,0.0
506,559.0,3.0,2015-06-26,4584.0,513.0,1.0,0.0,0,1.0
507,1067.0,3.0,2015-07-08,26177.0,638.0,1.0,0.0,0,0.0
508,817.0,4.0,2015-07-11,6869.0,569.0,1.0,0.0,0,1.0
509,495.0,1.0,2015-07-12,0.0,869.0,1.0,1.0,0,0.0
510,1037.0,6.0,2015-06-14,10900.0,0.0,0.0,0.0,0,0.0
511,735.0,4.0,2015-06-30,6341.0,899.0,1.0,1.0,0,0.0
512,654.0,6.0,2015-07-27,7091.0,0.0,1.0,0.0,0,0.0
513,846.0,7.0,2015-06-21,7195.0,648.0,1.0,1.0,0,0.0
514,587.0,1.0,2015-06-22,8177.0,629.0,0.0,0.0,0,0.0
515,927.0,4.0,2015-07-14,7053.0,857.0,1.0,0.0,0,0.0
516,583.0,3.0,2015-06-27,0.0,632.0,1.0,0.0,0,0.0
517,989.0,2.0,2015-06-30,0.0,778.0,1.0,0.0,0,0.0
518,987.0,5.0,2015-06-24,5658.0,612.0,1.0,0.0,0,0.0
519,556.0,7.0,2015-06-19,5045.0,591.0,1.0,0.0,0,0.0
520,766.0,3.0,2015-07-15,9644.0,0.0,1.0,0.0,0,0.0
521,885.0,3.0,2015-07-10,7118.0,657.0,1.0,1.0,0,0.0
522,706.0,1.0,2015-06-26,8072.0,3996.0,1.0,0.0,0,0.0
523,710.0,4.0,2015-07-18,0.0,3472.0,1.0,0.0,0,0.0
524,1038.0,3.0,2015-06-07,8076.0,446.0,1.0,0.0,0,0.0
525,927.0,4.0,2015-06-13,459.0,844.0,0.0,1.0,0,0.0
526,0.0,3.0,2015-07-25,2815.0,0.0,1.0,0.0,0,0.0
527,523.0,4.0,2015-07-03,446.0,0.0,1.0,1.0,0,0.0
528,1118.0,3.0,2015-06-02,0.0,0.0,1.0,0.0,0,0.0
529,954.0,5.0,2015-07-29,0.0,0.0,1.0,0.0,0,0.0
530,615.0,1.0,2015-07-13,0.0,0.0,0.0,1.0,0,0.0
531,1064.0,7.0,2015-06-06,6333.0,811.0,1.0,0.0,0,0.0
532,653.0,2.0,2015-07-27,3277.0,3769.0,1.0,0.0,0,0.0
533,828.0,4.0,2015-06-14,0.0,634.0,1.0,0.0,0,0.0
534,905.0,5.0,2015-07-23,4876.0,491.0,1.0,1.0,0,0.0
535,917.0,7.0,2015-07-28,0.0,597.0,1.0,0.0,0,0.0
536,879.0,7.0,2015-06-09,3498.0,476.0,1.0,0.0,0,0.0
537,806.0,1.0,2015-07-27,15991.0,446.0,0.0,1.0,0,1.0
538,871.0,4.0,2015-07-31,9342.0,471.0,1.0,0.0,0,0.0
539,626.0,4.0,2015-06-16,0.0,826.0,1.0,1.0,0,0.0
540,887.0,3.0,2015-06-18,3662.0,1215.0,1.0,0.0,0,0.0
541,682.0,2.0,2015-07-18,7090.0,0.0,1.0,0.0,0,0.0
542,861.0,1.0,2015-07-04,1359.0,865.0,1.0,0.0,0,1.0
543,973.0,7.0,2015-06-17,8202.0,1155.0,1.0,0.0,0,0.0
544,845.0,7.0,2015-07-02,0.0,679.0,1.0,1.0,0,1.0
545,833.0,3.0,2015-07-11,5982.0,0.0,1.0,0.0,0,0.0
546,928.0,7.0,2015-07-31,6459.0,822.0,1.0,0.0,0,1.0
547,492.0,3.0,2015-07-04,7914.0,826.0,1.0,1.0,0,0.0
548,771.0,4.0,2015-07-12,0.0,837.0,0.0,0.0,0,0.0
549,715.0,4.0,2015-07-08,0.0,714.0,1.0,1.0,0,0.0
550,826.0,7.0,2015-06-16,0.0,0.0,1.0,0.0,0,0.0
551,669.0,3.0,2015-06-29,6200.0,871.0,1.0,0.0,0,1.0
552,786.0,4.0,2015-06-20,0.0,828.0,1.0,0.0,0,0.0
553,676.0,7.0,2015-06-07,0.0,582.0,1.0,1.0,0,1.0
554,679.0,4.0,2015-06-29,4786.0,799.0,1.0,1.0,0,1.0
555,618.0,4.0,2015-06-27,0.0,728.0,1.0,1.0,0,1.0
556,591.0,4.0,2015-07-02,4458.0,447.0,1.0,0.0,0,0.0
557,824.0,5.0,2015-07-15,498.0,524.0,1.0,0.0,0,0.0
558,991.0,2.0,2015-07-10,9573.0,734.0,1.0,0.0,0,0.0
559,557.0,2.0,2015-07-02,0.0,589.0,0.0,1.0,0,0.0
560,905.0,1.0,2015-07-11,10608.0,1195.0,1.0,0.0,0,1.0
561,987.0,3.0,2015-06-22,8653.0,679.0,1.0,1.0,0,0.0
562,715.0,5.0,2015-06-09,9073.0,4517.0,1.0,1.0,0,0.0
563,716.0,7.0,2015-07-09,0.0,0.0,1.0,0.0,0,0.0
564,1008.0,3.0,2015-06-10,14141.0,799.0,1.0,1.0,0,0.0
565,867.0,3.0,2015-07-18,6398.0,0.0,0.0,1.0,0,0.0
566,756.0,7.0,2015-06-07,0.0,1232.0,1.0,0.0,0,0.0
567,638.0,1.0,2015-06-01,8058.0,2060.0,1.0,0.0,0,0.0
568,959.0,3.0,2015-06-16,7385.0,0.0,1.0,0.0,0,0.0
569,886.0,5.0,2015-07-26,0.0,647.0,1.0,0.0,0,0.0
570,692.0,1.0,2015-06-07,531.0,0.0,1.0,0.0,0,0.0
571,849.0,6.0,2015-06-04,6653.0,549.0,1.0,1.0,0,0.0
572,981.0,4.0,2015-06-26,0.0,535.0,1.0,1.0,0,1.0
573,1064.0,1.0,2015-07-09,7654.0,758.0,1.0,0.0,0,0.0
574,949.0,5.0,2015-07-16,4267.0,899.0,1.0,0.0,0,0.0
575,662.0,7.0,2015-07-18,6053.0,595.0,1.0,0.0,0,1.0
576,879.0,5.0,2015-06-13,9071.0,646.0,1.0,0.0,0,1.0
577,637.0,5.0,2015-06-27,6953.0,962.0,1.0,1.0,0,0.0
578,1082.0,2.0,2015-07-01,9648.0,0.0,1.0,1.0,0,0.0
579,964.0,7.0,2015-07-22,6861.0,0.0,1.0,0.0,0,0.0
580,844.0,5.0,2015-07-21,4405.0,649.0,1.0,0.0,0,0.0
581,632.0,2.0,2015-06-27,0.0,0.0,1.0,1.0,0,0.0
582,942.0,5.0,2015-06-09,5366.0,769.0,1.0,0.0,0,1.0
583,1029.0,4.0,2015-06-12,6097.0,0.0,1.0,0.0,0,0.0
584,821.0,3.0,2015-07-11,806.0,778.0,0.0,0.0,0,0.0
585,561.0,7.0,2015-06-27,9253.0,0.0,1.0,0.0,0,0.0
586,708.0,4.0,2015-07-13,1146.0,779.0,1.0,0.0,0,0.0
587,1072.0,1.0,2015-06-07,5131.0,724.0,1.0,1.0,0,0.0
588,1064.0,5.0,2015-07-02,4457.0,746.0,1.0,0.0,0,0.0
589,604.0,7.0,2015-07-10,9185.0,761.0,1.0,0.0,0,0.0
590,641.0,3.0,2015-07-06,599.0,568.0,1.0,0.0,0,0.0
591,786.0,3.0,2015-06-21,7417.0,639.0,1.0,0.0,0,0.0
592,544.0,3.0,2015-07-06,0.0,0.0,1.0,1.0,0,0.0
593,73.0,4.0,2015-06-04,7437.0,576.0,1.0,0.0,0,1.0
594,871.0,5.0,2015-07-18,5231.0,0.0,1.0,0.0,0,0.0
595,567.0,4.0,2015-06-30,6448.0,582.0,1.0,0.0,0,0.0
596,703.0,4.0,2015-06-20,1670.0,447.0,1.0,0.0,0,0.0
597,592.0,4.0,2015-06-16,7861.0,968.0,1.0,0.0,0,1.0
598,775.0,5.0,2015-07-24,5444.0,1066.0,1.0,0.0,0,1.0
599,847.0,7.0,2015-06-11,0.0,541.0,1.0,1.0,0,0.0
600,1087.0,7.0,2015-06-12,5581.0,0.0,1.0,0.0,0,0.0
601,873.0,1.0,2015-07-18,4267.0,0.0,1.0,0.0,0,0.0
602,762.0,5.0,2015-07-07,12232.0,1199.0,1.0,0.0,0,0.0
603,596.0,4.0,2015-07-13,7168.0,724.0,1.0,1.0,0,0.0
604,1073.0,2.0,2015-07-16,0.0,687.0,1.0,1.0,0,0.0
605,492.0,2.0,2015-06-01,6942.0,880.0,0.0,0.0,0,0.0
606,523.0,7.0,2015-06-06,10753.0,0.0,0.0,0.0,0,1.0
607,498.0,4.0,2015-07-20,10791.0,576.0,1.0,1.0,0,0.0
608,642.0,1.0,2015-07-23,568.0,548.0,1.0,0.0,0,0.0
609,526.0,2.0,2015-07-15,7268.0,782.0,1.0,0.0,0,1.0
610,657.0,2.0,2015-06-19,6653.0,627.0,1.0,1.0,0,0.0
611,815.0,1.0,2015-06-02,7338.0,466.0,1.0,0.0,0,1.0
612,1004.0,1.0,2015-07-08,6053.0,676.0,1.0,0.0,0,0.0
613,756.0,1.0,2015-07-31,0.0,733.0,0.0,0.0,0,0.0
614,843.0,5.0,2015-06-05,1001.0,1212.0,1.0,1.0,0,0.0
615,729.0,2.0,2015-06-18,7982.0,757.0,1.0,1.0,0,0.0
616,771.0,6.0,2015-06-22,6438.0,0.0,1.0,0.0,0,0.0
617,792.0,4.0,2015-06-19,0.0,0.0,1.0,0.0,0,0.0
618,719.0,6.0,2015-07-09,0.0,4761.0,1.0,1.0,0,1.0
619,637.0,4.0,2015-07-18,0.0,0.0,1.0,0.0,0,0.0
620,988.0,5.0,2015-07-26,2123.0,0.0,1.0,0.0,0,1.0
621,882.0,1.0,2015-06-21,5991.0,0.0,1.0,1.0,0,0.0
622,1064.0,5.0,2015-06-23,0.0,2075.0,1.0,0.0,0,0.0
623,927.0,2.0,2015-07-30,15887.0,893.0,1.0,1.0,0,0.0
624,587.0,4.0,2015-06-17,0.0,0.0,1.0,1.0,0,0.0
625,835.0,1.0,2015-06-18,0.0,866.0,1.0,1.0,0,0.0
626,668.0,2.0,2015-07-23,7011.0,593.0,1.0,1.0,0,1.0
627,467.0,4.0,2015-07-11,5060.0,0.0,1.0,0.0,0,0.0
628,713.0,1.0,2015-06-08,0.0,1.0,1.0,1.0,0,0.0
629,544.0,6.0,2015-07-17,11892.0,464.0,1.0,0.0,0,1.0
630,735.0,5.0,2015-06-04,6652.0,590.0,1.0,0.0,0,1.0
631,381.0,1.0,2015-06-30,5497.0,986.0,1.0,1.0,0,0.0
632,581.0,7.0,2015-06-26,6366.0,746.0,1.0,1.0,0,0.0
633,618.0,3.0,2015-07-13,5607.0,0.0,1.0,0.0,0,0.0
634,870.0,1.0,2015-06-18,3.0,847.0,1.0,0.0,0,0.0
635,782.0,2.0,2015-07-29,8140.0,827.0,1.0,0.0,0,0.0
636,0.0,2.0,2015-07-06,0.0,476.0,1.0,0.0,0,0.0
637,818.0,4.0,2015-06-02,0.0,0.0,1.0,0.0,0,0.0
638,952.0,2.0,2015-07-10,0.0,1112.0,0.0,0.0,0,0.0
639,906.0,4.0,2015-07-22,0.0,0.0,1.0,0.0,0,0.0
640,598.0,5.0,2015-07-14,9087.0,0.0,1.0,1.0,0,1.0
641,585.0,6.0,2015-07-23,0.0,0.0,1.0,0.0,0,0.0
642,942.0,3.0,2015-07-14,7120.0,472.0,1.0,0.0,0,0.0
643,527.0,4.0,2015-07-20,586.0,791.0,1.0,0.0,0,0.0
644,627.0,1.0,2015-07-20,5686.0,588.0,1.0,1.0,0,0.0
645,1047.0,5.0,2015-07-25,5445.0,462.0,1.0,0.0,0,0.0
646,595.0,4.0,2015-07-31,0.0,0.0,1.0,1.0,0,0.0
647,65.0,6.0,2015-07-28,0.0,466.0,1.0,1.0,0,0.0
648,1105.0,4.0,2015-07-14,7131.0,1052.0,1.0,0.0,0,0.0
649,1003.0,7.0,2015-07-03,5357.0,603.0,1.0,1.0,0,0.0
650,682.0,6.0,2015-06-02,6031.0,643.0,1.0,0.0,0,0.0
651,757.0,3.0,2015-06-04,6905.0,0.0,1.0,1.0,0,0.0
652,835.0,7.0,2015-07-29,5861.0,0.0,0.0,1.0,0,0.0
653,645.0,5.0,2015-07-17,6090.0,714.0,1.0,0.0,0,0.0
654,586.0,6.0,2015-06-16,5589.0,1043.0,1.0,1.0,0,0.0
655,609.0,2.0,2015-06-13,9123.0,0.0,1.0,0.0,0,1.0
656,864.0,2.0,2015-06-14,439.0,531.0,1.0,0.0,0,0.0
657,705.0,3.0,2015-07-14,0.0,1031.0,1.0,0.0,0,0.0
658,624.0,3.0,2015-06-21,5131.0,762.0,1.0,0.0,0,0.0
659,586.0,2.0,2015-06-14,6347.0,815.0,1.0,0.0,0,0.0
660,441.0,1.0,2015-07-08,0.0,684.0,1.0,0.0,0,1.0
661,434.0,3.0,2015-07-03,0.0,1271.0,1.0,0.0,0,0.0
662,726.0,3.0,2015-07-06,9644.0,0.0,1.0,0.0,0,1.0
663,637.0,5.0,2015-06-03,5737.0,110.0,1.0,0.0,0,1.0
664,567.0,4.0,2015-07-06,0.0,0.0,0.0,1.0,0,1.0
665,793.0,5.0,2015-07-15,6366.0,756.0,1.0,0.0,0,1.0
666,853.0,4.0,2015-07-22,0.0,771.0,1.0,0.0,0,0.0
667,533.0,5.0,2015-07-22,4658.0,1141.0,1.0,1.0,0,0.0
668,586.0,4.0,2015-06-06,1061.0,515.0,1.0,0.0,0,0.0
669,806.0,6.0,2015-06-02,4574.0,0.0,1.0,0.0,0,0.0
670,871.0,4.0,2015-06-07,0.0,633.0,1.0,0.0,0,0.0
671,882.0,4.0,2015-06-06,11490.0,786.0,1.0,0.0,0,1.0
672,714.0,2.0,2015-06-17,3140.0,1086.0,0.0,1.0,0,0.0
673,583.0,4.0,2015-06-30,0.0,0.0,1.0,0.0,0,0.0
674,575.0,4.0,2015-07-25,0.0,668.0,1.0,0.0,0,0.0
675,864.0,7.0,2015-06-27,6131.0,566.0,1.0,0.0,0,0.0
676,468.0,7.0,2015-07-26,0.0,472.0,1.0,0.0,0,0.0
677,1003.0,2.0,2015-06-19,0.0,565.0,1.0,0.0,0,0.0
678,875.0,3.0,2015-06-11,0.0,0.0,1.0,0.0,0,0.0
679,882.0,5.0,2015-07-01,9365.0,786.0,1.0,0.0,0,0.0
680,786.0,2.0,2015-07-08,5308.0,614.0,1.0,1.0,0,0.0
681,590.0,3.0,2015-06-01,0.0,0.0,1.0,0.0,0,0.0
682,1037.0,5.0,2015-06-07,598.0,617.0,0.0,1.0,0,0.0
683,798.0,2.0,2015-06-13,0.0,839.0,1.0,1.0,0,1.0
684,609.0,3.0,2015-06-30,5026.0,4366.0,1.0,0.0,0,0.0
685,726.0,1.0,2015-06-20,6397.0,567.0,1.0,0.0,0,1.0
686,917.0,1.0,2015-07-24,5039.0,948.0,1.0,1.0,0,1.0
687,925.0,2.0,2015-06-21,7140.0,790.0,1.0,1.0,0,0.0
688,686.0,3.0,2015-06-09,8094.0,605.0,1.0,0.0,0,0.0
689,706.0,1.0,2015-07-11,6091.0,811.0,1.0,1.0,0,0.0
690,692.0,3.0,2015-06-10,6262.0,4562.0,1.0,0.0,0,1.0
691,1047.0,6.0,2015-07-04,8961.0,865.0,1.0,0.0,0,0.0
692,1088.0,6.0,2015-06-25,8674.0,784.0,1.0,1.0,0,1.0
693,917.0,3.0,2015-06-12,5991.0,0.0,1.0,0.0,0,0.0
694,599.0,1.0,2015-06-30,0.0,766.0,1.0,0.0,0,0.0
695,772.0,4.0,2015-06-22,0.0,0.0,1.0,1.0,0,0.0
696,769.0,1.0,2015-06-25,5267.0,586.0,0.0,0.0,0,0.0
