,Age,Gender,Marital Status,Occupation,Monthly Income,Education Qualifications,Family size,latitude,longtitude,Pin code,Order status,Customer Feedback
253,30.0,Male,Prefer not to say,Self Employeed,More than 50000,Post Graduate,4.0,12.9673,77.7062,560057.0,Yes,Positive
254,27.0,Male,Prefer not to say,House wife,No Income,School,2.0,12.8995,77.5912,560052.0,Yes,Negative
255,29.0,Female,Prefer not to say,House wife,No Income,Post Graduate,1.0,13.0843,77.6715,560017.0,Yes,Positive
256,28.0,Female,Single,House wife,10001 to 25000,School,6.0,12.9167,77.5269,560019.0,No,Positive
257,29.0,Male,Prefer not to say,House wife,No Income,Ph.D,4.0,13.0348,77.6184,560018.0,No,Positive
258,27.0,Male,Single,Student,25001 to 50000,Ph.D,5.0,13.0981,77.7135,560074.0,Yes,Positive
259,22.0,Female,Single,Employee,Below Rs.10000,Uneducated,5.0,12.9178,77.5588,560052.0,Yes,Positive
260,24.0,Female,Married,House wife,25001 to 50000,Post Graduate,6.0,12.8838,77.6154,560048.0,Yes,Positive
261,26.0,Female,Single,Employee,More than 50000,Uneducated,2.0,12.9418,77.5548,560089.0,No,Positive
262,24.0,Male,Prefer not to say,Student,Below Rs.10000,Graduate,1.0,12.9436,77.6148,560017.0,No,Positive
263,22.0,Male,Married,Employee,10001 to 25000,School,2.0,13.0719,77.5859,560047.0,No,Positive
264,27.0,Female,Prefer not to say,Student,No Income,School,5.0,12.9169,77.7165,560026.0,Yes,Positive
265,32.0,Male,Single,Employee,No Income,School,5.0,13.015,77.5363,560070.0,Yes,Negative
266,31.0,Male,Prefer not to say,Self Employeed,More than 50000,Ph.D,5.0,12.9515,77.6653,560021.0,No,Positive
267,27.0,Male,Single,House wife,10001 to 25000,Ph.D,5.0,12.8945,77.7439,560014.0,No,Positive
268,31.0,Male,Prefer not to say,Employee,10001 to 25000,Ph.D,4.0,12.9753,77.717,560028.0,Yes,Positive
269,22.0,Female,Married,Employee,10001 to 25000,Ph.D,6.0,12.948,77.5951,560023.0,Yes,Positive
270,25.0,Female,Married,House wife,25001 to 50000,Uneducated,3.0,12.9125,77.524,560020.0,No,Negative
271,30.0,Male,Prefer not to say,House wife,More than 50000,Graduate,1.0,12.9389,77.6322,560081.0,Yes,Positive
272,27.0,Male,Single,Employee,10001 to 25000,Graduate,3.0,13.092,77.5477,560001.0,No,Positive
273,31.0,Male,Single,Employee,10001 to 25000,School,4.0,12.9516,77.6713,560051.0,No,Positive
274,24.0,Male,Single,Student,Below Rs.10000,Ph.D,6.0,13.0552,77.5773,560046.0,Yes,Positive
275,31.0,Female,Single,House wife,Below Rs.10000,Graduate,6.0,12.9922,77.7048,560032.0,Yes,Positive
276,27.0,Female,Single,Student,10001 to 25000,Ph.D,6.0,12.9133,77.5644,560017.0,No,Negative
277,23.0,Female,Married,Self Employeed,More than 50000,Post Graduate,2.0,13.0969,77.5685,560045.0,Yes,Positive
278,26.0,Female,Prefer not to say,House wife,25001 to 50000,Graduate,5.0,12.9725,77.6254,560044.0,Yes,Positive
279,23.0,Female,Single,House wife,10001 to 25000,School,2.0,13.0943,77.5611,560085.0,No,Negative
280,22.0,Female,Married,House wife,No Income,Post Graduate,4.0,13.0769,77.6731,560083.0,No,Positive
281,25.0,Male,Single,Employee,25001 to 50000,School,6.0,12.9144,77.638,560089.0,No,Positive
282,28.0,Female,Single,Employee,25001 to 50000,Graduate,1.0,13.0616,77.5954,560085.0,Yes,Positive
283,27.0,Female,Single,Student,10001 to 25000,Post Graduate,6.0,12.9833,77.5461,560078.0,Yes,Positive
284,23.0,Female,Single,House wife,More than 50000,School,4.0,12.9325,77.5914,560079.0,Yes,Positive
285,26.0,Male,Married,Student,10001 to 25000,Uneducated,6.0,12.8817,77.5741,560029.0,Yes,Negative
286,31.0,Female,Prefer not to say,Student,25001 to 50000,Post Graduate,5.0,13.0583,77.6136,560066.0,Yes,Positive
287,21.0,Female,Single,Self Employeed,No Income,Ph.D,3.0,12.899,77.6491,560047.0,No,Positive
288,22.0,Male,Married,Self Employeed,No Income,Graduate,6.0,12.9715,77.5891,560052.0,Yes,Positive
289,23.0,Female,Single,House wife,More than 50000,Post Graduate,4.0,13.0983,77.593,560062.0,Yes,Positive
290,31.0,Male,Prefer not to say,House wife,10001 to 25000,Ph.D,5.0,12.9683,77.5853,560014.0,Yes,Negative
291,26.0,Male,Single,Self Employeed,More than 50000,Graduate,5.0,12.9925,77.5891,560006.0,Yes,Negative
292,25.0,Female,Single,Self Employeed,More than 50000,Post Graduate,3.0,12.9439,77.5294,560068.0,No,Positive
293,27.0,Female,Single,House wife,No Income,Uneducated,1.0,12.9239,77.6748,560074.0,Yes,Negative
294,29.0,Female,Single,Employee,No Income,Post Graduate,1.0,12.9678,77.7189,560075.0,Yes,Positive
295,32.0,Male,Single,Employee,More than 50000,Graduate,6.0,12.9825,77.6864,560093.0,Yes,Negative
296,22.0,Male,Single,House wife,More than 50000,Graduate,4.0,13.0874,77.7094,560073.0,Yes,Positive
297,32.0,Male,Prefer not to say,Student,25001 to 50000,School,4.0,12.9938,77.6817,560008.0,Yes,Positive
298,32.0,Male,Single,Student,Below Rs.10000,School,1.0,13.0845,77.5841,560015.0,No,Positive
299,33.0,Male,Single,House wife,No Income,Uneducated,3.0,12.994,77.7431,560016.0,Yes,Negative
300,32.0,Female,Prefer not to say,Student,More than 50000,Ph.D,5.0,12.9326,77.5482,560053.0,Yes,Positive
301,31.0,Female,Prefer not to say,Employee,No Income,Ph.D,2.0,13.0928,77.6615,560077.0,No,Negative
302,32.0,Male,Single,Student,More than 50000,Graduate,6.0,13.0316,77.5216,560034.0,Yes,Positive
303,28.0,Female,Single,Student,10001 to 25000,Ph.D,1.0,12.9822,77.7326,560025.0,Yes,Negative
304,26.0,Female,Single,Self Employeed,No Income,School,1.0,12.9835,77.6799,560014.0,Yes,Positive
305,32.0,Female,Married,House wife,No Income,Graduate,5.0,12.9355,77.5571,560038.0,Yes,Positive
306,26.0,Male,Married,House wife,25001 to 50000,Ph.D,3.0,13.0441,77.5561,560066.0,No,Positive
307,23.0,Male,Single,House wife,More than 50000,Uneducated,1.0,12.8838,77.5296,560017.0,Yes,Positive
308,27.0,Female,Single,Self Employeed,No Income,Graduate,2.0,13.0395,77.5217,560061.0,No,Positive
309,30.0,Female,Prefer not to say,Student,Below Rs.10000,Uneducated,2.0,13.045,77.7325,560026.0,Yes,Positive
310,32.0,Male,Single,Self Employeed,No Income,Ph.D,4.0,12.9336,77.5999,560038.0,Yes,Positive
311,22.0,Male,Married,House wife,No Income,Uneducated,3.0,13.0648,77.5485,560049.0,No,Positive
312,26.0,Female,Married,Employee,10001 to 25000,School,5.0,12.9913,77.6494,560060.0,Yes,Positive
313,29.0,Male,Single,Employee,Below Rs.10000,Ph.D,4.0,13.0272,77.7466,560029.0,Yes,Positive
314,23.0,Male,Single,Student,Below Rs.10000,Graduate,2.0,12.989,77.6771,560015.0,Yes,Negative
315,29.0,Female,Married,Employee,More than 50000,Ph.D,5.0,13.0541,77.5975,560089.0,No,Positive
316,29.0,Female,Married,Student,No Income,Post Graduate,4.0,12.9566,77.6151,560052.0,Yes,Positive
317,21.0,Male,Prefer not to say,Student,25001 to 50000,Uneducated,2.0,13.0719,77.6991,560020.0,No,Positive
318,27.0,Male,Married,Student,10001 to 25000,Uneducated,2.0,12.9572,77.7059,560046.0,No,Negative
319,30.0,Female,Married,Student,No Income,Post Graduate,6.0,12.9752,77.5196,560035.0,Yes,Positive
320,24.0,Female,Single,Employee,10001 to 25000,Ph.D,2.0,13.059,77.5515,560081.0,Yes,Positive
321,23.0,Male,Single,Student,10001 to 25000,Graduate,1.0,13.0999,77.5791,560019.0,No,Positive
322,32.0,Female,Married,Self Employeed,No Income,Graduate,6.0,12.9756,77.7182,560043.0,Yes,Positive
323,29.0,Female,Prefer not to say,House wife,25001 to 50000,Graduate,4.0,12.976,77.6874,560082.0,No,Positive
324,21.0,Male,Prefer not to say,House wife,No Income,Ph.D,4.0,12.9653,77.5925,560018.0,Yes,Positive
325,25.0,Female,Single,Employee,Below Rs.10000,Post Graduate,2.0,12.9199,77.7479,560083.0,Yes,Positive
326,26.0,Female,Single,House wife,10001 to 25000,Graduate,5.0,13.0599,77.5766,560079.0,Yes,Negative
327,22.0,Female,Single,Student,10001 to 25000,Ph.D,3.0,12.8944,77.6449,560073.0,Yes,Positive
328,23.0,Female,Single,Student,No Income,Uneducated,1.0,12.9755,77.7165,560064.0,No,Positive
329,29.0,Male,Single,Student,No Income,Post Graduate,1.0,13.0898,77.5185,560004.0,No,Positive
330,25.0,Female,Single,House wife,10001 to 25000,School,6.0,12.9116,77.6211,560039.0,Yes,Positive
331,23.0,Male,Single,Student,No Income,Graduate,1.0,13.0939,77.5266,560023.0,No,Positive
332,28.0,Female,Married,Student,No Income,School,5.0,13.0944,77.6921,560035.0,Yes,Positive
333,32.0,Male,Single,Self Employeed,10001 to 25000,Uneducated,4.0,13.033,77.5984,560008.0,Yes,Positive
334,24.0,Female,Prefer not to say,Employee,10001 to 25000,Uneducated,4.0,13.0425,77.6354,560012.0,No,Positive
335,23.0,Male,Single,Employee,25001 to 50000,School,3.0,13.0899,77.5753,560018.0,Yes,Negative
336,23.0,Female,Single,Employee,No Income,Post Graduate,1.0,12.9763,77.5176,560016.0,Yes,Positive
337,29.0,Female,Married,Employee,No Income,School,1.0,13.032,77.5777,560087.0,Yes,Positive
338,23.0,Female,Single,Self Employeed,10001 to 25000,Graduate,4.0,12.8824,77.5846,560029.0,Yes,Positive
339,23.0,Female,Prefer not to say,House wife,No Income,Graduate,5.0,12.9624,77.5958,560010.0,No,Positive
340,29.0,Male,Single,House wife,More than 50000,Uneducated,5.0,13.0696,77.7456,560067.0,Yes,Positive
341,27.0,Male,Prefer not to say,House wife,10001 to 25000,Graduate,2.0,13.043,77.7383,560043.0,Yes,Positive
342,24.0,Female,Married,Student,No Income,School,4.0,12.929,77.6873,560066.0,Yes,Positive
343,30.0,Female,Single,Self Employeed,10001 to 25000,Graduate,2.0,12.9233,77.5872,560025.0,No,Positive
344,24.0,Female,Single,Self Employeed,No Income,Post Graduate,4.0,12.9761,77.5871,560001.0,No,Positive
345,30.0,Male,Single,Employee,More than 50000,School,4.0,13.0313,77.6872,560066.0,No,Positive
346,22.0,Female,Single,House wife,25001 to 50000,School,2.0,13.095,77.7363,560038.0,No,Positive
347,28.0,Female,Married,Employee,25001 to 50000,School,3.0,12.9123,77.7077,560013.0,No,Positive
348,29.0,Male,Single,Self Employeed,25001 to 50000,School,3.0,13.0907,77.6963,560023.0,Yes,Positive
349,24.0,Female,Prefer not to say,Employee,25001 to 50000,Uneducated,4.0,12.9989,77.7314,560034.0,Yes,Positive
350,22.0,Female,Prefer not to say,Self Employeed,25001 to 50000,Graduate,3.0,12.9665,77.5782,560054.0,No,Negative
351,25.0,Male,Single,Self Employeed,Below Rs.10000,Uneducated,2.0,12.9198,77.5481,560085.0,Yes,Positive
352,26.0,Male,Single,Employee,25001 to 50000,Ph.D,4.0,13.037,77.5268,560035.0,Yes,Positive
353,25.0,Female,Single,House wife,No Income,Uneducated,4.0,12.8855,77.5581,560047.0,Yes,Positive
354,22.0,Female,Prefer not to say,Employee,No Income,Post Graduate,6.0,12.9742,77.5395,560066.0,Yes,Positive
355,29.0,Female,Single,Employee,No Income,Graduate,2.0,13.0946,77.7291,560082.0,No,Negative
356,33.0,Female,Prefer not to say,Student,Below Rs.10000,School,2.0,13.069,77.6368,560073.0,No,Positive
357,30.0,Male,Single,Student,10001 to 25000,Post Graduate,1.0,12.9148,77.5795,560014.0,No,Positive
358,22.0,Female,Married,Student,No Income,Uneducated,5.0,12.996,77.7081,560003.0,Yes,Negative
359,27.0,Female,Single,Employee,No Income,School,4.0,13.0741,77.6183,560089.0,Yes,Negative
360,30.0,Male,Married,House wife,10001 to 25000,School,1.0,12.9161,77.6929,560082.0,Yes,Positive
361,21.0,Male,Prefer not to say,Employee,More than 50000,Graduate,5.0,13.0343,77.6214,560056.0,No,Positive
362,25.0,Male,Single,House wife,10001 to 25000,Uneducated,1.0,12.9496,77.7312,560001.0,Yes,Negative
363,28.0,Female,Prefer not to say,Employee,25001 to 50000,Uneducated,4.0,12.9584,77.694,560032.0,Yes,Negative
364,23.0,Female,Married,Employee,25001 to 50000,Graduate,1.0,13.0216,77.5586,560059.0,No,Positive
365,24.0,Male,Married,Self Employeed,10001 to 25000,Ph.D,6.0,12.963,77.6478,56001.0,Yes,Positive
366,29.0,Female,Married,Employee,10001 to 25000,Post Graduate,4.0,13.0565,77.5975,560029.0,Yes,Positive
367,27.0,Male,Single,Student,25001 to 50000,Post Graduate,5.0,12.9992,77.582,560033.0,No,Negative
368,22.0,Female,Single,Self Employeed,25001 to 50000,Uneducated,2.0,13.0391,77.594,560078.0,No,Negative
369,29.0,Female,Single,House wife,25001 to 50000,Ph.D,3.0,12.9275,77.6123,560061.0,No,Positive
370,24.0,Female,Prefer not to say,Self Employeed,More than 50000,School,4.0,13.0723,77.5579,560027.0,Yes,Positive
371,24.0,Male,Single,Employee,No Income,School,6.0,12.8894,77.5213,560047.0,Yes,Positive
372,27.0,Female,Single,Self Employeed,25001 to 50000,Post Graduate,2.0,12.9379,77.5913,560022.0,No,Negative
373,21.0,Male,Single,Student,No Income,Graduate,6.0,12.9944,77.527,560027.0,No,Positive
374,29.0,Male,Single,Self Employeed,10001 to 25000,School,4.0,12.9445,77.6916,560077.0,Yes,Positive
375,26.0,Male,Single,Employee,No Income,Post Graduate,5.0,13.0832,77.7092,560088.0,Yes,Negative
376,27.0,Female,Single,Employee,10001 to 25000,Graduate,5.0,13.0638,77.5774,560001.0,Yes,Negative
377,22.0,Male,Prefer not to say,Student,10001 to 25000,Post Graduate,5.0,12.913,77.5995,560032.0,No,Positive
378,25.0,Male,Single,Self Employeed,No Income,Ph.D,6.0,12.9936,77.5469,560081.0,No,Positive
379,23.0,Male,Prefer not to say,Self Employeed,No Income,School,1.0,12.9898,77.635,560024.0,No,Positive
380,30.0,Female,Prefer not to say,Student,No Income,Ph.D,2.0,13.0213,77.6375,560020.0,No,Positive
381,26.0,Female,Married,Student,No Income,Uneducated,2.0,12.9238,77.5188,560089.0,Yes,Positive
382,27.0,Female,Single,Student,25001 to 50000,School,1.0,12.9158,77.629,560020.0,Yes,Positive
383,29.0,Female,Prefer not to say,Student,More than 50000,School,6.0,13.0172,77.6369,560039.0,Yes,Positive
384,22.0,Male,Single,Employee,More than 50000,Post Graduate,6.0,12.9419,77.7155,560013.0,Yes,Positive
385,26.0,Female,Married,Employee,10001 to 25000,Graduate,6.0,13.0993,77.698,560028.0,Yes,Negative
386,32.0,Male,Prefer not to say,Student,More than 50000,Graduate,5.0,13.0962,77.6282,560026.0,No,Positive
387,25.0,Male,Prefer not to say,House wife,10001 to 25000,Graduate,4.0,12.9442,77.5599,560006.0,No,Positive
