,Age,Gender,Marital Status,Occupation,Monthly Income,Education Qualifications,Family size,latitude,longtitude,Pin code,Order status,Customer Feedback
260,21.0,Female,Single,Student,No Income,Post Graduate,5.0,12.9925,77.5658,560017.0,Yes,Positive
261,23.0,Male,Single,Student,No Income,Graduate,4.0,12.9561,77.5923,560036.0,Yes,Positive
262,26.0,Male,Married,Employee,More than 50000,Graduate,4.0,12.9337,77.59,560018.0,Yes,Positive
263,29.0,Male,Married,Self Employeed,More than 50000,Post Graduate,2.0,12.9343,77.6044,560075.0,No,Positive
264,23.0,Female,Single,Student,No Income,Post Graduate,3.0,13.0103,77.5796,560076.0,Yes,Positive
265,22.0,Female,Single,Student,No Income,Post Graduate,5.0,12.9037,77.5284,560030.0,Yes,Positive
266,26.0,Male,Single,Employee,25001 to 50000,Graduate,2.0,12.9706,77.6529,560066.0,Yes,Positive
267,24.0,Female,Single,Self Employeed,10001 to 25000,Post Graduate,4.0,12.985,77.5533,560010.0,Yes,Positive
268,23.0,Male,Single,Student,No Income,Graduate,2.0,12.998,77.5796,560004.0,Yes,Positive
269,25.0,Male,Single,Student,No Income,Post Graduate,3.0,12.9783,77.6408,560038.0,Yes,Positive
270,29.0,Male,Married,Employee,25001 to 50000,Graduate,6.0,12.8845,77.6076,560041.0,Yes,Positive
271,25.0,Female,Single,Employee,25001 to 50000,Post Graduate,2.0,12.9369,77.6407,560095.0,Yes,Positive
272,26.0,Male,Married,Self Employeed,25001 to 50000,Graduate,5.0,12.9551,77.6593,560020.0,Yes,Positive
273,24.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9442,77.6076,560092.0,Yes,Positive
274,23.0,Male,Single,Employee,25001 to 50000,Graduate,3.0,12.9783,77.6408,560030.0,Yes,Positive
275,22.0,Male,Single,Student,No Income,Post Graduate,4.0,13.0067,77.5464,560002.0,Yes,Positive
276,23.0,Male,Single,Employee,25001 to 50000,Graduate,3.0,12.977,77.5773,560029.0,Yes,Positive
277,26.0,Male,Single,Employee,25001 to 50000,Graduate,3.0,12.998,77.6227,560095.0,Yes,Positive
278,23.0,Female,Single,Student,No Income,Post Graduate,3.0,12.985,77.5533,560036.0,Yes,Positive
279,26.0,Male,Married,Employee,More than 50000,Graduate,2.0,12.9217,77.5921,560092.0,Yes,Positive
280,29.0,Male,Married,Self Employeed,More than 50000,Graduate,3.0,12.9551,77.5936,560001.0,No,Negative
281,24.0,Male,Single,Student,No Income,Graduate,2.0,12.9048,77.6821,560036.0,Yes,Positive
282,23.0,Male,Single,Student,No Income,Post Graduate,3.0,12.9783,77.6408,560038.0,Yes,Positive
283,27.0,Female,Married,Employee,More than 50000,Graduate,4.0,12.957,77.5637,560018.0,No,Negative
284,21.0,Male,Single,Student,No Income,Graduate,3.0,12.977,77.5773,560009.0,Yes,Positive
285,26.0,Male,Married,Self Employeed,25001 to 50000,Graduate,3.0,12.9261,77.6221,560048.0,Yes,Positive
286,26.0,Male,Married,Employee,25001 to 50000,Graduate,3.0,12.9369,77.6407,560095.0,Yes,Positive
287,22.0,Male,Single,Student,No Income,Graduate,2.0,12.8845,77.6036,560034.0,Yes,Positive
288,23.0,Female,Single,Student,No Income,Post Graduate,3.0,12.977,77.5773,560009.0,Yes,Positive
289,24.0,Female,Single,Student,No Income,Graduate,3.0,12.957,77.5637,560018.0,Yes,Positive
290,23.0,Male,Single,Student,No Income,Post Graduate,3.0,13.0223,77.5533,560034.0,Yes,Positive
291,24.0,Female,Single,Student,No Income,Post Graduate,3.0,12.985,77.5533,560011.0,Yes,Positive
292,25.0,Male,Single,Student,No Income,Graduate,5.0,12.9048,77.5464,560030.0,Yes,Positive
293,30.0,Male,Married,Self Employeed,More than 50000,Graduate,3.0,12.9048,77.6821,560027.0,No,Negative
294,22.0,Male,Single,Student,No Income,Graduate,2.0,12.9579,77.6479,560075.0,Yes,Positive
295,32.0,Female,Married,Employee,More than 50000,Post Graduate,2.0,13.0206,77.6479,560093.0,Yes,Positive
296,25.0,Female,Married,Self Employeed,More than 50000,Post Graduate,5.0,12.977,77.5773,560092.0,Yes,Positive
297,23.0,Male,Single,Student,No Income,Graduate,2.0,12.9706,77.6529,560075.0,Yes,Positive
298,23.0,Female,Single,Student,No Income,Post Graduate,3.0,12.9706,77.6529,560075.0,Yes,Positive
299,24.0,Male,Single,Student,No Income,Post Graduate,3.0,12.9343,77.6044,560027.0,Yes,Positive
300,23.0,Male,Single,Student,No Income,Post Graduate,3.0,12.977,77.5773,560009.0,Yes,Positive
301,25.0,Male,Single,Employee,25001 to 50000,Graduate,4.0,12.9706,77.6529,560075.0,Yes,Positive
302,23.0,Female,Single,Student,No Income,Graduate,4.0,12.9662,77.5936,560060.0,Yes,Positive
303,27.0,Female,Single,Employee,25001 to 50000,Graduate,3.0,12.8845,77.6036,560036.0,Yes,Positive
304,26.0,Female,Married,Employee,10001 to 25000,Graduate,3.0,12.977,77.5773,560009.0,No,Negative
305,26.0,Female,Married,Employee,10001 to 25000,Graduate,5.0,13.0132,77.5434,560036.0,Yes,Positive
306,29.0,Male,Married,Self Employeed,10001 to 25000,Post Graduate,3.0,12.9783,77.6408,560093.0,No,Negative
307,22.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9261,77.6221,560043.0,Yes,Positive
308,23.0,Male,Single,Student,No Income,Graduate,2.0,12.9438,77.5738,560023.0,Yes,Positive
309,25.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9369,77.6821,560010.0,Yes,Positive
310,24.0,Male,Single,Student,No Income,Graduate,5.0,12.9037,77.5166,560041.0,Yes,Positive
311,23.0,Female,Single,Student,No Income,Post Graduate,2.0,12.977,77.5773,560009.0,Yes,Positive
312,21.0,Female,Single,Student,No Income,Graduate,3.0,12.985,77.5796,560066.0,Yes,Positive
313,25.0,Female,Single,Student,No Income,Post Graduate,2.0,13.0132,77.5936,560007.0,Yes,Positive
314,22.0,Male,Single,Student,No Income,Post Graduate,3.0,13.0487,77.5921,560024.0,Yes,Positive
315,24.0,Male,Single,Student,No Income,Graduate,2.0,12.982,77.5586,560023.0,Yes,Positive
316,25.0,Male,Married,Employee,More than 50000,Ph.D,3.0,12.985,77.5533,560018.0,Yes,Positive
317,25.0,Female,Single,Employee,25001 to 50000,Graduate,4.0,12.998,77.5764,560007.0,Yes,Positive
318,23.0,Male,Single,Student,No Income,Graduate,4.0,12.977,77.5773,560009.0,Yes,Positive
319,23.0,Female,Single,Student,No Income,Post Graduate,2.0,12.9299,77.5658,560024.0,Yes,Positive
320,31.0,Female,Married,Employee,More than 50000,Graduate,3.0,12.9353,77.5464,560045.0,Yes,Positive
321,26.0,Female,Married,Self Employeed,More than 50000,Post Graduate,2.0,12.985,77.5533,560001.0,Yes,Positive
322,23.0,Female,Single,Student,No Income,Post Graduate,2.0,12.977,77.5773,560009.0,Yes,Positive
323,23.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9048,77.6821,560036.0,Yes,Positive
324,26.0,Male,Married,Employee,More than 50000,Graduate,3.0,12.9706,77.6529,560027.0,Yes,Positive
325,24.0,Female,Single,Student,No Income,Post Graduate,5.0,12.9217,77.6131,560024.0,Yes,Positive
326,23.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9766,77.5993,560010.0,Yes,Positive
327,22.0,Female,Single,Student,No Income,Post Graduate,3.0,13.0103,77.5796,560095.0,Yes,Positive
328,29.0,Male,Married,Employee,25001 to 50000,Graduate,5.0,12.9889,77.5741,560029.0,Yes,Positive
329,22.0,Male,Single,Student,No Income,Graduate,3.0,12.9217,77.5936,560036.0,Yes,Positive
330,23.0,Female,Single,Student,No Income,Post Graduate,3.0,12.9783,77.6408,560038.0,Yes,Positive
331,25.0,Female,Single,Student,No Income,Post Graduate,3.0,12.9343,77.6044,560027.0,Yes,Positive
332,22.0,Female,Single,Student,No Income,Post Graduate,2.0,13.0166,77.5796,560017.0,Yes,Positive
333,24.0,Male,Single,Student,No Income,Graduate,3.0,12.977,77.5773,560009.0,Yes,Positive
334,24.0,Male,Single,Employee,25001 to 50000,Post Graduate,3.0,12.985,77.5533,560010.0,Yes,Positive
335,26.0,Male,Single,Employee,25001 to 50000,Graduate,3.0,12.9783,77.6408,560038.0,Yes,Positive
336,25.0,Female,Single,Student,No Income,Post Graduate,3.0,12.9847,77.6044,560023.0,Yes,Positive
337,22.0,Male,Single,Student,No Income,Graduate,5.0,12.9369,77.6407,560095.0,Yes,Positive
338,25.0,Female,Married,Employee,25001 to 50000,Graduate,3.0,12.977,77.5773,560009.0,Yes,Positive
339,25.0,Male,Single,Self Employeed,25001 to 50000,Graduate,2.0,12.9847,77.6227,560036.0,Yes,Positive
340,26.0,Female,Married,Employee,More than 50000,Ph.D,6.0,12.977,77.6408,560017.0,Yes,Positive
341,23.0,Female,Single,Employee,More than 50000,Post Graduate,3.0,12.9343,77.6044,560024.0,No,Negative
342,29.0,Female,Married,Employee,More than 50000,Graduate,2.0,13.0487,77.5923,560034.0,Yes,Positive
343,29.0,Male,Single,Self Employeed,More than 50000,Graduate,5.0,12.9783,77.6408,560038.0,Yes,Positive
344,26.0,Male,Married,Employee,25001 to 50000,Post Graduate,2.0,13.0012,77.5995,560076.0,Yes,Positive
345,20.0,Male,Single,Student,No Income,Graduate,3.0,12.8845,77.6044,560034.0,Yes,Positive
346,22.0,Male,Single,Student,No Income,Post Graduate,3.0,12.977,77.5773,560009.0,Yes,Positive
347,32.0,Male,Married,Employee,More than 50000,Post Graduate,5.0,12.9261,77.6821,560073.0,No,Positive
348,23.0,Female,Single,Student,No Income,Graduate,2.0,12.9343,77.6044,560024.0,Yes,Positive
349,25.0,Male,Single,Student,No Income,Graduate,3.0,12.9515,77.5616,560029.0,Yes,Positive
350,21.0,Female,Single,Student,No Income,Graduate,4.0,13.0487,77.5923,560041.0,No,Negative
351,23.0,Male,Single,Student,No Income,Graduate,2.0,12.9261,77.6221,560024.0,Yes,Positive
352,22.0,Male,Single,Student,No Income,Post Graduate,3.0,12.9783,77.6408,560038.0,Yes,Positive
353,23.0,Female,Single,Student,No Income,Post Graduate,5.0,12.9048,77.6821,560036.0,Yes,Positive
354,26.0,Female,Married,Employee,10001 to 25000,Graduate,5.0,13.0103,77.5796,560076.0,Yes,Positive
355,24.0,Male,Single,Employee,25001 to 50000,Graduate,2.0,13.0206,77.6068,560042.0,Yes,Positive
356,23.0,Male,Single,Student,No Income,Post Graduate,3.0,13.0206,77.6479,560095.0,Yes,Positive
357,24.0,Male,Single,Employee,25001 to 50000,Graduate,3.0,12.9766,77.5993,560010.0,Yes,Positive
358,23.0,Male,Single,Student,No Income,Graduate,2.0,13.0158,77.539,560029.0,Yes,Negative
359,22.0,Male,Single,Student,No Income,Post Graduate,3.0,13.0487,77.5923,560036.0,Yes,Positive
360,22.0,Female,Single,Student,No Income,Post Graduate,4.0,12.9783,77.6408,560078.0,Yes,Positive
361,25.0,Male,Single,Self Employeed,More than 50000,Graduate,2.0,12.977,77.5773,560009.0,Yes,Positive
362,27.0,Male,Married,Employee,10001 to 25000,Graduate,3.0,12.9866,77.6227,560029.0,Yes,Positive
363,23.0,Male,Single,Student,No Income,Post Graduate,4.0,12.9565,77.5796,560018.0,Yes,Positive
364,25.0,Male,Single,Employee,25001 to 50000,Post Graduate,3.0,12.9783,77.6408,560038.0,Yes,Positive
365,23.0,Female,Single,Self Employeed,10001 to 25000,Graduate,3.0,12.9959,77.5464,560014.0,Yes,Positive
366,25.0,Male,Single,Student,No Income,Post Graduate,4.0,13.0012,77.5936,560001.0,Yes,Positive
367,26.0,Female,Married,Employee,More than 50000,Post Graduate,4.0,12.9847,77.6256,560008.0,Yes,Positive
368,23.0,Female,Single,Student,No Income,Post Graduate,3.0,12.9048,77.6821,560093.0,Yes,Positive
369,24.0,Female,Single,Student,No Income,Post Graduate,3.0,12.9828,77.6036,560021.0,Yes,Positive
370,22.0,Male,Single,Student,No Income,Graduate,3.0,13.0206,77.6479,560029.0,Yes,Positive
371,24.0,Male,Single,Student,No Income,Post Graduate,3.0,12.957,77.5713,560018.0,Yes,Positive
372,22.0,Female,Single,Student,No Income,Graduate,4.0,12.9766,77.5993,560003.0,No,Negative
373,22.0,Female,Single,Student,No Income,Graduate,3.0,12.985,77.5533,560096.0,Yes,Positive
374,23.0,Male,Single,Student,No Income,Post Graduate,2.0,13.0487,77.5921,560024.0,Yes,Positive
375,23.0,Male,Single,Student,No Income,Post Graduate,3.0,12.977,77.5773,560009.0,No,Negative
376,23.0,Female,Single,Student,No Income,Post Graduate,4.0,13.0132,77.5633,560016.0,Yes,Positive
377,29.0,Male,Married,Employee,25001 to 50000,Graduate,3.0,12.9343,77.6044,560029.0,Yes,Positive
378,29.0,Male,Married,Self Employeed,More than 50000,Graduate,3.0,12.9343,77.6036,560003.0,Yes,Positive
379,23.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9048,77.6804,560048.0,Yes,Positive
380,25.0,Male,Single,Employee,More than 50000,Graduate,2.0,12.9369,77.6407,560095.0,Yes,Positive
381,27.0,Male,Married,Employee,25001 to 50000,Graduate,3.0,12.977,77.5773,560006.0,Yes,Positive
382,27.0,Male,Married,Self Employeed,25001 to 50000,Graduate,3.0,13.0103,77.5135,560043.0,No,Negative
383,24.0,Female,Single,Student,No Income,Graduate,5.0,12.998,77.6227,560034.0,Yes,Positive
384,24.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9369,77.6407,560095.0,Yes,Positive
385,23.0,Male,Single,Student,No Income,Graduate,3.0,12.977,77.5773,560009.0,No,Negative
386,22.0,Male,Single,Student,No Income,Post Graduate,2.0,12.9551,77.6593,560010.0,Yes,Positive
387,23.0,Female,Single,Student,No Income,Post Graduate,2.0,12.9261,77.6221,560034.0,Yes,Positive
