,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
403,830.0,c,c,,4.0,1922.0,0.0,,,Jan
404,593.0,d,a,48638.77,9.0,2005.0,0.0,1.0,2011.0,Jan
405,870.0,d,c,44640.0,10.0,,0.0,,2010.0,Jan
406,810.0,c,c,9604.0,,2006.0,0.0,3.0,2014.0,Jan
407,870.0,a,a,40557.0,10.0,,0.0,,,Mar
408,473.0,a,c,,6.0,,1.0,14.0,2009.0,Jan
409,469.0,a,a,,,,0.0,,2011.0,Feb
410,605.0,d,a,,1.0,1908.0,1.0,,2010.0,Jan
411,710.0,a,a,,1.0,2004.0,0.0,,,Jan
412,11.0,d,a,,10.0,,1.0,,2014.0,Jan
413,769.0,a,a,,,1980.0,1.0,37.0,,Jan
414,1090.0,d,a,489.0,6.0,2002.0,1.0,21.0,2014.0,Jan
415,910.0,c,a,,5.0,2012.0,0.0,18.0,2009.0,Jan
416,488.0,d,a,54334.0,11.0,,0.0,,,Feb
417,995.0,a,a,40332.0,,1930.0,1.0,,2011.0,Jan
418,810.0,d,a,586.0,1.0,2007.0,0.0,22.0,,Jan
419,1060.0,a,c,,10.0,2008.0,0.0,12.0,2013.0,Feb
420,7.0,c,a,,8.0,,0.0,,2013.0,Jan
421,7.0,c,a,40297.9,,,0.0,,,Jan
422,1038.0,a,a,7099.0,,,0.0,,,Feb
423,1021.0,a,a,10204.0,10.0,2013.0,,,2014.0,Jan
424,646.0,c,a,636.0,1.0,2004.0,1.0,17.0,,Mar
425,1071.0,a,a,23803.0,4.0,2010.0,1.0,,,Mar
426,910.0,d,a,4067.0,,2013.0,0.0,14.0,,Feb
427,715.0,d,c,71054.0,4.0,,0.0,11.0,2014.0,Jan
428,1067.0,c,a,40557.0,8.0,2010.0,0.0,,,Mar
429,529.0,a,c,6.0,9.0,2001.0,0.0,,,Jan
430,663.0,d,a,,9.0,2009.0,0.0,,2014.0,Jan
431,959.0,d,a,40332.0,1.0,,0.0,,2013.0,Jan
432,910.0,a,c,27005.0,11.0,,1.0,1.0,,Jan
433,473.0,c,a,5684.0,10.0,1975.0,0.0,,,Feb
434,983.0,d,a,64612.0,11.0,1980.0,1.0,,2011.0,Jan
435,963.0,a,c,,11.0,,1.0,,,Jan
436,10.0,d,c,14669.0,7.0,,0.0,,,Jan
437,1105.0,a,a,74072.0,1.0,2013.0,0.0,,,Feb
438,743.0,d,a,618.0,,1945.0,1.0,,,Jan
439,732.0,d,a,28.0,,,0.0,,,Jan
440,128.0,a,c,12074.0,11.0,,1.0,,2012.0,Mar
441,479.0,c,c,51850.0,9.0,2009.0,0.0,23.0,2012.0,Jan
442,930.0,a,a,60933.0,1.0,2005.0,1.0,14.0,2010.0,Mar
443,996.0,a,a,40559.0,9.0,2012.0,0.0,,2011.0,Jan
444,9.0,a,a,,11.0,1942.0,0.0,,,Feb
445,554.0,a,c,37234.59,1.0,2006.0,0.0,,,Jan
446,903.0,c,a,4791.0,7.0,1990.0,0.0,,2009.0,Jan
447,928.0,a,a,6969.0,9.0,1922.0,0.0,,2010.0,Jan
448,469.0,d,c,40254.0,9.0,2005.0,1.0,12.0,2014.0,Jan
449,10.0,a,a,66992.0,9.0,1945.0,0.0,14.0,,Jan
450,632.0,c,a,24273.0,10.0,2013.0,1.0,,2014.0,Feb
451,6.0,a,a,,1.0,2014.0,0.0,44.0,2011.0,Jan
452,376.0,a,c,,,2003.0,1.0,,2013.0,Feb
453,930.0,a,a,,1.0,2005.0,0.0,14.0,2012.0,Jan
454,985.0,d,a,66455.0,1.0,2013.0,0.0,14.0,2014.0,Jan
455,571.0,a,a,63581.0,1.0,,0.0,,2013.0,Jan
456,910.0,a,a,40557.0,8.0,1922.0,1.0,,2013.0,Jan
457,615.0,d,a,,10.0,2004.0,0.0,,,Jan
458,1102.0,c,a,,,2001.0,1.0,,,Jan
459,910.0,c,a,71054.0,6.0,2012.0,0.0,,,Feb
460,127.0,a,a,40682.0,,,1.0,,2013.0,Jan
461,10.0,c,a,59521.0,10.0,1980.0,0.0,12.0,2013.0,Feb
462,809.0,d,c,36648.0,7.0,2005.0,1.0,,2010.0,Jan
463,769.0,a,a,,,,0.0,,,Jan
464,997.0,d,a,,8.0,2000.0,0.0,1.0,2014.0,Jan
465,7.0,a,a,,,2012.0,0.0,,2011.0,Jan
466,721.0,a,c,,,1986.0,0.0,,,Jan
467,1060.0,a,c,,6.0,2001.0,0.0,,,Jan
468,690.0,c,a,452.0,,,0.0,22.0,,Mar
469,910.0,a,a,40315.0,10.0,1900.0,0.0,14.0,2013.0,Jan
470,479.0,c,a,,5.0,2008.0,1.0,37.0,2013.0,Jan
471,805.0,d,a,,7.0,2007.0,1.0,,,Jan
472,910.0,a,a,,1.0,,1.0,12.0,2013.0,Feb
473,958.0,a,a,,8.0,2013.0,1.0,14.0,2013.0,Jan
474,635.0,a,a,15.0,9.0,2005.0,0.0,37.0,2012.0,Jan
475,710.0,d,a,,6.0,,1.0,,2014.0,Jan
476,1023.0,d,c,,8.0,1999.0,0.0,11.0,,Feb
477,863.0,c,a,36353.0,3.0,,0.0,,,Mar
478,769.0,a,c,40403.0,4.0,2011.0,0.0,,2014.0,Jan
479,850.0,a,a,,9.0,2001.0,1.0,21.0,2011.0,Jan
480,903.0,a,a,37262.63,9.0,2012.0,0.0,,,Feb
481,910.0,a,c,68283.0,11.0,2011.0,0.0,,2010.0,Jan
482,976.0,d,c,14751.0,,,0.0,,2013.0,Jan
483,1060.0,d,a,18340.99,9.0,2001.0,0.0,26.0,2009.0,Jan
484,469.0,a,a,,4.0,2012.0,1.0,,,Jan
485,119.0,d,a,1204.0,10.0,2013.0,0.0,17.0,2011.0,Jan
486,918.0,c,a,,1.0,2007.0,,37.0,2011.0,Feb
487,770.0,a,c,54178.0,1.0,,0.0,,2009.0,Jan
488,735.0,a,a,40403.0,6.0,2014.0,1.0,40.0,2010.0,Mar
489,1102.0,a,a,,,1933.0,0.0,1.0,2012.0,Feb
490,901.0,a,a,522.0,10.0,2013.0,0.0,,2013.0,Jan
491,463.0,a,c,17296.58,6.0,,0.0,21.0,2013.0,Mar
492,590.0,d,c,,1.0,1982.0,1.0,12.0,2013.0,Jan
493,1022.0,c,c,71054.0,7.0,2009.0,0.0,,2010.0,Jan
494,255.0,c,a,,3.0,1994.0,0.0,40.0,2009.0,Jan
495,785.0,a,a,519.0,11.0,,1.0,12.0,2009.0,Jan
496,871.0,d,a,40557.0,,,1.0,,,Mar
497,936.0,a,c,4.0,9.0,2007.0,1.0,,2012.0,Mar
498,1100.0,c,c,,7.0,2004.0,0.0,30.0,,Feb
499,1060.0,a,a,,,2007.0,0.0,,,Mar
500,910.0,d,a,,4.0,,1.0,,2014.0,Jan
501,873.0,a,a,1030.0,5.0,1978.0,0.0,9.0,,Jan
502,679.0,a,a,5682.0,7.0,2012.0,0.0,,,Jan
503,990.0,a,a,40225.0,,,1.0,,2012.0,Mar
504,627.0,a,c,71054.0,5.0,2004.0,1.0,37.0,2014.0,Feb
505,990.0,a,a,55939.0,7.0,2006.0,0.0,,2009.0,Jan
506,860.0,c,a,,10.0,2006.0,1.0,14.0,,Jan
507,498.0,c,a,,8.0,2013.0,0.0,,2012.0,Jan
508,770.0,d,a,18331.72,9.0,1955.0,1.0,,2010.0,Jan
509,830.0,d,a,14651.0,7.0,1965.0,0.0,,2011.0,Jan
510,710.0,d,c,1337.0,6.0,2010.0,0.0,,,Jan
511,690.0,d,a,17175.0,3.0,2013.0,1.0,,2014.0,Jan
512,567.0,d,c,,3.0,2001.0,1.0,,2012.0,Jan
513,710.0,d,a,,,,0.0,,,Feb
514,910.0,d,a,,1.0,1994.0,0.0,,2011.0,Mar
515,985.0,a,a,14776.0,1.0,2003.0,1.0,13.0,2009.0,Mar
516,590.0,c,a,71054.0,4.0,,1.0,1.0,2013.0,Jan
517,984.0,a,c,52060.0,5.0,2001.0,0.0,,,Feb
518,860.0,d,b,,9.0,1935.0,1.0,23.0,,Feb
519,940.0,d,a,25017.0,4.0,2009.0,1.0,,2013.0,Jan
520,945.0,a,a,,11.0,1971.0,0.0,22.0,2012.0,Feb
521,958.0,d,c,37117.0,1.0,1969.0,1.0,,,Jan
522,611.0,a,a,65335.0,9.0,1935.0,1.0,,2014.0,Jan
523,1050.0,a,a,70710.0,4.0,2012.0,0.0,,2013.0,Jan
524,860.0,d,a,74072.0,,1980.0,0.0,,,Jan
525,982.0,c,a,55928.0,11.0,2007.0,0.0,,,Feb
526,477.0,a,a,,10.0,2007.0,1.0,,,Jan
527,710.0,a,a,40557.0,9.0,2002.0,0.0,,2014.0,Jan
528,894.0,d,a,65760.0,7.0,,1.0,,,Jan
529,740.0,c,c,52060.0,1.0,2010.0,0.0,14.0,,Jan
530,1090.0,a,c,,1.0,2009.0,0.0,37.0,2010.0,Jan
531,766.0,d,c,7.0,1.0,2013.0,0.0,,2009.0,Mar
532,710.0,a,a,,,,0.0,,,Feb
533,40.0,c,a,,9.0,1951.0,0.0,28.0,,Mar
534,985.0,c,a,34893.0,11.0,1930.0,0.0,,,Jan
535,769.0,a,a,,10.0,2012.0,0.0,,2014.0,Jan
536,997.0,d,c,54335.0,1.0,2011.0,1.0,,2011.0,Feb
537,995.0,a,a,,1.0,,1.0,,2011.0,Jan
538,625.0,a,a,14753.0,11.0,,1.0,,,Jan
539,910.0,a,a,,11.0,2011.0,0.0,32.0,,Mar
540,238.0,d,a,,1.0,2014.0,0.0,,2013.0,Mar
541,534.0,a,a,,1.0,1945.0,0.0,,2010.0,Jan
542,969.0,c,c,9.0,1.0,1930.0,1.0,12.0,2011.0,Feb
543,595.0,a,c,14429.0,1.0,2011.0,0.0,,2013.0,Jan
544,910.0,c,a,,1.0,2011.0,1.0,,,Feb
545,910.0,c,a,,11.0,2011.0,0.0,,,Jan
546,896.0,c,c,4.0,9.0,2005.0,1.0,12.0,2014.0,Mar
547,838.0,d,a,54995.0,2.0,2007.0,0.0,36.0,2012.0,Mar
548,860.0,a,c,55051.0,10.0,2008.0,0.0,,2014.0,Mar
549,905.0,d,a,,2.0,,1.0,,2010.0,Jan
550,867.0,a,a,,7.0,,0.0,,2011.0,Jan
551,915.0,a,a,,3.0,1980.0,0.0,,2009.0,Feb
552,963.0,c,a,,11.0,,0.0,,,Jan
553,885.0,d,a,71054.0,1.0,2008.0,0.0,40.0,2012.0,Jan
554,846.0,d,a,495.0,9.0,,0.0,1.0,,Feb
555,509.0,c,a,3010.0,1.0,2008.0,0.0,,2014.0,Feb
556,958.0,c,c,35325.0,11.0,1982.0,0.0,40.0,,Jan
557,910.0,a,c,68960.0,3.0,2007.0,1.0,,,Jan
558,1090.0,d,c,7404072.0,11.0,,0.0,,,Jan
559,914.0,a,a,486.0,9.0,2011.0,0.0,37.0,,Feb
560,710.0,a,a,51854.0,9.0,2008.0,0.0,40.0,,Jan
561,971.0,d,a,23000.0,3.0,1932.0,0.0,,2014.0,Jan
562,830.0,d,c,495.0,,2008.0,1.0,,,Jan
563,1111.0,c,a,52803.0,9.0,2008.0,0.0,,2012.0,Jan
564,110.0,d,c,37117.0,5.0,2012.0,0.0,,2013.0,Jan
565,1089.0,a,a,14.0,3.0,,0.0,14.0,,Mar
566,726.0,d,a,52270.0,7.0,2008.0,0.0,9.0,2014.0,Jan
567,1060.0,c,a,,4.0,2014.0,0.0,,2012.0,Jan
568,805.0,d,a,,3.0,2005.0,0.0,20.0,2013.0,Feb
569,742.0,a,a,,10.0,,1.0,,,Feb
570,1063.0,c,a,54625.0,10.0,2008.0,,14.0,2012.0,Jan
571,1073.0,a,c,,10.0,1941.0,0.0,,,Jan
572,910.0,d,c,70740.0,,,0.0,14.0,2014.0,Feb
573,710.0,a,a,1340.0,4.0,2008.0,,,2011.0,Mar
574,1034.0,a,a,,11.0,1938.0,0.0,,2013.0,Jan
575,910.0,d,a,14.0,2.0,1947.0,0.0,14.0,2010.0,Mar
576,963.0,a,c,,,,0.0,,,Jan
577,760.0,c,c,73689.0,3.0,,0.0,,2014.0,Mar
578,880.0,a,c,4038.0,9.0,,0.0,,,Mar
579,57.0,a,c,35108.0,1.0,1912.0,0.0,12.0,2010.0,Jan
580,910.0,a,a,,1.0,2006.0,1.0,38.0,2011.0,Jan
581,1034.0,d,a,34052.0,,2009.0,0.0,,,Mar
582,603.0,a,a,18653.0,1.0,2005.0,1.0,,,Jan
583,386.0,a,a,,11.0,2003.0,1.0,22.0,2013.0,Mar
584,57.0,d,a,40682.0,,1908.0,0.0,,2011.0,Jan
585,10.0,c,a,,11.0,1985.0,0.0,14.0,2012.0,Jan
586,1102.0,a,c,3333.0,9.0,1954.0,1.0,,2009.0,Mar
587,810.0,a,a,,1.0,2007.0,0.0,18.0,2013.0,Jan
588,478.0,d,c,14429.0,1.0,2013.0,1.0,,2009.0,Feb
589,785.0,a,a,,5.0,1947.0,0.0,,,Mar
590,238.0,c,a,14429.0,7.0,2012.0,1.0,,,Mar
591,869.0,c,a,54625.0,10.0,,0.0,,2009.0,Feb
592,1060.0,a,a,,,,0.0,12.0,,Jan
593,9.0,d,a,68222.0,,1933.0,,,2011.0,Jan
594,1060.0,a,a,40225.0,8.0,2015.0,0.0,37.0,2014.0,Jan
595,1097.0,d,a,6.0,9.0,,0.0,,,Jan
596,997.0,d,a,40340.99,,,0.0,37.0,2011.0,Mar
597,1089.0,c,c,59142.0,10.0,,0.0,,,Feb
598,671.0,d,a,,1.0,2005.0,0.0,22.0,2011.0,Jan
599,738.0,c,c,27175.0,9.0,2003.0,0.0,,2014.0,Jan
600,852.0,c,c,12893.0,4.0,2006.0,0.0,,,Mar
601,805.0,c,c,,3.0,2005.0,1.0,,2011.0,Feb
602,994.0,d,a,,1.0,,1.0,45.0,2011.0,Feb
603,830.0,a,c,59060.0,3.0,2005.0,0.0,,2011.0,Jan
604,521.0,c,a,59050.0,11.0,,1.0,,,Feb
605,14.0,d,a,,5.0,1945.0,0.0,40.0,2011.0,Jan
606,664.0,d,a,14429.94,,2006.0,0.0,,2012.0,Feb
607,473.0,c,c,68222.69,10.0,,0.0,,2012.0,Jan
608,760.0,a,a,12585.0,9.0,2011.0,0.0,,2013.0,Jan
609,910.0,a,a,14776.0,9.0,,0.0,45.0,2011.0,Jan
610,928.0,d,c,,,,1.0,45.0,2009.0,Mar
611,446.0,d,a,14709.0,5.0,2011.0,0.0,42.0,2011.0,Jan
612,364.0,a,a,,,2011.0,0.0,,,Mar
613,1040.0,d,a,3884.0,6.0,1987.0,0.0,,2010.0,Feb
614,730.0,d,a,57658.0,1.0,2015.0,0.0,14.0,,Jan
615,10.0,c,a,,6.0,2012.0,0.0,18.0,2013.0,Mar
616,860.0,a,a,10294.0,11.0,2013.0,1.0,45.0,2011.0,Mar
617,569.0,a,a,,1.0,,0.0,,2010.0,Jan
618,546.0,a,a,1591.0,10.0,1986.0,0.0,14.0,2010.0,Jan
619,671.0,a,a,,,2003.0,0.0,45.0,2014.0,Feb
620,590.0,c,a,,8.0,2011.0,1.0,,,Mar
621,10.0,a,a,807.0,4.0,2010.0,1.0,14.0,2011.0,Jan
622,7.0,c,a,9795.0,9.0,,1.0,31.0,2012.0,Feb
623,860.0,d,a,,4.0,2012.0,0.0,40.0,2013.0,Mar
624,1062.0,d,a,40557.51,10.0,2004.0,,,2013.0,Feb
625,971.0,a,a,515.0,1.0,,0.0,37.0,,Jan
626,940.0,d,a,54262.0,7.0,2006.0,0.0,,2013.0,Jan
627,9.0,a,a,467.0,,1998.0,0.0,,2013.0,Jan
628,613.0,a,a,14651.0,10.0,1965.0,1.0,22.0,,Mar
629,376.0,c,c,40340.0,,,1.0,14.0,2009.0,Jan
630,8.0,c,a,,10.0,,1.0,,2012.0,Feb
631,464.0,a,a,75004.0,,2001.0,1.0,10.0,,Jan
632,710.0,d,c,,1.0,1990.0,0.0,,,Feb
633,376.0,a,c,27534.0,,1995.0,1.0,,2011.0,Feb
634,162.0,c,,,1.0,,1.0,,,Feb
635,128.0,d,c,,,,0.0,,,Jan
636,590.0,a,a,9129.0,2.0,2005.0,1.0,,2009.0,Jan
637,1029.0,a,a,,1.0,2011.0,1.0,12.0,2014.0,Jan
638,1090.0,a,c,40297.0,11.0,2005.0,1.0,,,Jan
639,994.0,c,c,,4.0,2005.0,1.0,,,Feb
640,576.0,d,c,,9.0,,0.0,,2014.0,Jan
641,590.0,a,a,37234.0,9.0,2011.0,1.0,,,Jan
642,1084.0,c,a,4.0,3.0,,1.0,31.0,2011.0,Jan
643,914.0,a,a,75753.0,2.0,2010.0,0.0,33.0,2012.0,Jan
644,1002.0,d,c,14776.0,,,1.0,,2014.0,Jan
645,910.0,c,a,5682.16,,,0.0,,,Feb
646,204.0,c,a,66470.0,,,1.0,,2011.0,Feb
647,918.0,d,c,14.0,,,1.0,22.0,,Jan
648,1114.0,c,a,40225.0,9.0,2005.0,0.0,,2010.0,Mar
649,910.0,d,a,,7.0,2001.0,0.0,,,Jan
650,973.0,c,a,9646.0,9.0,2001.0,0.0,,2011.0,Feb
651,973.0,a,a,,,2007.0,0.0,43.0,,Jan
652,590.0,a,c,,4.0,,1.0,1.0,2012.0,Feb
653,127.0,d,a,12604.0,5.0,,1.0,,2013.0,Feb
654,912.0,a,a,17144.0,8.0,2006.0,0.0,,,Jan
655,963.0,a,a,54180.0,8.0,1907.0,0.0,,,Feb
656,690.0,a,c,40940.0,8.0,2008.0,1.0,,2014.0,Jan
657,511.0,a,a,51854.0,5.0,2012.0,0.0,,,Jan
658,869.0,a,a,53548.0,,2008.0,0.0,,,Feb
659,669.0,a,a,18003.0,10.0,1930.0,1.0,1.0,,Feb
660,376.0,a,a,,9.0,2005.0,1.0,1.0,2013.0,Jan
661,584.0,a,a,,3.0,,0.0,,,Feb
662,603.0,a,a,43418.0,,2013.0,0.0,,,Feb
663,590.0,d,a,,7.0,2008.0,0.0,,2011.0,Jan
664,693.0,c,a,710.0,8.0,1942.0,1.0,31.0,2009.0,Jan
665,625.0,a,c,,3.0,,1.0,,2013.0,Jan
666,971.0,d,c,35776.0,9.0,2006.0,0.0,14.0,2013.0,Jan
667,959.0,c,a,,1.0,2012.0,1.0,,,Jan
668,582.0,d,a,68222.0,4.0,1942.0,0.0,12.0,,Jan
669,994.0,c,a,62965.0,1.0,,0.0,,,Mar
670,1040.0,a,a,71054.0,10.0,2014.0,0.0,14.0,2014.0,Jan
671,910.0,c,a,,2.0,2004.0,1.0,,2009.0,Jan
672,918.0,d,c,,9.0,2011.0,1.0,37.0,2013.0,Jan
673,1089.0,a,c,,2.0,2011.0,0.0,,2014.0,Jan
674,930.0,c,a,48395.0,6.0,2012.0,0.0,12.0,2009.0,Jan
675,918.0,a,c,,8.0,1962.0,0.0,37.0,2013.0,Mar
676,880.0,d,c,52659.0,1.0,,1.0,,,Mar
677,810.0,c,a,17144.0,11.0,2008.0,0.0,14.0,2010.0,Jan
678,473.0,a,a,,9.0,2005.0,0.0,,2014.0,Jan
679,1061.0,d,a,14776.0,4.0,1941.0,1.0,,2013.0,Jan
680,,d,a,66789.0,1.0,,0.0,,,Feb
681,860.0,d,a,,5.0,1998.0,1.0,40.0,2013.0,Jan
682,364.0,a,a,8108.0,,2007.0,0.0,31.0,2012.0,Jan
683,1114.0,c,a,68992.0,,,0.0,9.0,2013.0,Mar
684,710.0,a,a,1204.0,10.0,2009.0,0.0,,2009.0,Mar
685,1070.0,a,c,14.0,,,1.0,,2014.0,Jan
686,860.0,a,a,50795.0,10.0,,1.0,,,Feb
687,1053.0,b,a,14651.0,3.0,2003.0,0.0,10.0,2012.0,Jan
688,860.0,a,c,71054.0,9.0,2007.0,0.0,43.0,,Jan
689,1078.0,a,a,,1.0,2008.0,0.0,,2014.0,Jan
690,711.0,c,a,43838.84,2.0,1982.0,,25.0,2011.0,Mar
691,182.0,a,a,10.0,10.0,2012.0,0.0,12.0,2012.0,Jan
692,850.0,a,a,595.0,10.0,,,,,Feb
693,551.0,a,a,,11.0,2009.0,1.0,,2013.0,Feb
694,9.0,d,c,12585.0,2.0,1995.0,1.0,14.0,2014.0,Jan
695,860.0,d,a,,1.0,,1.0,,,Jan
696,927.0,d,c,,7.0,,0.0,,2014.0,Jan
697,928.0,a,c,18653.0,9.0,1955.0,0.0,,,Jan
698,1060.0,c,a,,9.0,2007.0,0.0,,2011.0,Jan
699,690.0,a,a,71054.0,11.0,2005.0,1.0,40.0,2012.0,Jan
700,869.0,a,a,12893.0,4.0,1972.0,1.0,,,Mar
701,590.0,c,a,,3.0,2007.0,0.0,9.0,,Feb
702,1029.0,c,a,54601.0,,,0.0,,,Feb
703,7.0,a,c,,10.0,2008.0,1.0,,2012.0,Mar
704,810.0,c,c,,5.0,,1.0,,,Feb
705,722.0,a,a,,1.0,,1.0,40.0,2009.0,Jan
706,940.0,a,c,57435.0,5.0,2008.0,0.0,,,Jan
707,1073.0,c,c,,5.0,1972.0,0.0,,,Jan
708,997.0,a,a,14776.0,1.0,,0.0,,,Jan
709,910.0,a,a,3960.0,9.0,1995.0,0.0,,2012.0,Feb
710,370.0,c,a,,6.0,2013.0,0.0,,,Feb
711,880.0,a,a,,5.0,,1.0,6.0,2013.0,Jan
712,7.0,c,a,,9.0,1900.0,1.0,,2014.0,Jan
713,40.0,a,a,5.0,11.0,,0.0,,,Jan
714,1060.0,a,a,14651.0,5.0,1982.0,0.0,,,Jan
715,477.0,c,a,,1.0,1999.0,,45.0,2014.0,Jan
716,111.0,a,c,,4.0,,0.0,10.0,2012.0,Jan
717,590.0,d,a,6531.43,6.0,,1.0,,,Jan
718,995.0,a,a,71054.0,9.0,1980.0,0.0,,2013.0,Mar
719,940.0,a,c,36342.46,1.0,1990.0,0.0,14.0,2014.0,Mar
720,830.0,d,c,54995.0,11.0,1995.0,1.0,,,Jan
721,784.0,a,a,45192.69,9.0,2001.0,0.0,11.0,2013.0,Feb
722,586.0,a,c,,4.0,2004.0,0.0,,,Jan
723,546.0,c,a,71054.0,1.0,2007.0,0.0,,2011.0,Jan
724,10.0,a,c,12012.0,9.0,2008.0,,,2011.0,Jan
725,498.0,c,c,70823.0,7.0,1959.0,0.0,,2009.0,Jan
726,682.0,c,a,61418.0,1.0,2007.0,0.0,,2012.0,Jan
727,454.0,d,a,,11.0,2006.0,0.0,,2013.0,Jan
728,973.0,a,a,963.0,10.0,2006.0,0.0,,,Jan
729,790.0,a,a,,1.0,1987.0,0.0,,,Feb
730,110.0,c,a,57086.0,5.0,2006.0,0.0,,2009.0,Jan
731,631.0,,c,,,,,1.0,2010.0,Mar
732,542.0,c,a,,,,1.0,,,Mar
733,631.0,c,c,56851.0,4.0,2008.0,0.0,,2011.0,Jan
734,376.0,a,a,1284.0,,2011.0,0.0,,,Mar
735,9.0,a,c,14651.0,9.0,2012.0,0.0,14.0,2013.0,Jan
736,631.0,a,c,,6.0,2007.0,0.0,,,Mar
737,534.0,c,a,53394.0,9.0,2013.0,1.0,40.0,,Mar
738,860.0,c,a,53407.0,7.0,2011.0,1.0,,2011.0,Jan
739,910.0,a,a,45530.0,5.0,,1.0,,2011.0,Jan
740,10.0,a,c,5079.0,,1995.0,1.0,1.0,2011.0,Jan
741,830.0,d,a,12555.0,6.0,1951.0,1.0,40.0,2014.0,Jan
742,659.0,a,a,14651.0,11.0,2013.0,1.0,23.0,2013.0,Feb
743,9.0,a,a,40403.0,,2006.0,0.0,37.0,,Feb
744,430.0,a,a,,5.0,2006.0,1.0,12.0,,Jan
745,910.0,d,a,,10.0,2008.0,0.0,,2013.0,Jan
746,910.0,d,c,71054.0,9.0,2011.0,0.0,,,Mar
747,515.0,c,a,9802.0,9.0,2011.0,0.0,,,Feb
748,940.0,d,a,66992.0,10.0,,1.0,15.0,2011.0,Jan
749,769.0,a,a,18331.0,5.0,2010.0,0.0,,,Jan
750,908.0,a,a,40940.0,4.0,2005.0,0.0,,2009.0,Feb
751,930.0,a,c,,5.0,2008.0,0.0,,,Jan
752,668.0,d,c,4029.0,7.0,2011.0,1.0,36.0,2012.0,Jan
753,910.0,a,a,,11.0,2007.0,1.0,,2013.0,Jan
754,926.0,c,a,24273.0,11.0,2005.0,1.0,37.0,2014.0,Jan
755,479.0,a,a,63600.0,10.0,1953.0,1.0,1.0,2013.0,Mar
756,937.0,a,c,5684.0,2.0,2013.0,0.0,7.0,2011.0,Jan
757,1010.0,c,a,,2.0,2007.0,1.0,,,Jan
758,584.0,a,c,45653.0,9.0,,1.0,,,Jan
759,958.0,d,a,10350.0,12.0,1954.0,0.0,,,Feb
760,801.0,a,a,,11.0,2005.0,0.0,27.0,2010.0,Jan
761,770.0,a,a,60551.0,10.0,2008.0,1.0,,,Mar
762,110.0,,a,,,2012.0,1.0,,,Feb
763,860.0,a,a,71054.0,10.0,,0.0,22.0,,Jan
764,1060.0,a,c,,5.0,2005.0,0.0,10.0,2014.0,Jan
765,959.0,a,c,,10.0,,1.0,,,Mar
766,1109.0,d,c,,11.0,2012.0,0.0,,,Jan
767,873.0,a,c,5524.0,6.0,,1.0,,,Feb
768,590.0,a,c,52270.0,10.0,2001.0,0.0,3.0,,Jan
769,9.0,c,a,9533.0,11.0,1915.0,1.0,12.0,2014.0,Jan
770,568.0,a,a,40332.0,,,0.0,14.0,2010.0,Feb
771,863.0,a,a,,9.0,2011.0,0.0,,,Mar
772,905.0,c,a,70733.0,9.0,2007.0,1.0,,2013.0,Jan
773,128.0,a,a,6790.0,3.0,2011.0,1.0,,,Jan
774,910.0,a,c,23000.0,1.0,2012.0,0.0,,,Feb
775,907.0,a,a,,2.0,2006.0,1.0,,2009.0,Jan
776,760.0,a,a,14651.0,1.0,2008.0,0.0,13.0,2014.0,Feb
777,1081.0,c,a,586.0,2.0,2001.0,1.0,14.0,2014.0,Jan
778,11.0,a,a,61265.0,,1998.0,0.0,,,Jan
779,838.0,d,a,40403.0,9.0,1955.0,1.0,,,Jan
780,860.0,d,c,,4.0,1908.0,1.0,,,Feb
781,529.0,a,a,,4.0,,0.0,,2010.0,Mar
782,595.0,c,a,51854.0,8.0,2007.0,0.0,,2012.0,Jan
783,1060.0,c,a,40403.0,4.0,,,30.0,,Jan
784,1102.0,a,a,53981.0,2.0,,0.0,,,Mar
785,1109.0,a,c,57769.0,,2009.0,0.0,,2012.0,Jan
786,910.0,a,c,,11.0,,0.0,,2013.0,Jan
787,860.0,c,a,45239.0,11.0,2004.0,0.0,,2014.0,Jan
788,1023.0,c,a,40588.0,2.0,2009.0,0.0,31.0,2014.0,Jan
789,767.0,d,a,51310.0,1.0,2013.0,1.0,45.0,2009.0,Jan
790,625.0,c,a,,1.0,2012.0,,,,Mar
791,267.0,c,c,,10.0,,1.0,1.0,2013.0,Mar
792,1002.0,a,a,53176.0,,,1.0,13.0,2011.0,Jan
793,710.0,a,c,61895.0,1.0,1971.0,0.0,,2011.0,Mar
794,1078.0,a,a,14776.0,,2008.0,0.0,,,Jan
795,479.0,d,a,51310.0,6.0,2009.0,0.0,,2014.0,Jan
796,928.0,d,a,40340.35,7.0,2010.0,1.0,4.0,2012.0,Jan
797,961.0,c,a,14.0,10.0,2013.0,0.0,,,Jan
798,918.0,a,a,54.0,4.0,1955.0,0.0,40.0,2010.0,Jan
799,1084.0,a,a,,,,1.0,,,Mar
800,938.0,a,c,,,,1.0,37.0,,Mar
801,715.0,a,a,70710.0,4.0,,0.0,,,Feb
802,766.0,a,a,52046.0,9.0,,0.0,,2013.0,Feb
803,111.0,a,a,,10.0,2001.0,0.0,27.0,2009.0,Jan
804,110.0,a,a,,5.0,2010.0,1.0,,2005.0,Jan
805,590.0,,a,,10.0,2008.0,1.0,,2012.0,Jan
