Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Id
536,1,2015-07-13,10858.0,946.0,1.0,1,0,1,
537,1,2015-07-13,7246.0,734.0,1.0,1,0,0,
539,1,2015-07-13,13557.0,1265.0,1.0,1,0,0,
540,1,2015-07-13,9262.0,582.0,1.0,1,0,0,
541,1,2015-07-13,11500.0,1189.0,1.0,1,0,1,
542,1,2015-07-13,8540.0,635.0,1.0,1,0,0,
543,1,2015-07-13,3862.0,309.0,1.0,1,0,0,
546,1,2015-07-13,19115.0,2008.0,1.0,1,0,0,
547,1,2015-07-13,8598.0,607.0,1.0,1,0,0,
548,1,2015-07-13,8272.0,528.0,1.0,1,0,0,
549,1,2015-07-13,5875.0,643.0,1.0,1,0,0,
550,1,2015-07-13,7018.0,495.0,1.0,1,0,0,
551,1,2015-07-13,8712.0,1162.0,1.0,1,0,0,
554,1,2015-07-13,7021.0,779.0,1.0,1,0,0,
557,1,2015-07-13,5547.0,700.0,1.0,1,0,1,
558,1,2015-07-13,4169.0,536.0,1.0,1,0,0,
559,1,2015-07-13,9247.0,1059.0,1.0,1,0,1,
562,1,2015-07-13,19638.0,3245.0,1.0,1,0,0,
564,1,2015-07-13,7993.0,579.0,1.0,1,0,1,
565,1,2015-07-13,8562.0,857.0,1.0,1,0,1,
566,1,2015-07-13,7869.0,737.0,1.0,1,0,0,
567,1,2015-07-13,6769.0,752.0,1.0,1,0,1,
568,1,2015-07-13,6458.0,469.0,1.0,1,0,0,
569,1,2015-07-13,5254.0,768.0,1.0,1,0,0,
570,1,2015-07-13,5530.0,716.0,1.0,1,0,1,
571,1,2015-07-13,10945.0,716.0,1.0,1,0,0,
572,1,2015-07-13,9400.0,638.0,1.0,1,0,1,
573,1,2015-07-13,5755.0,426.0,1.0,1,0,0,
574,1,2015-07-13,13084.0,842.0,1.0,1,0,0,
576,1,2015-07-13,10122.0,1180.0,1.0,1,0,0,
577,1,2015-07-13,7023.0,730.0,1.0,1,0,0,
578,1,2015-07-13,15426.0,1231.0,1.0,1,0,0,
579,1,2015-07-13,11982.0,1032.0,1.0,1,0,1,
580,1,2015-07-13,12022.0,1704.0,1.0,1,0,0,
581,1,2015-07-13,8446.0,733.0,1.0,1,0,0,
582,1,2015-07-13,8816.0,953.0,1.0,1,0,0,
583,1,2015-07-13,6485.0,597.0,1.0,1,0,1,
584,1,2015-07-13,6580.0,544.0,1.0,1,0,0,
585,1,2015-07-13,7312.0,948.0,1.0,1,0,0,
586,1,2015-07-13,17138.0,2340.0,1.0,1,0,1,
587,1,2015-07-13,15484.0,971.0,1.0,1,0,0,
588,1,2015-07-13,8759.0,820.0,1.0,1,0,0,
589,1,2015-07-13,7208.0,650.0,1.0,1,0,0,
591,1,2015-07-13,7583.0,612.0,1.0,1,0,0,
593,1,2015-07-13,13750.0,1600.0,1.0,1,0,0,
594,1,2015-07-13,5735.0,576.0,1.0,1,0,0,
597,1,2015-07-13,6365.0,887.0,1.0,1,0,0,
598,1,2015-07-13,7071.0,848.0,1.0,1,0,0,
602,1,2015-07-13,9650.0,764.0,1.0,1,0,0,
603,1,2015-07-13,9591.0,1157.0,1.0,1,0,0,
604,1,2015-07-13,10776.0,674.0,1.0,1,0,0,
605,1,2015-07-13,12393.0,692.0,1.0,1,0,0,
606,1,2015-07-13,7710.0,705.0,1.0,1,0,0,
607,1,2015-07-13,6716.0,630.0,1.0,1,0,1,
609,1,2015-07-13,6407.0,614.0,1.0,1,0,0,
610,1,2015-07-13,5732.0,609.0,1.0,1,0,1,
611,1,2015-07-13,8035.0,604.0,1.0,1,0,0,
613,1,2015-07-13,7930.0,1025.0,1.0,1,0,1,
614,1,2015-07-13,8036.0,1011.0,1.0,1,0,1,
615,1,2015-07-13,12684.0,1406.0,1.0,1,0,0,
616,1,2015-07-13,10798.0,923.0,1.0,1,0,1,
618,1,2015-07-13,10655.0,700.0,1.0,1,0,0,
619,1,2015-07-13,6212.0,550.0,1.0,1,0,0,
620,1,2015-07-13,10228.0,868.0,1.0,1,0,0,
621,1,2015-07-13,7846.0,868.0,1.0,1,0,1,
623,1,2015-07-13,8249.0,859.0,1.0,1,0,1,
625,1,2015-07-13,9402.0,725.0,1.0,1,0,1,
626,1,2015-07-13,15294.0,1128.0,1.0,1,0,1,
627,1,2015-07-13,9416.0,817.0,1.0,1,0,0,
628,1,2015-07-13,8371.0,934.0,1.0,1,0,0,
629,1,2015-07-13,8836.0,694.0,1.0,1,0,0,
630,1,2015-07-13,8450.0,864.0,1.0,1,0,1,
631,1,2015-07-13,8060.0,848.0,1.0,1,0,0,
632,1,2015-07-13,9996.0,1127.0,1.0,1,0,0,
633,1,2015-07-13,9477.0,655.0,1.0,1,0,0,
635,1,2015-07-13,10011.0,810.0,1.0,1,0,1,
636,1,2015-07-13,8560.0,964.0,1.0,1,0,0,
637,1,2015-07-13,12755.0,892.0,1.0,1,0,0,
639,1,2015-07-13,5804.0,507.0,1.0,1,0,1,
641,1,2015-07-13,8267.0,572.0,1.0,1,0,1,
642,1,2015-07-13,3858.0,449.0,1.0,1,0,1,
643,1,2015-07-13,11030.0,1152.0,1.0,1,0,0,
644,1,2015-07-13,11344.0,1113.0,1.0,1,0,0,
645,1,2015-07-13,14509.0,1539.0,1.0,1,0,0,
646,1,2015-07-13,7047.0,870.0,1.0,1,0,0,
647,1,2015-07-13,8990.0,894.0,1.0,1,0,0,
648,1,2015-07-13,8888.0,666.0,1.0,1,0,0,
649,1,2015-07-13,6081.0,513.0,1.0,1,0,1,
650,1,2015-07-13,7590.0,706.0,1.0,1,0,0,
651,1,2015-07-13,8847.0,987.0,1.0,1,0,1,
652,1,2015-07-13,11054.0,919.0,1.0,1,0,1,
653,1,2015-07-13,7709.0,550.0,1.0,1,0,1,
654,1,2015-07-13,11033.0,974.0,1.0,1,0,1,
655,1,2015-07-13,14079.0,961.0,1.0,1,0,1,
656,1,2015-07-13,4810.0,477.0,1.0,1,0,0,
657,1,2015-07-13,7119.0,828.0,1.0,1,0,1,
658,1,2015-07-13,9548.0,721.0,1.0,1,0,1,
659,1,2015-07-13,7151.0,773.0,1.0,1,0,0,
661,1,2015-07-13,9559.0,680.0,1.0,1,0,0,
662,1,2015-07-13,11026.0,904.0,1.0,1,0,0,
663,1,2015-07-13,7885.0,908.0,1.0,1,0,0,
664,1,2015-07-13,8205.0,823.0,1.0,1,0,1,
665,1,2015-07-13,10856.0,1400.0,1.0,1,0,0,
666,1,2015-07-13,10291.0,844.0,1.0,1,0,0,
667,1,2015-07-13,12805.0,1019.0,1.0,1,0,0,
668,1,2015-07-13,12831.0,1387.0,1.0,1,0,0,
670,1,2015-07-13,9309.0,890.0,1.0,1,0,0,
671,1,2015-07-13,9086.0,768.0,1.0,1,0,0,
672,1,2015-07-13,11150.0,1518.0,1.0,1,0,1,
673,1,2015-07-13,11236.0,749.0,1.0,1,0,0,
675,1,2015-07-13,5324.0,469.0,1.0,1,0,1,
677,1,2015-07-13,10262.0,716.0,1.0,1,0,0,
678,1,2015-07-13,10327.0,1002.0,1.0,1,0,1,
679,1,2015-07-13,13851.0,1319.0,1.0,1,0,0,
680,1,2015-07-13,6375.0,813.0,1.0,1,0,0,
681,1,2015-07-13,4836.0,619.0,1.0,1,0,0,
682,1,2015-07-13,16565.0,2278.0,1.0,1,0,0,
683,1,2015-07-13,11439.0,1086.0,1.0,1,0,0,
684,1,2015-07-13,13904.0,895.0,1.0,1,0,0,
686,1,2015-07-13,10434.0,1025.0,1.0,1,0,1,
687,1,2015-07-13,12611.0,918.0,1.0,1,0,1,
688,1,2015-07-13,5484.0,471.0,1.0,1,0,1,
689,1,2015-07-13,10001.0,871.0,1.0,1,0,0,
690,1,2015-07-13,7263.0,902.0,1.0,1,0,1,
691,1,2015-07-13,13082.0,758.0,1.0,1,0,1,
692,1,2015-07-13,9374.0,939.0,1.0,1,0,1,
693,1,2015-07-13,11224.0,715.0,1.0,1,0,0,
694,1,2015-07-13,10460.0,887.0,1.0,1,0,0,
696,1,2015-07-13,11125.0,1252.0,1.0,1,0,0,
699,1,2015-07-13,10436.0,984.0,1.0,1,0,0,
700,1,2015-07-13,7109.0,682.0,1.0,1,0,0,
701,1,2015-07-13,7509.0,758.0,1.0,1,0,0,
703,1,2015-07-13,4633.0,420.0,1.0,1,0,1,
704,1,2015-07-13,14652.0,1439.0,1.0,1,0,0,
705,1,2015-07-13,12427.0,1136.0,1.0,1,0,1,
707,1,2015-07-13,10398.0,973.0,1.0,1,0,1,
708,1,2015-07-13,7962.0,653.0,1.0,1,0,1,
709,1,2015-07-13,14392.0,1627.0,1.0,1,0,0,
711,1,2015-07-13,6530.0,479.0,1.0,1,0,0,
712,1,2015-07-13,8314.0,651.0,1.0,1,0,0,
713,1,2015-07-13,12341.0,1267.0,1.0,1,0,1,
714,1,2015-07-13,6378.0,416.0,1.0,1,0,0,
716,1,2015-07-13,6646.0,523.0,1.0,1,0,0,
718,1,2015-07-13,10377.0,994.0,1.0,1,0,0,
719,1,2015-07-13,8022.0,655.0,1.0,1,0,0,
721,1,2015-07-13,9907.0,804.0,1.0,1,0,0,
722,1,2015-07-13,8576.0,1338.0,1.0,1,0,0,
723,1,2015-07-13,11743.0,782.0,1.0,1,0,0,
724,1,2015-07-13,8623.0,746.0,1.0,1,0,1,
725,1,2015-07-13,7890.0,735.0,1.0,1,0,0,
726,1,2015-07-13,16803.0,1358.0,1.0,1,0,1,
729,1,2015-07-13,15863.0,1212.0,1.0,1,0,1,
730,1,2015-07-13,9600.0,1058.0,1.0,1,0,0,
731,1,2015-07-13,13767.0,1076.0,1.0,1,0,1,
732,1,2015-07-13,11379.0,1188.0,1.0,1,0,0,
733,1,2015-07-13,15964.0,3232.0,1.0,1,0,1,
734,1,2015-07-13,7734.0,609.0,1.0,1,0,1,
737,1,2015-07-13,8364.0,1024.0,1.0,1,0,1,
738,1,2015-07-13,11082.0,798.0,1.0,1,0,1,
739,1,2015-07-13,16900.0,1177.0,1.0,1,0,0,
741,1,2015-07-13,10448.0,1043.0,1.0,1,0,0,
742,1,2015-07-13,12719.0,1099.0,1.0,1,0,1,
743,1,2015-07-13,6297.0,587.0,1.0,1,0,1,
744,1,2015-07-13,9272.0,968.0,1.0,1,0,0,
745,1,2015-07-13,13004.0,994.0,1.0,1,0,1,
746,1,2015-07-13,10157.0,736.0,1.0,1,0,0,
747,1,2015-07-13,11031.0,837.0,1.0,1,0,1,
748,1,2015-07-13,9040.0,617.0,1.0,1,0,1,
749,1,2015-07-13,6613.0,727.0,1.0,1,0,0,
751,1,2015-07-13,4897.0,543.0,1.0,1,0,1,
752,1,2015-07-13,8587.0,599.0,1.0,1,0,1,
753,1,2015-07-13,12737.0,973.0,1.0,1,0,1,
754,1,2015-07-13,11365.0,1132.0,1.0,1,0,1,
755,1,2015-07-13,14295.0,1082.0,1.0,1,0,1,
758,1,2015-07-13,6822.0,835.0,1.0,1,0,0,
759,1,2015-07-13,9512.0,871.0,1.0,1,0,1,
760,1,2015-07-13,9908.0,1391.0,1.0,1,0,0,
761,1,2015-07-13,13430.0,1247.0,1.0,1,0,0,
762,1,2015-07-13,5837.0,525.0,1.0,1,0,0,
763,1,2015-07-13,8948.0,722.0,1.0,1,0,0,
765,1,2015-07-13,12420.0,925.0,1.0,1,0,0,
766,1,2015-07-13,8331.0,626.0,1.0,1,0,0,
767,1,2015-07-13,9169.0,827.0,1.0,1,0,0,
768,1,2015-07-13,20098.0,1795.0,1.0,1,0,0,
769,1,2015-07-13,12218.0,3268.0,1.0,1,0,1,
770,1,2015-07-13,7102.0,646.0,1.0,1,0,1,
773,1,2015-07-13,6645.0,859.0,1.0,1,0,0,
774,1,2015-07-13,7355.0,834.0,1.0,1,0,0,
776,1,2015-07-13,8277.0,703.0,1.0,1,0,1,
777,1,2015-07-13,5722.0,435.0,1.0,1,0,0,
781,1,2015-07-13,6861.0,821.0,1.0,1,0,1,
782,1,2015-07-13,8045.0,649.0,1.0,1,0,0,
784,1,2015-07-13,8895.0,799.0,1.0,1,0,1,
785,1,2015-07-13,11132.0,766.0,1.0,1,0,1,
786,1,2015-07-13,5506.0,745.0,1.0,1,0,1,
787,1,2015-07-13,14933.0,1423.0,1.0,1,0,1,
788,1,2015-07-13,22598.0,2020.0,1.0,1,0,0,
789,1,2015-07-13,4420.0,563.0,1.0,1,0,0,
790,1,2015-07-13,10272.0,813.0,1.0,1,0,0,
791,1,2015-07-13,12303.0,1034.0,1.0,1,0,1,
793,1,2015-07-13,8484.0,649.0,1.0,1,0,1,
794,1,2015-07-13,4015.0,604.0,1.0,1,0,1,
795,1,2015-07-13,6774.0,587.0,1.0,1,0,1,
796,1,2015-07-13,10310.0,824.0,1.0,1,0,1,
797,1,2015-07-13,7022.0,569.0,1.0,1,0,0,
799,1,2015-07-13,12518.0,1025.0,1.0,1,0,1,
800,1,2015-07-13,7147.0,577.0,1.0,1,0,0,
801,1,2015-07-13,7635.0,639.0,1.0,1,0,0,
802,1,2015-07-13,10107.0,651.0,1.0,1,0,0,
804,1,2015-07-13,6645.0,535.0,1.0,1,0,0,
805,1,2015-07-13,8185.0,698.0,1.0,1,0,0,
806,1,2015-07-13,10599.0,676.0,1.0,1,0,0,
808,1,2015-07-13,11034.0,753.0,1.0,1,0,1,
809,1,2015-07-13,15350.0,1038.0,1.0,1,0,1,
810,1,2015-07-13,7869.0,565.0,1.0,1,0,0,
811,1,2015-07-13,5676.0,867.0,1.0,1,0,0,
812,1,2015-07-13,10402.0,1064.0,1.0,1,0,1,
814,1,2015-07-13,13861.0,946.0,1.0,1,0,1,
815,1,2015-07-13,8431.0,711.0,1.0,1,0,0,
816,1,2015-07-13,5898.0,739.0,1.0,1,0,1,
818,1,2015-07-13,8571.0,800.0,1.0,1,0,0,
819,1,2015-07-13,8233.0,672.0,1.0,1,0,0,
820,1,2015-07-13,16044.0,1254.0,1.0,1,0,0,
821,1,2015-07-13,9327.0,1019.0,1.0,1,0,0,
822,1,2015-07-13,11577.0,764.0,1.0,1,0,0,
823,1,2015-07-13,8811.0,745.0,1.0,1,0,0,
824,1,2015-07-13,10483.0,1172.0,1.0,1,0,0,
825,1,2015-07-13,6211.0,672.0,1.0,1,0,0,
826,1,2015-07-13,10884.0,824.0,1.0,1,0,1,
827,1,2015-07-13,15927.0,1887.0,1.0,1,0,0,
828,1,2015-07-13,7615.0,745.0,1.0,1,0,1,
829,1,2015-07-13,8343.0,939.0,1.0,1,0,0,
831,1,2015-07-13,15631.0,1737.0,1.0,1,0,1,
832,1,2015-07-13,9357.0,696.0,1.0,1,0,0,
833,1,2015-07-13,7494.0,613.0,1.0,1,0,0,
834,1,2015-07-13,8667.0,843.0,1.0,1,0,0,
835,1,2015-07-13,7987.0,823.0,1.0,1,0,1,
837,1,2015-07-13,5548.0,626.0,1.0,1,0,0,
838,1,2015-07-13,12179.0,1051.0,1.0,1,0,1,
839,1,2015-07-13,6508.0,705.0,1.0,1,0,0,
842,1,2015-07-13,26404.0,1474.0,1.0,1,0,0,
843,1,2015-07-13,14389.0,1377.0,1.0,1,0,0,
845,1,2015-07-13,6887.0,432.0,1.0,1,0,1,
847,1,2015-07-13,8806.0,1011.0,1.0,1,0,1,
848,1,2015-07-13,9949.0,950.0,1.0,1,0,0,
849,1,2015-07-13,11240.0,1014.0,1.0,1,0,0,
852,1,2015-07-13,6311.0,744.0,1.0,1,0,0,
853,1,2015-07-13,13517.0,1313.0,1.0,1,0,0,
854,1,2015-07-13,9067.0,771.0,1.0,1,0,1,
855,1,2015-07-13,9266.0,828.0,1.0,1,0,0,
856,1,2015-07-13,9842.0,1169.0,1.0,1,0,0,
857,1,2015-07-13,10509.0,1099.0,1.0,1,0,0,
858,1,2015-07-13,7073.0,565.0,1.0,1,0,0,
859,1,2015-07-13,10382.0,916.0,1.0,1,0,0,
860,1,2015-07-13,9063.0,941.0,1.0,1,0,0,
861,1,2015-07-13,4570.0,564.0,1.0,1,0,0,
862,1,2015-07-13,11700.0,1385.0,1.0,1,0,0,
863,1,2015-07-13,11388.0,1220.0,1.0,1,0,0,
864,1,2015-07-13,6470.0,713.0,1.0,1,0,0,
866,1,2015-07-13,9078.0,597.0,1.0,1,0,0,
867,1,2015-07-13,6341.0,520.0,1.0,1,0,0,
868,1,2015-07-13,13617.0,831.0,1.0,1,0,0,
870,1,2015-07-13,8699.0,1026.0,1.0,1,0,0,
871,1,2015-07-13,8304.0,603.0,1.0,1,0,0,
872,1,2015-07-13,10238.0,761.0,1.0,1,0,1,
874,1,2015-07-13,5836.0,572.0,1.0,1,0,0,
875,1,2015-07-13,7473.0,570.0,1.0,1,0,0,
877,1,2015-07-13,8851.0,1107.0,1.0,1,0,0,
878,1,2015-07-13,11976.0,1004.0,1.0,1,0,1,
879,1,2015-07-13,6165.0,466.0,1.0,1,0,0,
880,1,2015-07-13,11772.0,1016.0,1.0,1,0,0,
882,1,2015-07-13,7575.0,834.0,1.0,1,0,1,
884,1,2015-07-13,9604.0,809.0,1.0,1,0,0,
885,1,2015-07-13,6587.0,765.0,1.0,1,0,1,
886,1,2015-07-13,8728.0,686.0,1.0,1,0,1,
888,1,2015-07-13,11745.0,1005.0,1.0,1,0,0,
891,1,2015-07-13,8758.0,1052.0,1.0,1,0,1,
892,1,2015-07-13,11710.0,1011.0,1.0,1,0,1,
893,1,2015-07-13,7820.0,888.0,1.0,1,0,0,
894,1,2015-07-13,12432.0,1216.0,1.0,1,0,1,
895,1,2015-07-13,13775.0,1179.0,1.0,1,0,0,
896,1,2015-07-13,9193.0,1279.0,1.0,1,0,0,
897,1,2015-07-13,4428.0,387.0,1.0,1,0,0,
898,1,2015-07-13,11182.0,1021.0,1.0,1,0,1,
899,1,2015-07-13,7267.0,681.0,1.0,1,0,1,
900,1,2015-07-13,7641.0,635.0,1.0,1,0,0,
901,1,2015-07-13,11083.0,861.0,1.0,1,0,0,
902,1,2015-07-13,5181.0,623.0,1.0,1,0,0,
903,1,2015-07-13,16454.0,1000.0,1.0,1,0,0,
904,1,2015-07-13,8480.0,592.0,1.0,1,0,0,
905,1,2015-07-13,8193.0,1069.0,1.0,1,0,1,
906,1,2015-07-13,14150.0,1485.0,1.0,1,0,0,
907,1,2015-07-13,7846.0,877.0,1.0,1,0,1,
908,1,2015-07-13,6230.0,468.0,1.0,1,0,0,
912,1,2015-07-13,7692.0,825.0,1.0,1,0,0,
913,1,2015-07-13,12219.0,1409.0,1.0,1,0,0,
914,1,2015-07-13,13333.0,1354.0,1.0,1,0,0,
915,1,2015-07-13,8442.0,613.0,1.0,1,0,0,
916,1,2015-07-13,6016.0,704.0,1.0,1,0,1,
917,1,2015-07-13,8688.0,835.0,1.0,1,0,1,
919,1,2015-07-13,8710.0,924.0,1.0,1,0,0,
920,1,2015-07-13,7195.0,618.0,1.0,1,0,0,
921,1,2015-07-13,11788.0,1243.0,1.0,1,0,1,
922,1,2015-07-13,9811.0,828.0,1.0,1,0,1,
923,1,2015-07-13,6362.0,731.0,1.0,1,0,0,
924,1,2015-07-13,5648.0,430.0,1.0,1,0,1,
925,1,2015-07-13,7972.0,1206.0,1.0,1,0,0,
927,1,2015-07-13,9390.0,1049.0,1.0,1,0,1,
928,1,2015-07-13,12831.0,898.0,1.0,1,0,1,
930,1,2015-07-13,8293.0,1166.0,1.0,1,0,1,
931,1,2015-07-13,6184.0,678.0,1.0,1,0,0,
933,1,2015-07-13,10488.0,1114.0,1.0,1,0,1,
934,1,2015-07-13,8955.0,743.0,1.0,1,0,1,
935,1,2015-07-13,9047.0,805.0,1.0,1,0,0,
936,1,2015-07-13,8215.0,924.0,1.0,1,0,1,
937,1,2015-07-13,11014.0,795.0,1.0,1,0,0,
938,1,2015-07-13,13205.0,1130.0,1.0,1,0,0,
939,1,2015-07-13,8353.0,693.0,1.0,1,0,1,
940,1,2015-07-13,12016.0,1064.0,1.0,1,0,1,
941,1,2015-07-13,7332.0,705.0,1.0,1,0,0,
942,1,2015-07-13,8758.0,598.0,1.0,1,0,0,
944,1,2015-07-13,8964.0,1259.0,1.0,1,0,0,
945,1,2015-07-13,5506.0,595.0,1.0,1,0,0,
946,1,2015-07-13,6316.0,684.0,1.0,1,0,0,
948,1,2015-07-13,8388.0,2088.0,1.0,1,0,0,
949,1,2015-07-13,8822.0,673.0,1.0,1,0,0,
950,1,2015-07-13,9271.0,736.0,1.0,1,0,0,
951,1,2015-07-13,11469.0,846.0,1.0,1,0,1,
952,1,2015-07-13,7023.0,524.0,1.0,1,0,0,
953,1,2015-07-13,8196.0,720.0,1.0,1,0,1,
957,1,2015-07-13,12192.0,1134.0,1.0,1,0,0,
958,1,2015-07-13,4533.0,577.0,1.0,1,0,0,
960,1,2015-07-13,10035.0,676.0,1.0,1,0,0,
961,1,2015-07-13,8965.0,780.0,1.0,1,0,1,
962,1,2015-07-13,9988.0,1059.0,1.0,1,0,1,
963,1,2015-07-13,19324.0,1542.0,1.0,1,0,1,
966,1,2015-07-13,6328.0,700.0,1.0,1,0,1,
967,1,2015-07-13,10757.0,941.0,1.0,1,0,1,
968,1,2015-07-13,10734.0,1123.0,1.0,1,0,1,
969,1,2015-07-13,5113.0,779.0,1.0,1,0,0,
970,1,2015-07-13,3937.0,419.0,1.0,1,0,0,
971,1,2015-07-13,14370.0,1308.0,1.0,1,0,1,
972,1,2015-07-13,5402.0,517.0,1.0,1,0,1,
975,1,2015-07-13,10486.0,817.0,1.0,1,0,1,
976,1,2015-07-13,10162.0,908.0,1.0,1,0,1,
978,1,2015-07-13,10852.0,1236.0,1.0,1,0,1,
979,1,2015-07-13,9839.0,786.0,1.0,1,0,1,
980,1,2015-07-13,9459.0,611.0,1.0,1,0,1,
981,1,2015-07-13,10396.0,953.0,1.0,1,0,1,
982,1,2015-07-13,13681.0,1024.0,1.0,1,0,1,
983,1,2015-07-13,10555.0,1174.0,1.0,1,0,1,
984,1,2015-07-13,8788.0,897.0,1.0,1,0,1,
986,1,2015-07-13,6512.0,748.0,1.0,1,0,1,
987,1,2015-07-13,9316.0,1065.0,1.0,1,0,0,
988,1,2015-07-13,6278.0,852.0,1.0,1,0,0,
989,1,2015-07-13,7111.0,708.0,1.0,1,0,0,
990,1,2015-07-13,8721.0,706.0,1.0,1,0,1,
991,1,2015-07-13,7741.0,642.0,1.0,1,0,1,
992,1,2015-07-13,7606.0,747.0,1.0,1,0,1,
993,1,2015-07-13,11713.0,982.0,1.0,1,0,1,
994,1,2015-07-13,8297.0,624.0,1.0,1,0,1,
995,1,2015-07-13,13619.0,958.0,1.0,1,0,1,
996,1,2015-07-13,11246.0,962.0,1.0,1,0,1,
997,1,2015-07-13,7228.0,513.0,1.0,1,0,0,
998,1,2015-07-13,6051.0,634.0,1.0,1,0,0,
1000,1,2015-07-13,8564.0,713.0,1.0,1,0,0,
1001,1,2015-07-13,8635.0,796.0,1.0,1,0,1,
1005,1,2015-07-13,8107.0,1000.0,1.0,1,0,1,
1006,1,2015-07-13,9744.0,1171.0,1.0,1,0,1,
1007,1,2015-07-13,10443.0,991.0,1.0,1,0,0,
1008,1,2015-07-13,8438.0,935.0,1.0,1,0,0,
1009,1,2015-07-13,6173.0,537.0,1.0,1,0,0,
1010,1,2015-07-13,13582.0,1015.0,1.0,1,0,0,
1013,1,2015-07-13,5059.0,478.0,1.0,1,0,1,
1014,1,2015-07-13,15519.0,1420.0,1.0,1,0,1,
1015,1,2015-07-13,8380.0,588.0,1.0,1,0,0,
1016,1,2015-07-13,9713.0,723.0,1.0,1,0,1,
1017,1,2015-07-13,8506.0,1021.0,1.0,1,0,1,
1018,1,2015-07-13,15758.0,1609.0,1.0,1,0,0,
1019,1,2015-07-13,10988.0,823.0,1.0,1,0,0,
1020,1,2015-07-13,11141.0,1193.0,1.0,1,0,0,
1021,1,2015-07-13,12424.0,1240.0,1.0,1,0,0,
1022,1,2015-07-13,11133.0,1040.0,1.0,1,0,1,
1023,1,2015-07-13,9331.0,809.0,1.0,1,0,1,
1024,1,2015-07-13,8011.0,898.0,1.0,1,0,0,
1025,1,2015-07-13,10073.0,1051.0,1.0,1,0,0,
1026,1,2015-07-13,13650.0,1323.0,1.0,1,0,1,
1027,1,2015-07-13,18243.0,1992.0,1.0,1,0,0,
1028,1,2015-07-13,8542.0,732.0,1.0,1,0,1,
1029,1,2015-07-13,7577.0,913.0,1.0,1,0,1,
1031,1,2015-07-13,8402.0,584.0,1.0,1,0,1,
1032,1,2015-07-13,12522.0,1127.0,1.0,1,0,1,
1033,1,2015-07-13,20328.0,1654.0,1.0,1,0,0,
1035,1,2015-07-13,7945.0,760.0,1.0,1,0,1,
1036,1,2015-07-13,6200.0,507.0,1.0,1,0,1,
1037,1,2015-07-13,7199.0,823.0,1.0,1,0,1,
1038,1,2015-07-13,8341.0,668.0,1.0,1,0,0,
1039,1,2015-07-13,8737.0,954.0,1.0,1,0,1,
1040,1,2015-07-13,12923.0,987.0,1.0,1,0,1,
1041,1,2015-07-13,7759.0,748.0,1.0,1,0,0,
1042,1,2015-07-13,5200.0,576.0,1.0,1,0,1,
1043,1,2015-07-13,11472.0,1365.0,1.0,1,0,1,
1044,1,2015-07-13,7887.0,1045.0,1.0,1,0,0,
1045,1,2015-07-13,13085.0,1445.0,1.0,1,0,0,
1047,1,2015-07-13,7037.0,630.0,1.0,1,0,1,
1048,1,2015-07-13,10361.0,725.0,1.0,1,0,0,
1049,1,2015-07-13,4895.0,749.0,1.0,1,0,0,
1050,1,2015-07-13,10769.0,637.0,1.0,1,0,0,
1051,1,2015-07-13,10669.0,1190.0,1.0,1,0,0,
1052,1,2015-07-13,9184.0,817.0,1.0,1,0,1,
1053,1,2015-07-13,11216.0,1189.0,1.0,1,0,0,
1054,1,2015-07-13,10216.0,850.0,1.0,1,0,0,
1055,1,2015-07-13,10306.0,1198.0,1.0,1,0,0,
1056,1,2015-07-13,5052.0,478.0,1.0,1,0,0,
1057,1,2015-07-13,8019.0,714.0,1.0,1,0,0,
1058,1,2015-07-13,9569.0,760.0,1.0,1,0,1,
1059,1,2015-07-13,11420.0,1378.0,1.0,1,0,0,
1060,1,2015-07-13,9862.0,880.0,1.0,1,0,1,
1063,1,2015-07-13,7880.0,759.0,1.0,1,0,0,
1064,1,2015-07-13,12252.0,1131.0,1.0,1,0,1,
1065,1,2015-07-13,6001.0,614.0,1.0,1,0,0,
1066,1,2015-07-13,11503.0,1059.0,1.0,1,0,1,
1068,1,2015-07-13,6547.0,402.0,1.0,1,0,0,
1069,1,2015-07-13,9425.0,1001.0,1.0,1,0,1,
1070,1,2015-07-13,9857.0,1005.0,1.0,1,0,0,
1071,1,2015-07-13,8531.0,880.0,1.0,1,0,0,
1074,1,2015-07-13,7984.0,687.0,1.0,1,0,1,
1075,1,2015-07-13,14425.0,1206.0,1.0,1,0,0,
1076,1,2015-07-13,4647.0,634.0,1.0,1,0,1,
1077,1,2015-07-13,6708.0,617.0,1.0,1,0,1,
1078,1,2015-07-13,12228.0,812.0,1.0,1,0,0,
1079,1,2015-07-13,14043.0,952.0,1.0,1,0,0,
1080,1,2015-07-13,14693.0,1033.0,1.0,1,0,0,
1081,1,2015-07-13,10386.0,1349.0,1.0,1,0,0,
1083,1,2015-07-13,7841.0,450.0,1.0,1,0,0,
1085,1,2015-07-13,10514.0,953.0,1.0,1,0,0,
1086,1,2015-07-13,10686.0,973.0,1.0,1,0,0,
1087,1,2015-07-13,8674.0,728.0,1.0,1,0,0,
1088,1,2015-07-13,5410.0,475.0,1.0,1,0,1,
1089,1,2015-07-13,13505.0,1187.0,1.0,1,0,1,
1090,1,2015-07-13,9506.0,1009.0,1.0,1,0,1,
1091,1,2015-07-13,14611.0,988.0,1.0,1,0,0,
1092,1,2015-07-13,14480.0,1340.0,1.0,1,0,0,
