Store,Sales,Customers,DayOfWeek,Open,Promo,SchoolHoliday,StateHoliday
826,6350,675,2,1,0,0,0
1102,7350,525,0,0,1,0,0
876,4550,475,2,1,0,0,0
1102,3750,325,2,1,0,0,0
776,13350,925,2,1,0,0,0
626,4250,575,2,1,0,0,0
676,6750,775,2,1,0,0,0
476,8050,675,2,1,1,1,0
26,9150,625,2,1,0,0,0
276,10750,1275,2,1,0,0,0
226,8850,825,0,1,1,0,0
726,8250,725,0,0,1,0,0
476,5950,6825,0,1,1,0,0
476,7250,625,0,1,1,1,0
76,5550,625,2,1,0,0,0
26,4750,525,2,1,0,0,0
426,10150,925,2,0,1,0,0
526,6650,425,0,1,1,1,0
626,5050,525,2,1,0,0,0
76,4650,725,2,1,0,0,0
776,9050,825,2,1,0,0,0
1026,9850,625,0,1,1,0,0
76,7150,875,2,1,1,1,0
476,0,0,2,0,1,1,0
776,3650,575,2,1,0,0,0
576,6350,675,2,1,1,1,0
326,7950,725,0,1,1,1,0
526,10850,975,2,1,0,0,0
176,6250,575,2,1,0,0,0
1076,4450,375,2,1,0,0,0
26,5750,625,0,1,1,0,0
826,8950,825,2,1,0,0,0
676,10250,725,2,1,0,0,0
726,4350,375,2,1,0,0,0
626,0,0,2,1,0,0,0
726,7650,625,2,1,0,0,0
1076,7350,675,2,1,0,0,0
926,7850,725,0,0,0,0,0
326,4050,375,2,0,1,1,0
1102,0,525,0,1,1,0,0
426,0,0,2,1,0,0,0
26,6850,725,2,1,0,0,0
776,6350,725,2,1,0,0,0
176,5650,475,2,1,0,0,0
476,5950,475,2,1,1,1,0
676,8350,1025,0,1,1,1,0
126,11850,575,2,1,0,0,0
726,0,0,0,1,1,1,0
226,6550,825,2,1,1,1,0
926,3850,625,2,1,0,0,0
776,5950,625,2,1,0,0,0
276,5350,525,2,0,1,0,0
526,2850,1925,0,0,0,1,0
926,8050,625,2,1,0,0,0
76,5250,575,0,1,1,1,0
626,0,0,2,1,0,0,0
1026,6650,0,0,1,0,1,0
376,10250,1075,2,1,0,0,0
1076,2650,775,2,1,0,0,0
976,9450,825,2,1,1,1,0
1076,34850,925,2,1,0,0,0
1076,10850,1525,2,1,1,0,0
576,4650,425,2,1,1,1,0
476,7950,725,2,1,0,0,0
26,0,0,2,0,1,0,0
276,4750,475,0,1,1,0,0
476,8650,675,2,1,0,0,0
676,4650,1775,2,1,0,0,0
626,9150,875,2,1,1,0,0
676,5750,525,2,0,1,0,0
726,9150,725,2,0,1,1,0
726,6550,175,2,0,1,0,0
576,11550,775,2,1,0,0,0
576,6750,525,2,1,0,0,0
276,9050,725,2,1,0,0,0
776,6350,675,2,1,0,0,0
826,0,0,2,1,0,0,0
926,6050,1275,0,0,1,0,0
476,6450,775,2,0,1,0,0
576,5750,775,2,0,1,0,0
176,4650,475,2,1,0,0,0
176,5550,775,2,1,0,0,0
776,7250,875,2,1,1,1,0
876,0,1125,2,1,0,0,0
576,0,0,0,0,1,0,0
926,7650,875,0,1,0,1,0
626,25750,625,2,1,0,0,0
276,0,0,2,1,0,0,0
426,9050,525,2,1,0,0,0
1076,0,0,2,1,1,1,0
226,0,0,2,1,0,0,0
426,0,0,2,1,1,0,0
226,6950,425,2,1,1,0,0
226,6450,625,2,1,0,0,0
826,8450,625,2,1,0,0,0
326,6050,525,2,0,1,1,0
26,3650,825,2,1,1,1,0
26,6750,675,2,0,1,0,0
226,4550,825,2,1,0,0,0
876,0,325,2,1,1,0,0
726,0,0,2,1,0,0,0
1076,6150,1075,0,1,1,0,0
176,5450,575,2,1,1,1,0
726,2750,2425,2,1,0,0,0
776,9650,975,2,1,0,0,0
976,0,0,2,1,1,1,0
676,6750,875,2,1,0,0,0
26,10350,1175,2,0,1,1,0
526,7450,1775,2,1,1,0,0
976,7750,725,2,0,1,0,0
326,6750,425,2,1,0,0,0
626,6150,475,2,1,1,0,0
276,7450,625,2,1,0,0,0
1026,7550,925,0,1,1,1,0
226,4850,725,0,1,1,1,0
626,14450,925,2,1,0,0,0
26,0,0,2,1,1,0,0
26,0,1075,2,1,1,1,0
76,9350,825,0,1,1,0,0
726,0,0,2,1,0,0,0
876,5650,675,2,1,0,1,a
826,4950,575,2,1,1,0,0
576,3450,1475,2,1,0,0,0
176,0,0,2,1,0,0,0
476,2550,275,2,1,1,1,0
676,5950,675,2,1,0,0,0
376,9850,825,2,0,1,1,0
226,6350,575,2,1,1,1,0
426,7150,725,2,0,1,0,0
676,6950,625,2,0,1,1,0
76,0,0,2,1,0,0,0
776,3950,425,2,1,0,0,0
176,3150,725,2,1,0,0,0
726,5350,1625,0,0,1,0,0
976,6650,575,2,1,0,0,0
276,10250,675,2,1,0,0,0
176,4950,525,2,1,1,0,0
426,5950,775,2,1,0,0,0
976,4650,775,2,1,0,0,0
526,6050,625,2,1,0,0,0
576,6350,475,2,1,0,0,a
476,7650,775,2,1,0,0,0
1026,8650,1075,0,1,0,0,0
726,9550,275,2,1,0,0,0
876,4850,425,2,1,1,1,0
176,4550,625,2,1,0,0,0
176,8450,875,2,1,0,0,0
26,7150,575,2,1,0,0,0
126,4550,675,0,0,0,1,0
526,7250,725,2,1,0,0,a
676,0,325,0,1,0,0,0
976,5750,425,2,1,0,0,0
926,9450,1675,2,1,0,0,0
426,0,975,2,1,1,0,0
426,0,0,0,1,1,0,0
1026,0,0,2,1,1,0,0
126,8950,675,2,1,0,0,0
526,3450,525,2,1,0,0,0
576,6450,575,2,1,0,0,0
926,5150,675,2,1,1,0,0
876,4050,525,2,1,0,0,0
326,5250,575,2,1,1,1,0
876,9150,225,0,1,1,1,0
926,6650,675,2,1,0,0,0
926,0,0,2,1,0,0,0
1076,5050,1325,2,0,1,0,0
226,7250,525,2,1,0,0,0
526,3150,425,2,1,0,0,0
126,5850,475,2,0,1,0,0
326,7750,525,2,1,1,0,0
376,10850,625,2,1,0,0,0
326,4850,475,2,1,0,0,0
776,6650,575,2,1,0,1,a
576,5250,675,2,1,0,0,0
626,8450,0,2,1,0,0,0
426,4750,375,0,1,1,1,0
876,0,0,2,1,1,0,0
876,18850,675,2,1,0,0,0
226,4550,575,2,1,0,0,0
176,5450,625,2,1,0,0,0
276,6550,725,2,0,1,0,0
376,7550,925,0,1,1,1,0
26,9250,925,2,1,1,1,0
176,0,0,2,1,0,0,0
826,8550,725,2,1,0,0,0
576,7150,975,2,1,0,0,0
826,3450,425,2,1,0,0,0
976,5450,625,2,1,0,0,0
426,5150,675,0,0,1,0,0
326,4750,725,2,1,0,0,0
676,3850,775,2,1,1,0,0
1026,7050,525,0,1,1,1,0
526,5250,375,2,1,0,0,0
226,8050,275,2,1,0,0,0
1076,0,0,0,1,1,0,0
126,0,0,2,1,0,0,0
726,5150,575,2,0,1,1,0
776,8450,775,2,1,0,0,0
126,4550,675,0,1,0,1,0
976,7750,725,2,1,1,1,0
1026,6650,125,2,1,0,0,0
426,5750,525,2,1,0,0,0
576,10750,925,2,1,0,0,0
176,4750,625,2,1,0,0,0
676,0,0,0,0,1,0,0
176,12350,1075,2,1,0,0,0
976,8250,225,2,1,1,0,0
626,10950,675,2,1,1,1,0
976,4950,775,2,1,0,0,0
926,6750,1275,2,1,0,0,0
326,8550,625,2,1,0,0,0
476,13250,475,2,1,0,0,0
376,9750,1175,2,1,0,0,0
226,3050,275,2,1,0,0,0
1026,10750,575,0,1,0,0,0
476,9050,1275,2,1,0,0,0
826,4650,625,2,1,1,1,0
776,4150,3475,2,1,0,0,0
576,12450,925,2,1,0,0,0
326,7150,575,2,1,0,0,0
476,0,0,2,1,0,0,0
976,6050,625,2,1,0,0,0
176,4550,425,2,1,0,0,0
926,6150,475,0,0,1,0,0
876,7150,675,2,1,1,1,0
226,8750,975,2,1,0,0,0
326,11150,1475,2,1,0,0,0
626,4350,925,2,0,1,0,0
176,12250,1275,2,1,0,0,0
176,4650,825,2,0,1,0,0
426,0,0,0,1,1,0,0
376,8250,0,2,1,0,0,0
276,10050,475,2,1,0,0,0
876,8850,775,2,1,0,0,0
776,15050,525,2,1,1,0,0
76,3350,325,2,0,1,0,0
126,7050,875,2,1,0,0,0
826,3350,575,2,1,0,0,0
176,5050,525,2,1,0,0,0
876,7850,575,2,1,0,0,0
376,7550,975,0,1,1,1,0
326,10150,825,0,0,1,0,0
1076,9850,725,2,1,0,0,0
476,6050,575,0,1,1,1,0
826,0,825,2,1,0,0,0
426,4750,375,0,1,1,1,0
726,7150,725,2,1,0,0,0
426,5850,625,2,1,0,0,0
26,5550,525,2,1,0,0,0
576,12450,925,2,1,0,0,0
176,7250,725,0,0,1,0,0
526,5350,525,2,1,0,0,0
176,6550,525,0,1,1,0,0
1026,7650,725,2,1,0,0,0
1076,5950,575,2,1,0,0,0
676,2850,375,2,1,0,0,0
176,7750,675,2,0,1,0,0
1076,10950,825,2,1,0,0,0
376,9450,1025,2,1,1,0,0
976,0,175,2,1,0,0,0
626,11850,525,2,1,0,0,0
76,3350,325,2,1,0,0,0
26,0,0,2,1,0,0,0
476,3750,575,2,1,0,0,0
826,8750,1075,2,1,0,0,0
426,0,0,2,0,1,1,0
226,7850,775,2,0,1,1,0
576,10450,1425,2,1,1,0,0
776,8350,875,0,1,1,0,0
976,0,0,2,1,0,0,0
326,2150,425,2,1,0,0,0
376,0,0,2,0,1,1,0
1026,6450,575,2,1,1,0,0
1076,5050,1325,2,0,1,0,0
976,7050,625,2,1,1,0,0
876,4850,425,2,1,1,1,0
1026,9050,875,2,1,1,1,0
926,0,0,2,0,1,0,0
776,5450,725,2,0,1,0,0
526,9550,1075,2,1,0,0,0
426,4750,425,2,1,0,0,0
576,10650,1125,2,1,0,0,0
76,5950,2075,2,1,0,0,0
826,0,0,0,1,0,1,0
976,4850,675,2,0,1,0,0
926,0,0,2,1,0,0,0
276,11650,1025,2,1,0,0,0
376,8050,1125,0,1,1,0,0
626,4750,425,2,1,0,0,0
1076,7050,0,2,1,0,0,0
726,4750,475,2,1,1,0,0
576,6350,2675,2,1,0,0,0
776,5150,425,2,1,1,1,0
1026,5850,1075,2,1,0,0,0
526,7550,1325,0,1,1,1,0
976,11250,475,2,1,0,0,0
226,5050,475,2,1,0,0,0
376,3950,475,2,1,0,0,0
1076,4450,425,2,1,1,0,0
276,6550,725,2,0,1,0,0
826,9950,825,2,1,0,0,0
126,6950,675,2,1,0,0,0
1026,10250,825,2,1,0,0,0
1076,4650,775,2,1,0,0,0
326,8250,625,2,1,1,0,0
476,5750,525,2,1,0,0,0
226,14550,575,2,1,0,0,0
226,10250,675,2,1,0,0,0
1076,3850,375,2,1,0,0,0
776,4450,425,2,1,1,1,0
126,7950,625,2,1,1,0,0
176,9950,1175,2,1,0,0,0
26,3950,1125,2,1,0,0,0
326,7350,775,2,1,1,0,0
1102,0,0,2,0,1,1,0
726,0,0,0,0,1,0,0
126,6150,575,2,1,1,1,0
226,0,0,2,1,0,0,0
126,7050,875,2,1,0,0,0
276,7750,875,2,1,1,0,0
326,9350,875,2,1,0,0,0
426,0,1575,2,1,0,0,0
526,5850,475,2,1,0,0,0
976,5150,525,2,1,1,0,0
826,8550,725,2,1,0,0,0
776,6050,1125,2,1,1,1,0
976,5150,525,2,0,1,0,0
426,4150,525,2,0,1,1,0
176,5250,375,2,1,1,1,0
576,6950,875,0,0,1,0,0
276,9450,1125,2,1,0,0,0
826,3750,525,2,1,0,0,0
76,5750,575,2,1,1,0,0
176,0,675,2,1,1,0,0
926,1250,1125,2,1,1,0,0
976,11850,975,0,1,1,1,0
926,0,0,2,1,0,0,0
526,8050,1375,0,0,1,0,0
876,10650,1225,2,1,0,0,0
376,11550,825,2,1,0,0,0
276,4150,475,0,1,1,1,0
776,9050,825,2,1,0,0,0
926,0,0,2,1,0,0,0
276,4950,875,2,1,1,0,0
876,4950,425,2,1,0,0,0
676,4550,525,0,1,1,1,0
426,6350,625,0,1,1,1,0
526,3150,425,2,1,0,0,0
76,8350,725,2,1,0,0,0
976,5250,525,2,0,1,1,0
926,4950,375,2,1,1,1,0
176,4650,475,2,1,1,1,0
376,0,0,2,1,1,0,0
826,4150,475,2,1,1,0,0
726,8450,6275,2,1,0,0,0
726,4550,475,2,1,0,0,0
276,5250,375,2,1,0,0,0
776,9050,675,2,1,0,0,0
76,0,0,2,1,0,0,0
226,7250,525,2,1,0,0,0
826,10550,775,2,1,0,0,0
476,9550,425,2,1,0,0,0
776,6850,575,2,1,1,0,0
76,7750,875,2,1,0,0,0
326,11150,1025,2,1,0,0,0
76,0,0,2,1,0,0,0
976,4050,475,0,1,0,1,0
226,0,0,2,1,0,0,0
776,11850,1125,2,1,0,0,0
226,9150,625,2,1,0,0,0
26,5550,575,2,1,0,0,0
726,8450,625,2,1,1,1,0
126,2850,375,0,0,1,0,0
1076,12150,1075,2,1,0,0,0
926,10450,3275,0,0,1,0,0
76,0,0,2,1,0,0,0
926,10950,1375,0,1,1,0,0
376,8050,1125,0,1,1,0,0
576,6650,675,2,1,0,0,0
576,3950,375,2,1,0,0,0
376,0,0,2,1,0,0,0
626,7450,575,2,1,0,0,0
726,4850,525,2,1,0,0,0
526,3850,475,2,1,1,1,0
976,0,0,2,1,0,0,0
526,0,0,2,1,0,0,0
976,3750,775,2,1,0,0,0
976,0,0,2,1,0,0,0
376,4550,475,2,1,0,0,0
926,6850,675,2,1,0,0,0
126,5350,525,0,1,1,0,0
76,12450,425,2,1,0,0,0
26,6850,775,2,1,0,0,0
526,12750,1075,2,1,0,0,0
26,0,0,2,1,0,0,0
376,2250,775,2,1,1,1,0
576,4450,375,2,1,0,0,0
26,16450,625,2,1,0,0,0
1026,10950,675,2,1,1,1,0
526,0,0,2,1,1,0,0
576,7750,625,2,0,1,0,0
76,4650,625,0,1,1,0,0
126,6550,575,2,0,1,0,0
526,7950,1975,2,1,1,0,0
326,8250,975,2,1,1,1,0
926,6150,475,0,0,1,0,0
1026,6450,475,2,1,0,0,0
126,9150,1175,0,0,1,0,0
176,7750,675,2,1,1,0,0
1026,4850,525,2,1,1,0,0
126,3950,1375,0,0,1,0,0
76,13550,625,2,1,0,0,0
176,8350,725,0,0,1,0,0
276,1950,225,2,1,0,0,0
376,0,0,2,1,0,0,0
226,20350,375,2,1,0,0,0
426,2250,275,2,1,0,0,0
476,7050,825,2,1,0,0,0
76,5550,625,2,1,0,0,0
126,5850,425,2,1,1,0,0
326,8150,1575,2,1,1,0,0
426,4750,475,2,1,0,0,0
976,4950,675,2,1,1,1,0
626,0,0,2,0,1,1,0
226,10650,975,2,1,0,0,0
226,5250,2175,0,0,1,0,0
576,6750,525,2,1,0,0,0
476,6350,525,2,1,0,0,0
376,6650,475,2,1,0,0,0
926,1650,775,2,1,1,0,0
126,0,0,0,0,1,0,0
826,5650,525,2,1,0,0,0
726,9250,1225,2,1,1,0,0
26,7250,1275,2,0,1,1,0
276,3750,425,2,0,0,1,a
1076,12550,1375,2,1,0,0,0
226,5750,525,2,1,0,0,0
726,6350,375,2,0,1,1,0
126,4150,425,0,1,1,0,0
626,13650,625,2,0,1,0,0
926,3550,675,2,1,1,1,0
276,11550,1325,0,1,1,0,0
476,9550,2175,2,1,0,0,0
1076,6450,625,2,1,0,0,0
176,4650,475,2,1,1,1,0
976,5250,525,2,0,1,1,0
776,0,0,2,1,1,1,0
576,5050,475,0,1,1,0,0
426,13350,825,2,1,0,0,0
776,4150,375,2,1,0,0,0
676,0,0,2,1,1,0,0
426,11950,1325,2,1,1,1,0
1026,0,0,0,0,0,1,0
1076,6750,725,2,1,0,0,0
126,6050,625,2,1,0,0,0
326,4950,575,2,1,1,0,0
976,0,0,2,0,1,1,0
176,0,0,0,1,1,0,0
526,10050,975,2,1,1,1,0
26,10750,825,2,1,0,0,0
776,6350,575,0,1,0,1,0
1102,3450,525,2,1,0,0,0
276,9650,775,2,0,0,1,a
276,0,0,2,1,0,0,0
726,5550,225,2,1,1,0,0
876,4950,475,2,1,0,0,0
1026,0,0,2,1,1,0,0
676,3350,525,2,1,1,1,0
976,4050,475,0,1,0,1,0
976,4950,425,2,1,1,0,0
226,8350,1175,2,1,0,0,0
726,3250,425,2,1,0,0,0
826,5650,525,2,1,0,0,0
876,0,0,2,1,0,0,0
976,4550,475,2,1,0,0,0
526,7650,975,2,1,1,1,0
476,7750,275,2,1,1,1,0
26,5150,525,0,1,1,1,0
726,4150,425,2,1,0,0,0
226,3250,375,2,1,1,0,0
276,8750,975,2,1,0,0,0
776,5550,525,2,0,1,0,0
576,0,0,2,1,0,0,0
526,4750,775,2,1,0,0,0
326,4750,425,2,1,0,0,0
76,5750,825,0,1,1,0,0
26,8650,875,2,1,0,0,0
226,2950,525,2,1,0,0,0
626,8550,725,2,1,1,0,0
726,3450,325,2,1,1,0,0
76,0,0,2,0,1,0,0
276,12750,1375,2,1,0,0,0
1076,6550,525,2,1,0,0,0
876,7350,2775,2,1,0,0,0
426,4650,525,2,1,0,0,0
76,10350,1075,2,1,0,0,0
426,5750,575,2,1,0,0,0
926,6150,475,0,0,1,0,0
876,7350,875,2,1,0,0,0
226,4350,425,2,1,1,0,0
726,2550,625,2,1,0,0,0
1076,10250,1075,2,1,0,0,0
676,0,0,2,1,0,0,0
126,9150,775,2,1,1,1,0
876,9650,825,2,1,0,0,0
526,6150,725,2,0,0,1,a
376,10250,1175,2,1,0,0,0
576,0,0,2,0,1,0,0
26,3750,525,2,1,0,0,0
426,5350,725,2,1,1,0,0
826,7950,1875,2,1,1,0,0
676,5550,275,2,1,1,0,0
1026,0,0,2,1,0,0,0
776,0,0,2,1,0,0,0
526,5550,625,2,1,0,0,0
576,7350,825,2,1,1,0,0
876,5550,625,2,1,1,0,0
426,0,0,2,1,1,0,0
726,0,0,2,0,1,1,0
326,8550,1175,2,1,0,0,0
776,9050,675,2,1,0,0,0
226,0,0,2,1,0,0,0
526,7950,775,0,1,1,0,0
576,0,0,2,1,0,0,0
376,5750,675,2,0,1,1,0
676,4450,475,0,0,1,0,0
326,5550,1275,2,1,0,0,0
526,8050,825,2,1,0,0,0
126,5350,1675,2,1,0,0,0
1076,3150,275,0,0,1,0,0
776,7950,875,2,1,0,0,0
1076,0,0,0,1,1,0,0
26,8050,975,2,1,0,0,0
626,7150,675,2,1,0,0,0
26,4550,425,2,1,0,0,0
826,10350,1025,2,1,0,0,0
226,7850,775,2,1,0,0,0
126,8850,1075,2,1,0,0,0
1026,12850,1175,2,1,0,0,0
376,7150,875,2,1,0,0,0
526,6850,1225,2,1,0,0,0
776,4150,375,2,1,0,0,0
376,5350,625,2,1,1,1,0
226,4950,475,2,0,1,0,0
876,8150,975,2,1,1,0,0
226,5950,675,2,1,0,0,0
226,4350,425,2,0,1,1,0
726,5750,425,2,0,1,1,0
876,5250,625,2,1,0,0,0
176,4650,475,2,0,1,0,0
76,0,0,2,1,1,1,0
126,11950,1025,2,1,0,0,0
76,8450,725,2,1,0,0,0
726,8250,725,0,0,1,0,0
276,7750,925,2,1,0,0,0
376,10550,2225,2,1,0,0,0
626,11750,775,2,1,1,0,0
626,0,0,2,0,1,0,0
626,8650,625,0,0,1,0,0
426,7150,775,0,1,1,0,0
426,6050,375,2,1,1,0,0
26,10350,675,2,1,1,0,0
176,0,0,2,0,1,0,0
26,7350,925,2,1,0,0,0
526,7050,1075,2,1,0,0,0
976,8250,825,2,0,1,0,0
776,6050,1125,2,0,1,1,0
26,0,0,2,1,1,1,0
676,8150,1175,2,1,1,0,0
26,15850,525,0,1,1,1,0
76,9450,575,2,1,1,1,0
276,7450,675,0,0,0,1,0
876,8150,975,2,1,1,1,0
526,9150,1125,2,1,0,0,0
276,5150,675,2,1,0,0,0
1076,0,0,2,1,0,0,0
476,7650,775,2,1,0,0,0
676,0,0,2,1,1,0,0
1026,6450,625,2,1,0,0,0
876,5950,725,2,1,0,0,0
376,13750,575,2,1,0,0,0
376,9250,675,0,1,1,0,0
176,4550,525,2,1,0,0,0
776,6050,525,2,1,1,0,0
1026,4450,425,2,1,1,0,0
276,0,0,2,1,0,0,0
176,4650,475,2,1,1,0,0
1076,5050,475,2,0,0,1,a
776,5550,475,2,1,0,0,0
26,5150,625,2,1,0,0,0
876,4650,575,2,1,0,0,0
226,7750,875,2,1,1,0,0
876,6850,625,0,0,0,1,0
76,4750,475,2,1,0,0,0
476,12550,825,2,1,0,0,0
326,6650,475,2,1,0,0,0
826,5350,625,2,1,0,0,0
576,11950,675,2,1,0,0,0
776,4150,625,2,1,0,0,0
26,6750,475,2,1,0,0,0
576,12150,525,0,1,1,1,0
226,4350,425,2,1,1,0,0
326,7050,675,2,1,0,0,0
376,9150,775,2,1,0,0,0
376,5050,475,2,1,0,0,c
176,5550,775,2,1,0,0,0
926,7250,825,2,1,0,0,0
276,3650,325,2,1,0,0,0
1026,3450,425,2,1,0,0,0
76,11250,975,0,1,1,0,0
1076,0,0,2,1,0,0,0
876,7350,1025,2,1,0,0,0
26,6250,675,2,1,1,0,0
476,5650,375,0,1,1,1,0
376,5950,425,2,1,0,0,0
926,4350,625,2,1,0,0,0
526,0,0,2,1,1,0,0
626,0,0,2,1,1,1,0
876,6850,575,2,1,1,0,0
976,8350,875,2,1,0,0,0
1076,5450,525,2,1,0,0,0
926,0,0,0,0,1,0,0
626,8150,1075,2,1,0,0,0
326,15150,1275,0,1,0,1,0
626,0,0,0,1,1,0,0
626,7450,875,2,1,0,0,0
226,1350,475,2,1,0,0,0
376,5950,525,2,1,0,0,0
126,5050,525,2,1,0,0,0
26,0,0,0,1,1,1,0
726,7050,975,2,1,0,0,0
376,4850,525,2,1,0,0,0
676,0,0,2,0,1,0,0
426,6850,925,2,1,0,0,0
476,0,0,2,1,0,0,0
676,4550,525,2,1,0,0,0
1102,12050,625,2,0,1,0,0
576,8050,875,2,1,0,0,0
926,6550,725,2,1,1,1,0
276,6450,525,2,1,0,0,0
226,5850,725,2,1,1,0,0
976,8650,825,2,1,0,0,0
726,12750,1075,2,1,1,0,0
876,7350,775,2,1,0,0,0
376,7150,625,0,1,1,1,0
576,11750,1475,0,1,1,1,0
176,6150,825,2,1,0,0,0
876,7950,1325,2,1,0,1,a
776,5050,725,2,1,1,0,0
726,1450,1175,2,1,1,1,0
1076,13150,1025,2,1,0,0,0
676,3950,525,2,1,0,0,0
326,13050,225,0,1,1,1,0
76,5450,425,0,1,1,0,0
576,10050,1325,2,1,0,0,0
876,6350,725,0,0,1,0,0
976,5250,525,0,0,1,0,0
576,7050,675,2,1,0,0,0
776,5550,525,2,1,1,0,0
176,12350,825,0,1,1,0,0
376,8750,675,2,1,0,0,0
276,6750,575,2,1,1,1,0
1076,4050,425,2,1,0,0,0
376,16650,1075,2,1,0,0,0
826,7950,875,2,1,1,0,0
776,0,0,2,1,0,0,0
976,11450,1575,2,1,0,0,0
76,0,0,2,1,0,0,0
1026,6950,675,0,1,1,1,0
626,5450,475,0,1,1,1,0
326,0,0,2,1,0,0,0
376,6250,575,2,1,0,0,0
276,5150,675,2,1,0,0,0
676,19950,675,2,1,0,0,0
176,0,0,2,1,1,1,0
876,0,0,0,1,1,0,0
326,6850,825,2,1,1,0,0
576,5750,775,2,1,0,0,0
676,3950,425,2,1,0,0,0
776,10550,725,2,1,0,0,0
426,6750,825,0,0,0,0,0
576,5650,1625,0,1,1,1,0
176,7450,925,2,1,0,0,0
226,8050,1025,2,1,0,0,0
876,13850,675,2,1,1,0,0
826,5250,375,2,1,0,0,0
976,6250,675,2,0,1,0,0
1026,5150,375,2,1,1,1,0
326,10750,825,2,1,0,0,0
426,6750,725,2,1,0,0,0
26,7050,725,2,1,0,0,0
276,3250,325,2,0,1,0,0
76,3750,475,0,1,1,1,0
526,7450,1025,0,0,0,1,0
976,4650,475,2,1,0,0,0
826,6050,725,2,0,1,0,0
26,4350,575,2,1,1,0,0
126,7150,2475,2,1,0,0,0
526,6850,525,0,1,1,1,0
176,14750,1225,2,1,0,0,0
676,5050,475,2,1,0,0,0
26,6850,725,2,1,0,0,0
626,4950,475,2,1,1,1,0
526,8850,775,2,1,0,0,0
876,5950,1125,0,1,1,1,0
1076,13850,0,2,1,1,1,0
376,7650,1125,2,1,0,0,0
376,6250,675,2,1,1,1,0
1076,11850,875,2,1,1,0,0
276,2350,3275,2,1,0,0,0
726,5050,375,2,1,0,0,0
276,0,0,2,1,0,0,0
176,6050,875,2,1,1,1,0
826,6350,675,2,1,0,0,0
926,0,0,2,1,0,0,0
776,9550,825,2,1,1,1,0
926,9250,1075,2,1,0,0,0
426,5350,475,0,0,0,1,0
526,8350,975,2,1,0,0,0
876,4850,425,2,0,1,1,0
1102,4150,375,2,1,0,0,0
476,4850,425,2,0,1,1,0
26,16450,625,2,1,0,0,0
1076,5650,375,2,1,1,0,0
26,7050,525,2,1,1,1,0
1026,9550,725,2,1,1,1,0
1076,17550,725,2,1,1,0,0
476,9050,325,2,1,0,0,0
126,6250,725,2,1,0,0,0
776,4950,725,2,0,1,0,0
26,10850,675,2,1,0,0,0
726,6050,675,2,1,0,0,0
226,0,0,0,1,1,0,0
1102,7550,825,2,1,0,0,0
626,4250,1325,2,1,0,0,0
626,4350,475,2,0,1,0,0
876,6650,525,2,1,0,0,0
376,4850,525,2,1,0,0,0
176,6950,825,2,1,0,0,0
26,2850,275,2,1,0,0,0
526,9350,175,2,1,1,1,0
1076,5750,375,2,1,0,0,0
426,6750,625,2,1,1,1,0
26,6250,675,2,1,1,1,0
776,5750,775,2,1,1,0,0
426,6350,725,2,0,1,0,0
226,7650,3725,2,1,0,0,0
526,7250,725,2,1,0,0,a
626,7350,675,0,0,1,0,0
1076,5350,575,2,0,1,0,0
126,6850,925,2,1,1,1,0
626,6250,725,2,1,0,0,0
326,0,0,2,1,1,0,0
1026,3850,325,2,1,0,0,0
176,8450,875,2,1,0,0,0
126,7950,625,2,1,1,1,0
926,18250,1025,0,1,1,0,0
1026,0,0,0,0,0,1,0
376,6050,725,2,1,0,0,0
476,0,0,2,1,1,0,0
976,8950,825,2,1,0,0,0
726,9850,1425,0,1,1,0,0
876,7350,675,2,1,0,0,0
126,5050,675,2,1,1,1,0
476,9850,675,0,0,1,0,0
826,5650,525,2,1,0,0,0
176,8850,425,2,1,0,0,0
626,9150,625,2,1,0,0,0
126,8150,975,2,1,0,0,0
876,0,0,2,1,0,0,0
826,7350,725,2,1,0,0,0
1076,5150,475,2,1,1,1,0
176,6950,675,2,1,0,0,0
426,9350,975,0,1,0,0,0
976,0,0,2,1,0,0,0
976,7750,725,2,1,1,1,0
226,6350,575,2,0,1,0,0
226,0,875,2,1,0,0,0
976,5250,525,0,0,1,0,0
26,7850,825,2,1,0,0,0
326,8650,575,2,1,0,0,0
126,4450,475,2,1,0,0,0
576,7450,1175,2,1,0,0,0
626,5650,525,2,1,0,0,0
976,0,0,2,1,1,0,0
926,0,0,2,1,1,1,0
526,0,575,2,1,0,0,0
376,0,1275,2,0,1,1,0
576,11350,1075,2,1,1,1,0
126,0,0,2,1,0,0,0
476,0,0,2,1,1,1,0
226,7750,875,2,1,0,0,0
326,4050,2325,2,1,0,0,0
426,4750,425,2,1,0,0,0
626,4750,425,2,1,0,0,0
426,4150,625,2,1,1,0,0
476,5850,1425,2,1,0,0,0
476,7950,975,2,1,0,0,0
326,3850,525,2,1,0,0,0
876,7150,675,2,1,1,1,0
526,3150,425,2,1,0,0,0
926,4650,725,2,1,0,0,0
276,4450,525,2,1,1,1,0
976,4850,675,2,0,1,0,0
476,7050,825,2,1,0,0,0
276,0,0,2,1,0,0,0
676,4450,475,0,0,1,0,0
576,6250,775,2,1,1,1,0
1026,6750,675,2,1,1,1,0
876,5250,625,2,1,0,0,0
276,7850,675,2,1,1,0,0
876,10650,875,2,1,0,0,0
876,0,0,2,1,0,0,0
1026,0,0,2,0,1,1,0
376,5450,825,2,1,1,0,0
326,9850,1625,2,1,0,0,0
