longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-116.5,33.85,28.0,336.0,70.0,121.0,64.0,7.1635,177400.0,INLAND
-117.06,32.71,22.0,2376.0,580.0,1721.0,592.0,1.638,95800.0,NEAR OCEAN
-122.1,37.37,35.0,2172.0,412.0,1048.0,424.0,5.8023,380100.0,NEAR BAY
-118.4,34.23,40.0,1335.0,265.0,854.0,249.0,4.3667,188300.0,<1H OCEAN
-118.31,33.86,18.0,3628.0,890.0,1796.0,753.0,3.5056,291300.0,<1H OCEAN
-118.07,33.86,29.0,1616.0,293.0,971.0,296.0,4.0,191900.0,<1H OCEAN
-118.14,34.08,27.0,1235.0,344.0,930.0,294.0,2.4603,225000.0,<1H OCEAN
-118.31,33.97,45.0,1408.0,314.0,827.0,294.0,1.5562,108800.0,<1H OCEAN
-122.45,37.75,52.0,2696.0,600.0,1375.0,576.0,3.7444,340800.0,NEAR BAY
-120.97,37.64,43.0,2467.0,511.0,1065.0,494.0,1.8019,80400.0,INLAND
-121.04,37.67,31.0,1651.0,299.0,781.0,325.0,2.7833,99500.0,INLAND
-119.18,34.21,28.0,2609.0,631.0,1613.0,594.0,2.6964,199900.0,NEAR OCEAN
-117.98,33.79,34.0,1038.0,185.0,506.0,202.0,4.1712,181800.0,<1H OCEAN
-118.14,34.16,52.0,1619.0,301.0,701.0,276.0,3.1923,386500.0,<1H OCEAN
-121.87,37.31,24.0,1113.0,241.0,915.0,224.0,4.3072,187500.0,<1H OCEAN
-117.87,33.68,9.0,2865.0,516.0,1115.0,508.0,7.9162,373800.0,<1H OCEAN
-118.37,34.06,52.0,1244.0,186.0,520.0,209.0,7.076,500001.0,<1H OCEAN
-122.3,37.55,49.0,1143.0,224.0,780.0,234.0,4.3342,247000.0,NEAR OCEAN
-118.27,34.01,41.0,657.0,208.0,884.0,248.0,1.2813,123300.0,<1H OCEAN
-122.61,38.34,17.0,2414.0,514.0,821.0,411.0,1.987,218800.0,<1H OCEAN
-121.63,39.13,18.0,2582.0,471.0,1053.0,465.0,3.1129,97200.0,INLAND
-120.45,34.9,24.0,1639.0,334.0,1294.0,343.0,3.8757,156400.0,<1H OCEAN
-117.27,32.75,32.0,2549.0,514.0,980.0,516.0,4.3333,406500.0,NEAR OCEAN
-121.31,37.96,36.0,229.0,28.0,84.0,25.0,0.7292,67500.0,INLAND
-123.42,40.76,16.0,4545.0,992.0,1955.0,875.0,2.339,118300.0,INLAND
-119.55,37.0,14.0,6490.0,863.0,2478.0,872.0,3.5156,114100.0,INLAND
-117.93,33.76,16.0,2872.0,734.0,2705.0,715.0,3.1761,186300.0,<1H OCEAN
-119.69,36.71,29.0,2274.0,383.0,1087.0,382.0,3.4827,72600.0,INLAND
-118.09,34.03,31.0,4839.0,977.0,2517.0,952.0,3.0467,177300.0,<1H OCEAN
-118.15,33.98,21.0,3929.0,881.0,4747.0,878.0,2.5095,177400.0,<1H OCEAN
-118.4,34.07,45.0,1026.0,276.0,490.0,295.0,3.075,325000.0,<1H OCEAN
-116.29,33.75,14.0,678.0,164.0,354.0,114.0,2.0882,48800.0,INLAND
-117.29,34.11,47.0,1531.0,353.0,1194.0,300.0,1.1291,60500.0,INLAND
-118.14,33.82,36.0,2558.0,559.0,1067.0,544.0,4.1812,246800.0,NEAR OCEAN
-121.45,38.49,20.0,1441.0,335.0,1637.0,319.0,1.7609,63100.0,INLAND
-117.77,34.11,17.0,3012.0,591.0,1681.0,554.0,5.2604,228000.0,INLAND
-118.31,34.08,11.0,1347.0,651.0,956.0,559.0,1.6625,287500.0,<1H OCEAN
-118.22,33.93,42.0,1795.0,362.0,1580.0,350.0,2.6585,135200.0,<1H OCEAN
-120.83,37.67,17.0,2705.0,567.0,1350.0,464.0,3.7312,106300.0,INLAND
-122.45,37.7,36.0,4347.0,1037.0,2272.0,934.0,3.2211,248700.0,NEAR OCEAN
-122.71,38.46,17.0,3485.0,559.0,1217.0,512.0,4.7667,226100.0,<1H OCEAN
-117.28,33.0,18.0,3824.0,548.0,1351.0,501.0,7.698,341600.0,NEAR OCEAN
-122.2,37.78,48.0,1740.0,366.0,985.0,369.0,3.3315,155600.0,NEAR BAY
-118.34,33.87,26.0,2758.0,406.0,1217.0,404.0,6.6694,377100.0,<1H OCEAN
-118.27,34.06,42.0,413.0,203.0,691.0,180.0,1.875,180000.0,<1H OCEAN
-120.29,39.35,10.0,1091.0,197.0,550.0,207.0,2.3667,116300.0,INLAND
-118.29,34.13,42.0,2774.0,819.0,2661.0,839.0,2.5051,233300.0,<1H OCEAN
-121.47,38.55,52.0,1503.0,331.0,609.0,307.0,2.3212,101800.0,INLAND
-121.97,37.51,13.0,4414.0,729.0,1989.0,685.0,7.2693,352200.0,<1H OCEAN
-117.26,34.51,10.0,3161.0,530.0,1273.0,435.0,2.974,112600.0,INLAND
-117.67,34.14,24.0,3850.0,659.0,1684.0,638.0,4.0889,161000.0,INLAND
-117.06,32.68,20.0,1653.0,342.0,1015.0,326.0,3.8984,141700.0,NEAR OCEAN
-121.43,38.72,11.0,5958.0,1252.0,2522.0,1237.0,2.3433,97300.0,INLAND
-118.39,34.06,30.0,3462.0,954.0,1949.0,883.0,4.0786,416700.0,<1H OCEAN
-117.19,32.84,32.0,2295.0,375.0,821.0,370.0,4.3371,457000.0,NEAR OCEAN
-121.07,39.44,12.0,462.0,70.0,112.0,32.0,3.8962,141700.0,INLAND
-118.92,35.35,38.0,566.0,116.0,303.0,84.0,1.6017,49400.0,INLAND
-117.03,32.56,20.0,1608.0,293.0,1517.0,338.0,3.5761,130300.0,NEAR OCEAN
-121.29,38.67,22.0,1930.0,313.0,712.0,300.0,4.5273,132100.0,INLAND
-120.92,37.38,18.0,1480.0,379.0,1214.0,353.0,1.7657,68500.0,INLAND
-117.23,32.74,52.0,1290.0,266.0,599.0,256.0,3.9042,285000.0,NEAR OCEAN
-117.68,34.09,17.0,1573.0,309.0,1114.0,308.0,3.625,146700.0,INLAND
-121.92,38.36,18.0,1887.0,267.0,992.0,269.0,4.3372,122100.0,INLAND
-117.62,33.45,26.0,2526.0,454.0,680.0,399.0,3.5512,347100.0,NEAR OCEAN
-118.35,34.1,13.0,5330.0,1161.0,2217.0,1259.0,3.8817,311400.0,<1H OCEAN
-118.14,34.72,34.0,1267.0,248.0,766.0,223.0,3.0833,92400.0,INLAND
-117.63,33.49,20.0,3228.0,483.0,1402.0,453.0,8.923,442600.0,NEAR OCEAN
-118.27,33.8,34.0,2974.0,683.0,2767.0,737.0,2.7087,160400.0,<1H OCEAN
-118.13,34.08,25.0,3137.0,826.0,2136.0,780.0,2.1668,178700.0,<1H OCEAN
-117.43,33.88,33.0,2518.0,458.0,1175.0,405.0,4.2217,146700.0,INLAND
-117.95,33.88,45.0,465.0,89.0,184.0,91.0,3.6083,175000.0,<1H OCEAN
-120.66,35.26,10.0,2607.0,589.0,1066.0,556.0,2.9947,226700.0,NEAR OCEAN
-118.37,34.04,42.0,1223.0,228.0,667.0,271.0,4.8609,179000.0,<1H OCEAN
-120.37,38.25,16.0,3762.0,644.0,754.0,240.0,3.4466,129400.0,INLAND
-121.44,38.61,41.0,1008.0,205.0,589.0,218.0,1.8382,68600.0,INLAND
-121.85,37.29,26.0,4471.0,751.0,2904.0,682.0,5.7383,226900.0,<1H OCEAN
-121.35,38.57,14.0,2461.0,498.0,1150.0,504.0,3.15,91500.0,INLAND
-115.59,32.95,34.0,1529.0,307.0,1037.0,273.0,3.13,71300.0,INLAND
-116.9,33.05,14.0,6720.0,793.0,2717.0,794.0,5.7611,267500.0,<1H OCEAN
-121.97,37.26,18.0,5678.0,1312.0,2278.0,1335.0,4.7962,242000.0,<1H OCEAN
-117.08,34.91,9.0,4210.0,804.0,1448.0,592.0,2.7358,114300.0,INLAND
-117.74,33.71,10.0,3039.0,519.0,1462.0,485.0,6.5774,241300.0,<1H OCEAN
-118.06,33.91,36.0,1442.0,234.0,663.0,215.0,5.2788,203500.0,<1H OCEAN
-118.42,33.97,32.0,2067.0,486.0,941.0,424.0,4.2318,375800.0,<1H OCEAN
-117.13,32.71,52.0,181.0,52.0,237.0,44.0,2.2892,87500.0,NEAR OCEAN
-118.05,33.97,40.0,1038.0,238.0,952.0,235.0,1.6306,94100.0,<1H OCEAN
-118.37,33.94,37.0,1296.0,244.0,813.0,243.0,5.1548,247100.0,<1H OCEAN
-120.65,35.26,27.0,3108.0,716.0,1817.0,686.0,2.3344,244700.0,NEAR OCEAN
-122.16,37.73,45.0,1733.0,390.0,876.0,315.0,3.6923,106300.0,NEAR BAY
-122.05,37.56,23.0,2785.0,522.0,1118.0,512.0,4.1567,240200.0,NEAR BAY
-121.43,38.58,52.0,1108.0,265.0,401.0,173.0,3.1442,104400.0,INLAND
-122.03,38.25,21.0,1667.0,291.0,711.0,285.0,3.2917,92800.0,INLAND
-118.48,34.05,35.0,2653.0,408.0,957.0,370.0,7.089,500001.0,<1H OCEAN
-122.4,37.79,52.0,1565.0,281.0,517.0,284.0,5.7415,500001.0,NEAR BAY
-118.09,33.81,19.0,6070.0,1265.0,3145.0,1264.0,4.0297,214500.0,<1H OCEAN
-117.37,34.0,18.0,4624.0,847.0,2128.0,772.0,3.046,97300.0,INLAND
-117.93,33.75,27.0,1329.0,267.0,1000.0,267.0,4.4279,188200.0,<1H OCEAN
-122.47,37.65,16.0,4160.0,716.0,2045.0,693.0,5.6936,292400.0,NEAR OCEAN
-121.44,38.6,22.0,3638.0,751.0,1709.0,639.0,2.4712,85900.0,INLAND
-123.52,41.64,15.0,2819.0,624.0,1387.0,543.0,2.1062,108400.0,INLAND
-121.73,37.16,19.0,2068.0,345.0,914.0,328.0,5.6021,250000.0,<1H OCEAN
-121.95,37.36,32.0,702.0,131.0,374.0,117.0,4.9364,261300.0,<1H OCEAN
-118.21,34.01,33.0,1542.0,552.0,1226.0,542.0,1.7485,145000.0,<1H OCEAN
-117.34,33.2,14.0,5821.0,974.0,2717.0,970.0,4.7246,225900.0,NEAR OCEAN
-117.99,33.79,25.0,1225.0,314.0,705.0,303.0,2.8812,178100.0,<1H OCEAN
-118.48,34.16,31.0,3876.0,602.0,1493.0,573.0,6.0794,324700.0,<1H OCEAN
-118.48,34.0,27.0,6975.0,1312.0,2222.0,1232.0,5.4696,500001.0,<1H OCEAN
-122.03,38.31,9.0,7302.0,1089.0,2488.0,1025.0,7.7675,349600.0,INLAND
-121.98,37.27,31.0,2215.0,349.0,942.0,328.0,7.1959,500001.0,<1H OCEAN
-117.11,32.81,19.0,1589.0,345.0,1221.0,340.0,2.7045,76700.0,NEAR OCEAN
-119.5,34.38,25.0,3680.0,692.0,1610.0,678.0,3.586,307400.0,NEAR OCEAN
-117.92,34.03,14.0,5297.0,1037.0,3541.0,942.0,5.035,178200.0,<1H OCEAN
-121.23,37.8,46.0,1349.0,238.0,641.0,214.0,3.375,117600.0,INLAND
-117.15,34.06,4.0,3448.0,729.0,1461.0,651.0,3.9231,111300.0,INLAND
-122.23,37.48,38.0,3241.0,516.0,1211.0,514.0,7.3577,500001.0,NEAR OCEAN
-119.12,35.39,11.0,1784.0,342.0,875.0,299.0,4.8297,91800.0,INLAND
-118.16,33.91,43.0,861.0,173.0,534.0,176.0,3.4306,170600.0,<1H OCEAN
-121.01,37.67,27.0,2121.0,459.0,1579.0,446.0,2.35,57000.0,INLAND
-122.28,37.8,39.0,984.0,200.0,365.0,234.0,2.1016,129500.0,NEAR BAY
-118.15,34.02,39.0,773.0,175.0,557.0,177.0,2.625,191100.0,<1H OCEAN
-117.41,33.93,36.0,2203.0,389.0,692.0,379.0,3.8111,121600.0,INLAND
-120.3,38.0,13.0,1684.0,285.0,524.0,226.0,2.45,114300.0,INLAND
-121.89,37.31,49.0,996.0,238.0,1125.0,237.0,1.2065,216500.0,<1H OCEAN
-120.58,35.15,19.0,3053.0,591.0,1801.0,595.0,3.2757,198400.0,<1H OCEAN
-122.02,37.53,31.0,2518.0,478.0,1786.0,477.0,4.1167,179700.0,NEAR BAY
-118.46,34.06,48.0,1662.0,279.0,685.0,281.0,5.296,500001.0,<1H OCEAN
-118.25,33.85,17.0,6396.0,1546.0,4737.0,1477.0,2.5506,165900.0,<1H OCEAN
-117.03,32.68,13.0,3665.0,754.0,2269.0,728.0,3.519,140700.0,NEAR OCEAN
-117.88,33.73,32.0,1010.0,209.0,725.0,227.0,3.125,234400.0,<1H OCEAN
-118.33,34.2,44.0,1584.0,294.0,829.0,292.0,3.5966,238900.0,<1H OCEAN
-117.9,33.72,13.0,2667.0,496.0,3148.0,505.0,4.133,191300.0,<1H OCEAN
-121.79,39.41,17.0,1668.0,422.0,934.0,372.0,1.536,55000.0,INLAND
-118.46,34.04,42.0,787.0,165.0,437.0,178.0,9.178,500001.0,<1H OCEAN
-118.2,34.02,43.0,1434.0,458.0,1918.0,484.0,1.8813,155200.0,<1H OCEAN
-122.25,37.87,44.0,3158.0,524.0,1431.0,549.0,7.2782,497300.0,NEAR BAY
-120.45,34.89,20.0,1453.0,310.0,1271.0,310.0,3.69,137600.0,<1H OCEAN
-118.91,34.11,26.0,4988.0,746.0,2321.0,720.0,6.3714,329700.0,<1H OCEAN
-122.27,37.86,46.0,1226.0,287.0,594.0,305.0,1.2015,87500.0,NEAR BAY
-119.21,35.67,46.0,1292.0,262.0,999.0,245.0,1.9141,50200.0,INLAND
-118.01,33.88,37.0,1504.0,280.0,889.0,276.0,5.0812,217900.0,<1H OCEAN
-121.63,37.01,21.0,1641.0,285.0,987.0,280.0,4.5687,274800.0,<1H OCEAN
-118.02,33.97,39.0,2655.0,552.0,2258.0,490.0,4.1716,175800.0,<1H OCEAN
-123.26,39.24,27.0,730.0,161.0,315.0,120.0,2.375,142200.0,<1H OCEAN
-118.37,34.07,33.0,4965.0,1231.0,2299.0,1059.0,4.6673,405900.0,<1H OCEAN
-117.26,32.74,28.0,1516.0,365.0,591.0,356.0,2.6,340500.0,NEAR OCEAN
-117.9,33.97,35.0,1469.0,258.0,711.0,249.0,5.7054,216900.0,<1H OCEAN
-117.22,33.84,7.0,1853.0,311.0,227.0,59.0,4.3542,144200.0,INLAND
-116.98,32.69,18.0,1034.0,238.0,474.0,219.0,1.9366,62000.0,NEAR OCEAN
-122.01,36.98,44.0,2127.0,416.0,1021.0,394.0,2.4942,268300.0,NEAR OCEAN
-121.93,37.27,27.0,2737.0,671.0,1499.0,628.0,4.1882,252600.0,<1H OCEAN
-119.33,34.27,29.0,3542.0,656.0,1521.0,609.0,4.6339,343800.0,NEAR OCEAN
-121.6,39.85,17.0,2889.0,546.0,1309.0,505.0,2.2013,82700.0,INLAND
-121.92,37.32,52.0,121.0,62.0,20.0,43.0,0.4366,90600.0,<1H OCEAN
-117.57,34.55,2.0,616.0,128.0,437.0,122.0,4.525,129300.0,INLAND
-121.89,37.68,35.0,695.0,108.0,315.0,111.0,7.7245,280700.0,INLAND
-117.98,33.83,26.0,1307.0,224.0,610.0,214.0,3.9688,215900.0,<1H OCEAN
-117.9,33.68,16.0,5396.0,895.0,2533.0,882.0,6.5693,360300.0,<1H OCEAN
-117.89,33.8,25.0,5448.0,871.0,2405.0,862.0,6.6117,286700.0,<1H OCEAN
-117.96,34.1,30.0,2992.0,539.0,1754.0,538.0,3.9464,184600.0,INLAND
-117.62,34.08,36.0,64.0,11.0,39.0,18.0,4.5278,275000.0,INLAND
-118.06,34.16,42.0,1759.0,265.0,696.0,270.0,6.5652,416700.0,INLAND
-118.0,33.86,17.0,2709.0,685.0,2902.0,613.0,2.966,175900.0,<1H OCEAN
-118.31,34.06,33.0,1264.0,458.0,1825.0,435.0,1.0614,155400.0,<1H OCEAN
-121.06,37.32,42.0,2570.0,575.0,1417.0,549.0,2.5213,73100.0,INLAND
-118.1,33.79,26.0,4301.0,1220.0,2917.0,1005.0,3.6375,217800.0,<1H OCEAN
-118.0,34.14,41.0,3110.0,597.0,1348.0,572.0,3.7014,244400.0,INLAND
-121.23,38.68,16.0,3357.0,615.0,1823.0,575.0,3.5719,138800.0,INLAND
-118.16,34.09,45.0,2528.0,649.0,2533.0,639.0,2.3047,178600.0,<1H OCEAN
-118.84,34.23,8.0,4404.0,667.0,1997.0,674.0,6.8671,348300.0,<1H OCEAN
-122.3,37.94,44.0,3440.0,589.0,1473.0,581.0,4.6576,244200.0,NEAR BAY
-119.04,35.31,12.0,7304.0,1517.0,4161.0,1439.0,2.1858,71300.0,INLAND
-118.71,34.24,21.0,4659.0,763.0,1835.0,684.0,5.3598,319100.0,<1H OCEAN
-121.35,38.01,8.0,1470.0,298.0,717.0,298.0,3.5143,179100.0,INLAND
-115.54,32.79,29.0,1693.0,403.0,1347.0,373.0,1.3373,68400.0,INLAND
-118.28,34.04,45.0,1424.0,333.0,1382.0,359.0,1.7119,161800.0,<1H OCEAN
-117.33,34.07,11.0,325.0,59.0,110.0,42.0,3.5931,377800.0,INLAND
-118.38,34.05,39.0,1807.0,395.0,794.0,386.0,3.8875,376100.0,<1H OCEAN
-118.35,34.17,47.0,1348.0,285.0,727.0,262.0,2.6053,214700.0,<1H OCEAN
-117.9,33.71,17.0,1677.0,506.0,1351.0,502.0,2.8036,190600.0,<1H OCEAN
-119.82,34.44,29.0,1672.0,417.0,732.0,371.0,2.5625,357400.0,NEAR OCEAN
-122.0,37.51,21.0,5761.0,1064.0,2998.0,1059.0,4.9217,234600.0,NEAR BAY
-118.3,34.12,50.0,2241.0,534.0,1609.0,517.0,2.8315,224700.0,<1H OCEAN
-121.97,37.73,5.0,4738.0,920.0,2265.0,827.0,4.5508,227000.0,<1H OCEAN
-122.25,37.78,52.0,2352.0,498.0,1185.0,476.0,3.9759,229000.0,NEAR BAY
-117.58,33.66,5.0,5732.0,806.0,2565.0,796.0,6.1663,254900.0,<1H OCEAN
-117.93,33.68,24.0,827.0,148.0,387.0,133.0,5.426,331500.0,<1H OCEAN
-122.14,37.89,37.0,3118.0,509.0,1387.0,523.0,4.7672,271900.0,NEAR BAY
-118.17,34.02,39.0,873.0,246.0,1030.0,224.0,1.7292,112500.0,<1H OCEAN
-119.0,35.34,42.0,323.0,49.0,143.0,45.0,1.7111,58800.0,INLAND
-117.91,34.1,31.0,142.0,12.0,51.0,19.0,4.125,137500.0,<1H OCEAN
-121.96,37.34,29.0,1871.0,375.0,947.0,396.0,4.6603,257100.0,<1H OCEAN
-117.14,33.15,13.0,5550.0,793.0,2392.0,776.0,6.5661,288800.0,<1H OCEAN
-118.11,34.18,52.0,1880.0,313.0,810.0,295.0,7.5625,414400.0,INLAND
-117.84,33.84,17.0,1677.0,365.0,850.0,324.0,4.5528,271000.0,<1H OCEAN
-117.06,32.66,21.0,5033.0,919.0,2248.0,880.0,4.1668,286100.0,NEAR OCEAN
-121.32,38.04,16.0,4364.0,762.0,1727.0,744.0,4.5972,120700.0,INLAND
-121.05,37.65,27.0,676.0,128.0,390.0,124.0,2.4712,91000.0,INLAND
-118.34,33.94,36.0,1867.0,442.0,2372.0,437.0,3.8875,150000.0,<1H OCEAN
-117.01,32.69,21.0,3304.0,771.0,2159.0,743.0,2.3262,100000.0,NEAR OCEAN
-119.85,36.82,14.0,1572.0,298.0,750.0,287.0,3.4219,68300.0,INLAND
-118.43,34.24,35.0,1478.0,289.0,1122.0,306.0,3.9583,174600.0,<1H OCEAN
-118.63,34.22,26.0,2778.0,429.0,1298.0,428.0,6.2645,293800.0,<1H OCEAN
-117.3,34.25,18.0,1904.0,288.0,548.0,253.0,7.2643,136900.0,INLAND
-121.08,37.68,21.0,1892.0,398.0,909.0,365.0,3.8926,140600.0,INLAND
-121.59,39.08,22.0,1574.0,289.0,724.0,235.0,2.3869,53300.0,INLAND
-116.38,33.67,7.0,21219.0,1791.0,4223.0,2040.0,2.6417,214300.0,INLAND
-118.02,34.14,34.0,2167.0,427.0,929.0,406.0,3.5179,335200.0,INLAND
-118.29,34.08,32.0,389.0,182.0,505.0,170.0,1.2556,310000.0,<1H OCEAN
-119.72,36.75,25.0,1527.0,312.0,1374.0,316.0,1.8047,58900.0,INLAND
-122.18,37.44,52.0,2466.0,407.0,805.0,409.0,7.549,500001.0,NEAR BAY
-118.18,34.16,42.0,1078.0,231.0,631.0,221.0,2.625,176100.0,<1H OCEAN
-118.38,34.08,40.0,3905.0,1143.0,1915.0,1022.0,2.5935,300000.0,<1H OCEAN
-118.11,34.07,26.0,3624.0,991.0,2898.0,940.0,2.4015,227400.0,<1H OCEAN
-117.02,32.71,34.0,2706.0,591.0,1886.0,549.0,2.2152,98900.0,NEAR OCEAN
-121.39,38.67,34.0,2348.0,437.0,1067.0,444.0,3.5625,100400.0,INLAND
-121.83,37.47,4.0,6549.0,1112.0,2984.0,1148.0,5.7817,274500.0,<1H OCEAN
-118.32,34.05,41.0,1674.0,420.0,1402.0,380.0,1.7937,142700.0,<1H OCEAN
-118.4,33.87,32.0,2768.0,466.0,1032.0,438.0,8.665,500001.0,<1H OCEAN
-118.05,34.08,42.0,1468.0,288.0,1276.0,312.0,2.5058,186700.0,INLAND
-119.79,36.81,9.0,6562.0,1112.0,3061.0,974.0,4.5157,127400.0,INLAND
-117.9,34.1,37.0,1723.0,333.0,831.0,312.0,4.375,155500.0,<1H OCEAN
-121.0,37.67,27.0,2670.0,628.0,1736.0,549.0,2.2562,70400.0,INLAND
-122.0,37.3,29.0,4293.0,729.0,1646.0,692.0,7.8397,500001.0,<1H OCEAN
-118.18,33.73,40.0,951.0,292.0,490.0,251.0,2.1875,195300.0,NEAR OCEAN
-118.3,34.18,16.0,8838.0,1634.0,3721.0,1594.0,4.0969,241100.0,<1H OCEAN
-117.34,33.15,14.0,4562.0,821.0,2223.0,838.0,4.3542,247500.0,NEAR OCEAN
-117.64,34.07,33.0,1059.0,248.0,769.0,239.0,2.0233,81300.0,INLAND
-118.26,33.94,42.0,1261.0,280.0,915.0,254.0,1.4087,81400.0,<1H OCEAN
-121.2,38.72,8.0,127.0,78.0,78.0,42.0,3.025,258300.0,INLAND
-122.48,37.76,52.0,2966.0,546.0,1427.0,565.0,3.5719,331600.0,NEAR BAY
-117.06,32.64,19.0,953.0,205.0,590.0,217.0,2.5903,140400.0,NEAR OCEAN
-118.45,34.15,11.0,2026.0,429.0,793.0,364.0,4.3929,394600.0,<1H OCEAN
-117.28,32.99,17.0,4293.0,689.0,1743.0,712.0,6.7595,500001.0,NEAR OCEAN
-122.0,37.95,30.0,4475.0,815.0,1826.0,772.0,3.8162,191400.0,INLAND
-121.08,39.24,5.0,5748.0,1369.0,2031.0,1366.0,3.4833,195900.0,INLAND
-118.25,34.04,43.0,1465.0,433.0,1782.0,382.0,1.36,103300.0,<1H OCEAN
-122.24,37.45,34.0,4489.0,711.0,1711.0,746.0,10.3995,500001.0,NEAR OCEAN
-121.2,37.81,8.0,876.0,178.0,434.0,173.0,4.225,141600.0,INLAND
-117.97,33.88,28.0,2895.0,501.0,1452.0,537.0,4.071,255100.0,<1H OCEAN
-122.27,37.83,48.0,1610.0,337.0,650.0,309.0,1.4368,92900.0,NEAR BAY
-121.11,37.47,10.0,3207.0,589.0,1890.0,575.0,2.9861,123600.0,INLAND
-122.42,37.66,52.0,1982.0,353.0,975.0,354.0,5.2321,369300.0,NEAR OCEAN
-118.47,34.06,52.0,1106.0,304.0,388.0,258.0,3.6083,500001.0,<1H OCEAN
-122.05,37.36,32.0,1495.0,327.0,732.0,370.0,4.6958,320600.0,<1H OCEAN
-121.97,37.38,28.0,4221.0,729.0,1994.0,725.0,5.4049,351600.0,<1H OCEAN
-118.22,34.09,38.0,1869.0,476.0,1422.0,437.0,2.4981,156100.0,<1H OCEAN
-121.73,37.73,13.0,3456.0,556.0,1350.0,556.0,4.5387,221200.0,INLAND
-118.32,34.08,48.0,891.0,276.0,917.0,247.0,3.0516,350000.0,<1H OCEAN
-121.82,36.59,17.0,2106.0,611.0,1346.0,572.0,1.3757,140600.0,NEAR OCEAN
-119.27,35.52,39.0,1653.0,343.0,866.0,337.0,2.5938,70200.0,INLAND
-120.5,37.37,4.0,5748.0,1254.0,2969.0,1149.0,3.4239,145300.0,INLAND
-117.72,34.07,25.0,4501.0,848.0,2488.0,794.0,3.4048,119000.0,INLAND
-117.26,33.16,17.0,3600.0,520.0,1687.0,520.0,5.7619,259600.0,NEAR OCEAN
-121.62,39.13,42.0,2698.0,576.0,1275.0,548.0,1.6625,65800.0,INLAND
-117.09,32.74,29.0,3067.0,682.0,2001.0,632.0,1.2566,134700.0,NEAR OCEAN
-118.11,33.79,37.0,1134.0,212.0,475.0,206.0,4.6942,245200.0,<1H OCEAN
-121.93,37.15,21.0,2574.0,446.0,1359.0,444.0,6.2913,281100.0,<1H OCEAN
-122.02,37.93,22.0,2019.0,256.0,887.0,248.0,6.3712,294900.0,NEAR BAY
-117.88,33.85,26.0,1024.0,202.0,479.0,194.0,4.7616,198000.0,<1H OCEAN
-119.03,35.31,37.0,1131.0,276.0,729.0,278.0,1.9677,54700.0,INLAND
-117.03,32.69,5.0,939.0,199.0,543.0,160.0,3.7644,146500.0,NEAR OCEAN
-119.0,35.32,52.0,3101.0,560.0,1442.0,548.0,3.1257,71300.0,INLAND
-121.63,39.14,30.0,1859.0,408.0,829.0,374.0,1.8054,72700.0,INLAND
-123.29,38.8,15.0,898.0,216.0,425.0,180.0,1.7083,93800.0,NEAR OCEAN
-117.18,32.74,48.0,2855.0,644.0,1282.0,629.0,3.2083,245800.0,NEAR OCEAN
-117.99,33.74,23.0,3316.0,556.0,1682.0,569.0,4.0239,221700.0,<1H OCEAN
-117.92,33.64,32.0,3097.0,597.0,1334.0,563.0,5.1029,500001.0,<1H OCEAN
-117.57,33.81,28.0,2776.0,422.0,1315.0,418.0,5.2758,238800.0,INLAND
-121.76,39.4,7.0,4476.0,897.0,1987.0,875.0,3.5555,101700.0,INLAND
-121.23,38.71,18.0,5305.0,1106.0,2785.0,1014.0,2.5226,137100.0,INLAND
-118.11,33.89,45.0,2362.0,436.0,1415.0,443.0,4.2813,196900.0,<1H OCEAN
-117.29,33.08,10.0,3892.0,498.0,1311.0,470.0,10.3334,500001.0,NEAR OCEAN
-120.1,39.8,9.0,781.0,130.0,213.0,84.0,3.4286,112500.0,INLAND
-120.18,39.48,24.0,2694.0,525.0,1087.0,511.0,2.56,81300.0,INLAND
-117.99,33.78,30.0,2214.0,359.0,1003.0,368.0,5.241,214800.0,<1H OCEAN
-121.95,37.8,16.0,1263.0,203.0,357.0,196.0,2.4211,77600.0,INLAND
-118.26,33.96,39.0,1262.0,380.0,1191.0,353.0,1.4357,97300.0,<1H OCEAN
-121.23,37.91,28.0,120.0,31.0,167.0,40.0,3.7045,75000.0,INLAND
-120.31,38.69,16.0,2327.0,434.0,215.0,114.0,4.5,190100.0,INLAND
-120.96,37.62,9.0,1500.0,392.0,680.0,248.0,2.0,179300.0,INLAND
-120.42,34.96,12.0,2522.0,447.0,1241.0,463.0,4.9844,227100.0,<1H OCEAN
-122.32,37.53,31.0,3769.0,763.0,1811.0,678.0,4.6364,295200.0,NEAR OCEAN
-118.39,34.1,23.0,7474.0,1538.0,2901.0,1412.0,8.1149,500001.0,<1H OCEAN
-122.07,37.32,23.0,388.0,65.0,158.0,41.0,6.8591,500001.0,<1H OCEAN
-118.17,34.08,44.0,950.0,275.0,1223.0,258.0,2.0329,140000.0,<1H OCEAN
-120.89,37.53,15.0,2871.0,631.0,1719.0,587.0,2.0517,140600.0,INLAND
-118.03,33.91,36.0,1116.0,248.0,904.0,215.0,4.0357,165000.0,<1H OCEAN
-122.3,38.3,31.0,1078.0,221.0,550.0,200.0,3.3542,175800.0,NEAR BAY
-119.35,36.34,10.0,1473.0,324.0,1021.0,299.0,1.6522,53000.0,INLAND
